start_date,end_date,alternative,size,treatment,ffrtarget,target_before,target_change,decision,text
1995-05-23,1995-05-23,a,-0.5,E,6.0,6.0,0.0,b,"Alternative A would reduce the intended trading level of the funds rate to 5-1/2 percent. Alternative C could be accomplished through an increase in the borrowing allowance to $275 million, while alternative A could be implemented by leaving the allowance for borrowing unchanged at $175 million in the face of seasonally elevated demand. (12) The Committee might consider the easing of monetary policy under alternative A appropriate if it saw substantial risks that the recent sluggish growth of final demand and the associated inventory correction could develop into a prolonged period of growth below potential. (13) Short-term market rates under alternative A would like- ly drop close to one-half percentage point."
1995-05-23,1995-05-23,b,0,U,6.0,6.0,0.0,b,"Under alternative B, federal funds would continue to trade around 6 percent. If the Committee sees the staff forecast as the likely and desired outcome and the risks around it to be reasonably well-balanced, then selection of unchanged reserve market conditions, as under alternative B, would be favored. To accommodate rising demands for seasonal credit, the allowance for adjustment and seasonal borrowings would be raised initially to $225 million under alternative B. Further increases would likely be necessary during the intermeeting period under all of the alterna- tives. Thus, market rates would not be expected to react to selection of alternative B by the Committee. (14) Growth of the monetary and credit aggregates under the unchanged reserve market conditions of alternative B is presented in the table below. Nonetheless, M3 is projected to remain above the upper end of its current 0-to-4 percent annual range through September under alternative B, and even the tighter reserve market conditions of alternative C would not likely be adequate to bring M3 within its range by September. (17) M2 growth, by contrast, is projected to edge up slight- ly from that of the previous four months, to a 2-1/2 percent pace over April through September; this aggregate would remain in the lower half of its l-to-5 percent annual range under alternative B. Although slower growth of nominal income over the second and third quarters will damp the demand for money, opportunity costs of holding M2 assets have leveled off and begun to fall; as the depressing effects of earlier increases in opportunity costs diminish, M2 should grow more closely in line with income."
1995-05-23,1995-05-23,c,0.5,T,6.0,6.0,0.0,b,"Under alternative C, the federal funds rate would be boosted 1/2 percentage point, to 6-1/2 percent. Alternative C could be accomplished through an increase in the borrowing allowance to $275 million, while alternative A could be implemented by leaving the allowance for borrowing unchanged at $175 million in the face of seasonally elevated demand. (10) The fifty-basis-point firming of alternative C might be favored by the Committee if it wished to provide more assurance that pressures on resources would soon diminish, so as not to perpetuate the recently elevated rate of inflation and, over time, to return the economy toward a disinflationary path. (11) With markets apparently having concluded that rates are unlikely to rise significantly further, the response in the financial markets to the 50 basis point increase of alternative C could be sub- stantial. Nonetheless, M3 is projected to remain above the upper end of its current 0-to-4 percent annual range through September under alternative B, and even the tighter reserve market conditions of alternative C would not likely be adequate to bring M3 within its range by September."
1995-07-05,1995-07-06,a,-0.5,E,5.75,6.0,-0.25,a,"Under the easier policy stance of alternative A, the intended federal funds rate would be reduced by 1/2 percentage point to 5-1/2 percent. (28) A reduction in the federal funds rate, perhaps of the 1/2 percentage point size embodied in alternative A, could be favored as a form of insurance against the downside risks in the economic outlook. (29) Immediate implementation of the 1/2 percentage point cut in the federal funds rate of alternative A would represent a considerably more aggressive policy action than currently is priced into financial markets."
1995-07-05,1995-07-06,b,0,U,5.75,6.0,-0.25,a,"Under alternative B, the intended federal funds rate would be maintained at 6 percent. (26) The decision to leave reserve market conditions un- changed, as under alternative B, might be favored if the staff economic forecast, which assumes a constant federal funds rate through early 1996, were viewed as both a reasonable and desirable outcome. (27) Over the past few days, markets have come to view policy action at this meeting as much less likely, and interest and exchange rates probably would change little with the choice of alternative B, -20- though a further small backup in yields cannot be ruled out with the disappointment of some residual expectations of prompt easing. That is, the financial market conditions associated with the unchanged policy of alternative B, including the backup in long-term rates in -21- the staff forecast, might be seen as unnecessarily risking weak spend- ing."
1995-08-22,1995-08-22,a,-0.5,E,5.75,5.75,0.0,b,"(10) A further easing of policy, as under alternative A, could be supported if recent price and wage news were read as suggest- ing that the underlying determinants of inflation were more favorable than in the staff forecast. (11) The drop in the federal funds rate of 1/2 percentage point contemplated under alternative A would be much larger and sooner than market participants currently expect. For the year, M2 is expected to remain below the 5 percent upper bound of its annual range, even under alternative A.4 The projected softening in M3 owes primarily to lower growth in institutional money funds as their yields become better aligned with market rates."
1995-08-22,1995-08-22,b,0,U,5.75,5.75,0.0,b,"Thus, the choice of the unchanged federal funds rate of alternative B should have little immediate impact on market interest rates. (9) Alternative B might be favored to the extent that the staff forecast were seen to be credible and the outcome to balance acceptably Committee concerns about expansion in output with those of the containment of inflation. Growth rates based on alternative B. (15) Growth rates of the broad monetary aggregates are ex- pected to continue to slow from their recent very rapid pace, but to remain relatively strong."
1995-08-22,1995-08-22,c,0.5,T,5.75,5.75,0.0,b,"(12) The choice of the higher rates of alternative C would seem to rest on concerns about the longer-term inflation outlook. (13) Alternative C would come as a surprise to market par- ticipants, and money market interest rates would rise at least 50 basis points and the dollar would strengthen further on foreign ex- change markets."
1995-09-26,1995-09-26,a,-0.5,E,5.75,5.75,0.0,b,"(12) If the Committee saw reasonably high odds of more restrictive effects on the economy than the staff forecast, it might -10- favor an easing of the funds rate, as under alternative A."
1995-09-26,1995-09-26,b,0,U,5.75,5.75,0.0,b,"(10) The case for keeping the funds rate at 5-3/4 percent as under alternative B could rest on an assessment that the current funds rate may well provide the appropriate monetary impulse, at least for the time being. Thus, choice by the Commit- tee of alternative B's unchanged funds rate likely would engender just a minor increase of short-term rates. Implied Sept. to1 1994-Q4 1995 December to 1995-Q4 Ranges M2 5.7 4.9 1 - 5 M3 6.0 6.7 2 - 6 M1 -1.6 -1.0 Total debt 4.0 5.2 3 - 7 Nonfederal 4.3 5.4 Note: Growth rates based on alternative B. 1. 4 Under alternative B, M2 is projected to grow at a 5-3/4 percent rate over the final three months of the year. M1 is expected to continue to decline over the remainder of the year, at about a 1-1/2 percent rate under alternative B, as still more banks introduce sweep accounts that transfer funds automatically from NOW accounts to MMDAs to reduce reserve requirements. Actual M1 over the four quarters of this year is now projected to edge down by 1 percent under alternative B. Alternative Levels and Growth Rates for Key Monetary Aggregates M2 Alt."
1995-09-26,1995-09-26,c,0.5,T,5.75,5.75,0.0,b,"On the basis of relationships embodied in the Greenbook alternative simulation, a policy tightening of the dimensions of alternative C would nudge economic growth to below 2 percent over the next two years, opening up enough slack in labor and product markets to make more noticeable progress toward price stability in 1997 and beyond. (15) The 1/2 percentage point hike in the funds rate of alternative C would catch market participants off guard."
1995-11-15,1995-11-15,a,-0.5,E,5.75,5.75,0.0,b,"(11) The choice of easing under alternative A might be favored if it were thought that some information about spending--for example, soft industrial commodity prices and a sluggish manufacturing sector or slowing growth of broad money and credit--was suggesting a weakening in aggregate demand not yet evident in more general statis- tics. -10- (12) The cut in the federal funds rate of 50 basis points under alternative A would come sooner and be larger than now expected in the market."
1995-11-15,1995-11-15,b,0,U,5.75,5.75,0.0,b,"Despite the lack of a downward tilt to the inflation projection, the Committee still might favor the unchanged stance of policy in alternative B if it viewed the benefits of further disinflation as insufficient to justify a more restrictive policy stance that pushed the economy below its potential. The case for alternative B would be even stronger if the Committee viewed the staff inflation forecast as too pessimistic-- either because spending would be weaker or because the price-output relationship would be more favorable than the staff assessment. (10) Earlier expectations of the possibility of easing at the November FOMC meeting have largely been erased and, thus, the choice of alternative B should have little impact on market interest rates. -11- (15) The table below presents expected growth of money and debt under the unchanged reserve conditions of alternative B. The rebound in M2 growth, combined with still-brisk issuance of large time deposits to fund bank credit, would result in about 5-1/2 percent M3 growth under alternative B."
1995-11-15,1995-11-15,c,0.5,T,5.75,5.75,0.0,b,"(13) The choice of alternative C might be favored to the extent that the Committee wished to have greater assurance that infla- tion would continue to edge down. (14) A move to tighten policy by 50 basis points as under alternative C would especially surprise market participants, who con- tinue to hold the view, supported by statements from some Committee members, that the next policy move will be to ease."
1995-12-19,1995-12-19,a,-0.5,E,5.5,5.75,-0.25,a,"(11) Although market participants expect monetary policy to be eased over the next few months, a reduction of 50 basis points in the federal funds rate implemented at this meeting, as called for under alternative A, would be larger than generally expected. (12) Under the staff forecast, alternative A would risk fostering greater inflation pressures, and the move would eventually need to be reversed."
1995-12-19,1995-12-19,b,0,U,5.5,5.75,-0.25,a,"(9) In these circumstances, adoption of the unchanged money market conditions of alternative B could prompt a small backup in market interest rates. Accordingly, in the staff forecast, alternative B keeps policy on a path that produces results for economic growth and inflation over 1996 closely in line with the Committee's expectations for next year that were reported in July. (15) The table below presents staff forecasts for money and credit growth for the November-to-March period under the unchanged money market conditions of alternative B.7 Broad measures of money 7. Expansion of M3 picks up to a 5-3/4 percent annual rate over the November-to-March period under alternative B. M2 growth also firms from its unexpectedly weak pace so far in the fourth quarter."
1995-12-19,1995-12-19,c,0.5,T,5.5,5.75,-0.25,a,"-10- (13) With market participants expecting an easing rather than a tightening of policy, the 50-basis-point increase in the federal funds rate under alternative C would lead to a sharp jump in other money market interest rates. (14) The FOMC might select alternative C if it saw the risks to inflation at current interest rates as reasonably well balanced and wished to gain more assurance of making longer-term progress toward price stability. Given the demand and inflation relationships incorporated in the staff forecast, the rise in the federal funds rate under alternative C would tilt the inflation rate down slightly in 1997."
1996-01-30,1996-01-31,a,-0.25,E,5.25,5.5,-0.25,a,"(25) Justification for a quarter-point reduction in the federal funds rate under alternative A would seem to rest on a belief that the economy is weaker than in the staff outlook, as might be inferred from the tone of some anecdotal reports and recent data, or that the prospects for disinflation are brighter. (26) Money market interest rates would fall by less than a quarter point under alternative A, given current expectations."
1996-01-30,1996-01-31,b,0,U,5.25,5.5,-0.25,a,"-18- Short-run Policy Alternatives (23) The unchanged funds rate of alternative B is consistent with the staff Greenbook forecast. Not only might alternative B be seen as attractive if the Committee concurred with this outlook and found the results acceptable, but it also might have appeal as a ""wait and see"" strategy because delays in data have curtailed the new infor- mation available to the Committee since it eased policy in December. Thus, rates could edge higher under alternative B.16 However, the extent of any rise in such rates likely would be tempered in the near term by the perception that the Committee had merely postponed easing pending the availabi- lity of more information. (28) The table below shows money and credit growth under alternative B for the January-to-June period."
1996-01-30,1996-01-31,c,0.25,T,5.25,5.5,-0.25,a,"(27) If the Committee agreed with the staff outlook for spending and inflation and wanted to make deliberate progress toward price stability, the choice of a quarter-point increase in the federal funds rate under alternative C might be favored."
1996-03-26,1996-03-26,a,-0.5,E,5.25,5.25,0.0,b,"(10) Given the staff's assessment of the economy, the 1/2 percentage point easing in reserve market conditions offered under alternative A would boost the economy marginally further beyond its potential and tilt the inflation rate up a bit more noticeably. With the latter outcome apparently inconsistent with the Committee's strategy for achieving its long-run goals, adopting alternative A would seem to require that, relative to the staff, Committee members expect somewhat weaker spending or better inflation. (11) In light of the uncertainty about the current economic situation and the widespread expectation that System policy is on hold, it is difficult to gauge how market participants would react to the 1/2 percentage point of policy ease envisioned under alternative A."
1996-03-26,1996-03-26,b,0,U,5.25,5.25,0.0,b,"(8) An unchanged policy stance, as in alternative B, would probably be preferred if the Committee concurred with the staff's as- sessment of the economy, viewed potential risks as about evenly balanced, and was willing to accept the possibility of a slight inten- sification of price pressures. (9) With market participants apparently expecting no policy action over the next few months, maintenance of current reserve condi- tions, as under alternative B, would elicit little reaction in credit markets."
1996-03-26,1996-03-26,c,0.5,T,5.25,5.25,0.0,b,"(12) A 1/2 percentage point tightening in reserve conditions, as under alternative C, might be favored if the Committee agreed with the staff forecast but viewed its outcome for inflation as undesir- able, particularly if the Committee wanted to make some progress to- ward price stability. (13) The 50 basis point tightening of alternative C would catch market participants unawares and show through to instruments at the shortest maturities."
1996-05-21,1996-05-21,b,0,U,5.25,5.25,0.0,b,"In these circumstances, the Committee may prefer to adopt alternative B, 3. Financial market partici- pants are anticipating that the FOMC will leave its policy stance unchanged at this meeting, implying that selection of alternative B would have little market impact. (12) The interest rates of alternative B and associated staff forecast for the economy are thought to be consistent with a slight moderation in the growth of money and credit over coming months relative to their pace of expansion so far in 1996."
1996-05-21,1996-05-21,c,0.5,T,5.25,5.25,0.0,b,"Alternative C embodies a 50 basis point increase in the federal funds rate to 5-3/4 percent in order to counter the incipient increase in price pressures. The Federal Reserve is not expected by market participants to tighten for several months, and hence, investors would be caught off guard by the FOMC's choice of alternative C at this meeting."
1996-07-02,1996-07-03,b,0,U,5.25,5.25,0.0,b,"Under alternative B, federal funds would continue to trade around 5-1/4 percent. (23) The money and credit flows associated with a flat federal funds rate under alternative B were discussed in the previous sections of this document under the baseline case."
1996-07-02,1996-07-03,c,0.25,T,5.25,5.25,0.0,b,"-18- (21) A 1/4 percentage point increase in the federal funds rate, as under alternative C, might be favored if the Committee wished to impose greater restraint on spending to reduce the odds of a gradual increase of inflation pressures. (22) A 25 basis point rise in the federal funds rate at this meeting as under alternative C would exceed the small amount currently built into money market yields. Money growth would be expected to slow somewhat more under alternative C, putting the broad aggregates on paths more likely to leave them below the upper ends of their longer-term ranges."
1996-08-20,1996-08-20,b,0,U,5.25,5.25,0.0,b,"(8) Nonetheless, the Committee may well feel that it can afford to wait, as in alternative B, for additional data to accumulate to allow a more confident judgment concerning whether an underlying process of rising inflation seems to be taking hold."
1996-08-20,1996-08-20,c,0.25,T,5.25,5.25,0.0,b,"(11) Given the recent adjustment to their expectations for monetary policy, market participants would be somewhat surprised by a Committee decision to raise its intended federal funds rate by 25 basis points, as under alternative C."
1996-09-24,1996-09-24,b,0,U,5.25,5.25,0.0,b,"Nonetheless, there are reasons why the Committee might choose the unchanged federal funds rate of alternative B for the upcoming intermeeting period. (9) With market participants apparently placing greater than even odds on policy tightening at this meeting, interest rates would likely decline and the dollar weaken on foreign exchange markets if the unchanged policy of alternative B were adopted. Even before the discount rate story earlier this week, markets had built in close to 50/50 odds of a slight policy tightening, and alternative B probably would trigger rate declines that not only reversed the increases associated with the story, but some of those registered earlier in the intermeeting period as well. M2 is now expected to increase at a 4-1/2 percent rate this year and M3 at a 5-3/4 percent rate under alternative B, somewhat below the upper ends of their growth ranges for the year. Over the August-to-December period, the expansion of M2 is projected to pick up to about a 4-3/4 percent pace, broadly in line with GDP growth under alternative B."
1996-09-24,1996-09-24,c,0.5,T,5.25,5.25,0.0,b,"(10) A tightening of policy at this Committee meeting, whether by 50 basis points, as assumed in alternative C, or by only 25 basis points, would improve the chances that price pressures would be contained and inflation outcomes would be consistent with the Commit- tee members' expectations in July."
1996-11-13,1996-11-13,a,-0.5,E,5.25,5.25,0.0,b,"(10) A 50 basis point reduction in the federal funds rate, as under alternative A, might be favored if the Committee viewed the recent softness of final sales as likely to persist. A 50 basis point reduction in the funds rate, as under alternative A, would most likely be read as evidence that the Committee has serious reservations about the prospects for spending."
1996-11-13,1996-11-13,b,0,U,5.25,5.25,0.0,b,"(6) If the Committee views the staff forecast as both likely and acceptable, it presumably would favor standing pat--alternative B. Even if the Committee found unacceptable the forecasted upcreep in core inflation (abstracting from technical CPI adjustments), it might want to wait for more evidence that such an outcome is in train before taking action. (7) With market participants widely expecting policy to remain on hold for some time, the Committee's selection of alternative B should elicit little response in financial markets. (13) In coming months, offering rates on M2 accounts are not expected to change much under alternative B, maintaining opportunity costs at around their recent levels. As a result, M1 is anticipated to decline at a 9 percent rate over the October-to-March period under alternative B; adjusted for sweeps, M1 would increase at a 3-3/4 percent rate over that span."
1996-11-13,1996-11-13,c,0.5,T,5.25,5.25,0.0,b,"(8) A policy tightening, such as the 50 basis point firming of the federal funds rate under alternative C, might be favored should the Committee wish to move promptly to counter the updrift in underlying inflation embedded in the staff outlook. (9) The choice of alternative C would come as a surprise to market participants."
1996-12-17,1996-12-17,a,-0.5,E,5.25,5.25,0.0,b,"(12) A 50 basis point reduction in the federal funds rate (alternative A) would seem to require a judgment that the upward pressure on prices is less than in the staff forecast at current interest rate levels. (13) Because the market is not expecting a change in policy, a 50 basis point funds rate reduction, as in alternative A, would show through completely to other short-term rates."
1996-12-17,1996-12-17,b,0,U,5.25,5.25,0.0,b,"In these circumstances, the Committee may wish to keep policy unchanged (alternative B), awaiting more information to assess how markets may evolve and how the other uncertainties may be resolved. (9) With market participants almost universally expecting policy to be on hold for a time, the Committee's selection of alternative B would prompt little response in -8- financial markets. (14) Under alternative B and the staff forecast, both debt and money should expand at moderate rates in coming months, in line with projected nominal GDP."
1996-12-17,1996-12-17,c,0.5,T,5.25,5.25,0.0,b,(10) A 50 basis point firming of the funds rate (alternative C) might be favored if the Committee wished to move promptly to stem the rise in underlying inflation in the staff forecast and increase the odds on making some headway on its longer-run objective of price stability. (11) The choice of alternative C would surprise market participants and perhaps lead them to reconsider their view on the Federal Reserve's longer-term objectives.
1997-02-04,1997-02-05,b,0,U,5.25,5.25,0.0,b,"Under alternative B, the federal funds rate would kept at 5-1/4 percent. (22) Financial markets currently are not anticipating a change in policy at the February meeting, and thus the choice of alternative B should initially have little impact on interest rates or the foreign exchange value of the dollar. (25) Growth of the broad monetary aggregates is expected to slow under alternative B from the very rapid pace of late 1996."
1997-02-04,1997-02-05,c,0.5,T,5.25,5.25,0.0,b,"Under alternative C, the federal funds rate would be raised by 1/2 percentage point to 5-3/4 percent, either through a less generous provision of nonborrowed reserves or a hike in the discount rate. While inflation does not deteriorate appreciably in the near term, given the lags in the effect of policy, the sooner the Committee begins to tighten--as under alternative C--the lower the odds that higher inflation will become embedded in price and wage setting. (24) The tightening of policy under alternative C would surprise market participants, and short-term interest rates, including the prime rate, would rise by the half-point hike in the federal funds rate."
1997-03-25,1997-03-25,b,0,U,5.5,5.25,0.25,c,"(7) Nonetheless, a number of considerations regarding the outlook might induce the Committee to forgo tightening at the March meeting, as under alternative B. (8) With market participants apparently placing high odds on a 25 basis point tightening in the federal funds rate at the March meeting, interest rates probably would fall somewhat if the unchanged policy of alternative B were adopted. (12) Under alternative B and the staff forecast, debt is expected to continue to grow around its recent pace in the months ahead, while money growth tends to moderate as the expansion of nominal GDP slows. (13) M2 growth from February to June under alternative B is projected to slow to a 4-1/2 percent rate, reflecting the deceleration in nominal GDP."
1997-03-25,1997-03-25,c,0.5,T,5.5,5.25,0.25,c,"(9) The Committee might choose to increase the federal funds rate, perhaps by the 50 basis points of alternative C, in order to lean against the likely buildup of inflation pressures."
1997-05-20,1997-05-20,b,0,U,5.5,5.5,0.0,b,"(8) Despite the staffs perception that underlying inflation pressures will be building, the Committee may find reasons to leave its policy stance unchanged, at least for the time being, as incorporated in alternative B, which keeps the intended federal funds rate at 5-1/2 percent. However, in recent weeks, markets appear to have removed all but modest odds of any action, and the choice of alternative B should trigger a relatively minor decline in rates. - 11 - (14) The runoff of the tax-related deposit surge of April should be completed in May, after which the monthly growth of M2 and M3 under alternative B is expected to stabilize at annual rates of 4-1/2 and 6 percent, respectively, through September--somewhat below the pace of the first five months of the year."
1997-05-20,1997-05-20,c,0.5,T,5.5,5.5,0.0,b,(11) The 1/2 percentage point rise in the federal funds rate under alternative C would come as a major surprise to financial market participants and likely would spark a considerable rise in interest rates and the exchange value of the dollar.
1997-07-01,1997-07-02,b,0,U,5.5,5.5,0.0,b,"Under alternative B, the intended federal funds rate would be maintained at its current 5-1/2 percent level. (34) The Committee may favor the unchanged federal funds rate of alternative B if it thinks that chances are that the staff has not gone far enough to incorporate a more favorable tradeoff between resource use and inflation into the outlook. No change in the stance of monetary policy at this FOMC meeting is built into the structure of market interest rates, so financial market prices would react little to the Committee's choice of alternative B. (37) The staffs projections of money and debt growth this year, assuming main- tenance of the unchanged federal funds rate of alternative B, were described in the previous section."
1997-07-01,1997-07-02,c,0.25,T,5.5,5.5,0.0,b,"Under alternative C, it would be raised 1/4 percentage point to 5-3/4 percent. (35) The 1/4 percentage-point increase in the federal funds rate embodied in alternative C might seem appropriate if the Committee sees the likelihood of intensifying inflation pressures, as in the Greenbook, and wishes to impart some resistance to the anticipated acceleration of prices. (36) The 25 basis point firming in alternative C would catch market participants off guard, inducing an immediate selloff in securities markets and an appreciation of the dollar in exchange markets, with short-term interest rates jumping by virtually the same amount as the intended funds rate. Maintenance of the slightly higher short-term interest rates of alternative C would lower these growth rates only slightly over this year."
1997-08-19,1997-08-19,b,0,U,5.5,5.5,0.0,b,"Under alternative B, the intended federal funds rate would be kept at its current level of 5-1/2 percent. (8) Market participants uniformly do not expect a near-term policy move by the Federal Reserve, and selection of alternative B by the Committee should elicit little imme- diate market reaction. (11) Under the unchanged federal funds rate of alternative B, M2 is projected to grow at a moderate 4-1/2 percent rate on average over the remaining months of the year, around the expected rate of expansion of nominal GDP, leaving this aggregate a little below the upper limit of its 1 to 5 percent growth range for the year."
1997-08-19,1997-08-19,c,0.25,T,5.5,5.5,0.0,b,"Under alternative C, it would be boosted to 5-3/4 percent, either through reduced provision of nonborrowed reserves or a hike in the discount rate. If the Committee wants more insurance against the possibility that inflation will begin to pick up, and especially if it wishes to tilt the odds a little in the direction of further progress toward price stability over coming years, it may wish to raise the intended federal funds rate at this meeting, perhaps by the 25 basis points of alternative C. (10) With no near-term tightening expected, the market response to implementation of alternative C could be sharp."
1997-09-30,1997-09-30,b,0,U,5.5,5.5,0.0,b,"(6) The staff assessment of the pressures on resources implies that policy restraint is in order at some point to check an upcreep in inflation, but the Committee may, nonetheless, prefer to hold the federal funds rate at its current level of 5-1/2 percent at this meeting, as in alternative B. (8) Virtually no one in the market anticipates action at this meeting, so that yields across the term structure are not likely to budge much and the dollar should continue to trade around its current level on foreign exchange markets immediately following the adoption of the unchanged policy stance of alternative B. Treasury bill rates have been depressed of late by low issuance, and the turnaround in bill sales in the fourth quarter prompted by the seasonal bulge in the federal deficit may roll back some of the decline in rates on those securities. - 10- (10) Under the unchanged policy stance of alternative B, the growth of the monetary aggregates should slow significantly."
1997-09-30,1997-09-30,c,0.25,T,5.5,5.5,0.0,b,"(7) If the Committee were confident that the staff had correctly identified the threat that inflation would pick up, or wanted some greater assurance of further progress toward price stability, it would likely favor raising the federal funds rate promptly, perhaps at this meeting by the 25 basis points of alternative C. (9) The Committee's choice of alternative C at this meeting would catch market participants completely unawares. Under alternative C, even though opportunity costs would likely rise with the imposition of monetary restraint, M2 might be bolstered to some extent in the near term should a correction in the stock and bond markets induce investors to favor money market over bond and stock mutual funds."
1997-11-12,1997-11-12,b,0,U,5.5,5.5,0.0,b,"(10) Alternative B, which would leave the intended federal funds rate at 5-1/2 percent, could be chosen at this meeting either merely as a deferral of a tighter stance until financial markets have become more resilient, or, more positively, as a justifiable policy posture, absent some change in the tenor of incoming information about inflation prospects. (12) The staff anticipates that, under alternative B, M2 and M3 will grow at annual rates of 4-1/2 and 6-1/4 percent, respectively, over the five months from October to March of next year."
1997-11-12,1997-11-12,c,0.25,T,5.5,5.5,0.0,b,"(9) If the Committee shares the staffs assessment that the U.S. economy has overshot its sustainable productive potential, it may be disposed to tighten its policy stance, as in the 25 basis point rise in the funds rate in alternative C."
1997-12-16,1997-12-16,a,-0.25,E,5.5,5.5,0.0,b,(13) The 25 basis point easing of Alternative A might be favored if the Committee were concerned that turmoil abroad might have an even greater impact on the U.S. economy than the staff has built into the forecast.
1997-12-16,1997-12-16,b,0,U,5.5,5.5,0.0,b,"Even if the Committee is concerned about the pressures on labor resources and finds the eventual uptrend in underlying -9- inflation unacceptable, it may be willing to keep the funds rate constant at this meeting, as under Alternative B. Under alternative B, the Committee would be buying time to assess the extent to which developments abroad restrain aggregate demand, depress oil prices, and support the dollar, as well as the degree to which recent momentum in the economy might be sustained. (10) The markets expect no policy action over the next few months and would react little, if at all, to the choice of alternative B. Apart from year-end effects, interest rates-- especially Treasury yields--should fluctuate close to recent lows over the intermeeting period. M2 growth is projected at around a 4 percent annual pace over the November-to-March period under alternative B, leaving this aggregate near the upper end of its provisional 1998 range."
1997-12-16,1997-12-16,c,0.25,T,5.5,5.5,0.0,b,(11) The 25 basis point tightening of Alternative C might be favored if the Committee wanted to lean against the inflationary bias that may well be inherent in the current and prospective tautness of labor markets.
1998-02-03,1998-02-04,a,-0.25,E,5.5,5.5,0.0,b,"The dollar would be expected to trade around its levels of late, off some from its recent peak (23) The Committee may see sufficient chances of a shortfall in activity from the staff forecast to suggest a small easing at this time--as in the 25 basis point decline in the federal funds rate under alternative A."
1998-02-03,1998-02-04,b,0,U,5.5,5.5,0.0,b,"The staff forecast is built on an unchanged federal funds rate, and if the Committee agrees that this is both a reasonable and desirable outcome under those conditions, retaining the current stance of policy under alternative B would be appropriate."
1998-02-03,1998-02-04,c,0.25,T,5.5,5.5,0.0,b,"(24) Alternative C might be favored if the Committee saw the economy as continuing to operate beyond its potential, with the risk that sustained pressures on labor markets might show through more forcefully than in the staff forecast to higher labor costs and prices, perhaps hinted at in the recent employment cost report. Domestic spending continues to be supported by very favorable conditions in debt and equity markets. The decline in long-term rates should spur spending, in part as borrowers free cash flow by refinancing higher cost debt. In this environment, counting on Asian developments to defuse enough of the momentum in the economy may be viewed as too risky, especially as the rebound in Asian stock markets and in commodity prices may suggest that limits to Asian turmoil may be in sight. In response to the tightening, short-term rates would rise by at least the 25 basis point increase in the federal funds rate. Intermediate- and long-term yields would also rise, although market participants are unlikely to build in much further tightening in light of the situation in Asia, thereby constraining the extent of the increase. Stocks would come under some selling pressure, accentuated perhaps by the uncertainty precipitated by such a surprise in policy. The dollar would tend to rise on foreign exchange markets."
1998-03-31,1998-03-31,a,-0.25,E,5.5,5.5,0.0,b,"(10) If the Committee saw substantial risks of a significantly weaker economy than in the staff forecast, it might want to move promptly to ease policy, perhaps by lowering the federal funds rate 1/4 percentage point, as in alternative A. (11) The 25 basis point reduction in the federal funds rate under alternative A would translate to nearly comparable reductions in other short-term rates."
1998-03-31,1998-03-31,b,0,U,5.5,5.5,0.0,b,"-8- (8) The unchanged federal funds rate of alternative B might be favored if the Committee saw the staff forecast as a likely outcome and one that appropriately balanced the goals of restraining inflation and sustaining expansion over the next few years, or, at a minimum, if it viewed the risks of substantially different and less desirable outcomes on either side of the staff forecast as about equal at the current federal funds rate. (9) Because financial markets are placing very low odds on a change in policy in the near term, the choice of alternative B would likely have little immediate impact on domestic financial markets or the exchange value of the dollar. (14) Under the conditions of alternative B, the moderating pace of spending in the staff forecast should be accompanied by considerably slower growth in debt and money. (15) The moderation in the growth of the broad monetary aggregates under alternative B owes in part to a slowdown in GDP and bank credit as business lending and acquisitions of securities slacken and banks become less aggressive in seeking funding."
1998-03-31,1998-03-31,c,0.25,T,5.5,5.5,0.0,b,"(12) Alternative C would tend to be favored to the extent that the Committee saw the risks as more heavily weighted toward a pickup in inflation. (13) Short-term rates would rise by the full amount of the 25 basis point tightening of policy under alternative C, which is unanticipated in the market."
1998-05-19,1998-05-19,b,0,U,5.5,5.5,0.0,b,"(8) If the Committee views the Greenbook forecast as both likely and acceptable, it might be inclined to maintain its current 5-1/2 percent intended federal funds rate, as under alternative B. Although that forecast has an underlying upward tilt to inflation in 1999 as -8- labor markets remain quite tight, that tilt is gradual and starts from a lower inflation rate in 1998 than the Committee had anticipated only a few months ago, judging from the central tendencies of members' CPI projections in February. 2 Even if the Committee were troubled by the underlying uptrend of inflation in the staff forecast, it might still be willing to adopt the unchanged federal funds rate of alternative B. (13) Under the stable money market conditions of alternative B, the staffs projected 2-1/2 percentage point moderation in the pace of nominal GDP from the first to the third quarter of this year should be associated with a noticeable slowdown in the expansion of the debt and monetary aggregates. (14) Under alternative B, M2 growth is expected to slow significantly to a 3 percent average rate over the April-to-September period, with a little more than 1 percentage point of the slowdown from the first four months of 1998 representing the projected unwinding of the previous artificial boost related to special tax and mortgage-refinancing factors. (15) Projected M3 growth under alternative B would dip to a 5-1/2 percent rate from April through September, reflecting some expected reduction in the growth of depository funding needs associated with the anticipated marked slowing in depository credit expansion - 13 - over that interval."
1998-05-19,1998-05-19,c,0.25,T,5.5,5.5,0.0,b,"(11) The Committee instead may prefer to raise its intended federal funds rate by 25 basis points at the May meeting, as under alternative C."
