year,start_date,end_date,event_type,file_name,Var1,Var2,Var3
1975,1975-07-15,1975-07-15,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","(10) In the table on p. 6a, under alternative B, the one-year growth rate for M1 from June '75 to June '76 is shown as 5¾ per cent-which is ½ point below the mid-point of the 5-7½ per cent target range.","This alternative implies M1 growth from QII '75 to QII '76 of around 6-3/4 per cent. (12) The short-run specifications for alternative C contemplate some further near-term tightening of the money market, involving a Federal funds rate range of 6¼-7¼ per cent for the period until the next meeting."
1975,1975-08-19,1975-08-19,Meeting,Bluebook,"Under alternative A, the average funds rate would remain close to recently prevailing levels for the time being, but -5aAlternative Levels and Growth Rates for Key Monetary Aggregates M1 M2 M3 Alt.","(9) Alternative B--which contemplates a rise in the Federal funds rate during the intermeeting period to 6-3/4 per cent (the mid-point of the 6--7-1/2 per cent range presented)--is thought to be consistent with the first stage of a possible longer-run strategy that would hold M1 growth within the Committee's 5--7-1/2 per cent target range--but near the top end of that range.","(8) The short-run specifications for alternative C--which contemplate a near-term rise in the Federal funds rate to around 7-1/4 per cent (the mid-point of the range presented)--are thought to be consistent with a policy strategy geared to ultimate attainment of the 6-1/4 per cent mid-point of the Committee's 5--7-1/2 per cent long-run target range for M1."
1975,1975-09-16,1975-09-16,Meeting,Bluebook,"Under alternative A --which assumes the same Federal funds rate range for the forthcoming intermeeting period as that adopted at the last meeting--M1 is expected to rise at an annual rate in the 6½-3½ per cent area over this and the next month on average.","-10(17) Alternative B contemplates a modest tightening of money market conditions between now and the next Committee meeting, as indicated by the 6-3/4 per cent mid-point of a 6-7 per cent Federal funds rate range.","With this assumption, longer-run M2 growth is projected toward the low end of the Committee's announced target range under alternative A. -9(14) Alternative C encompasses an immediate substantial tightening of the money market and is characterized by a Federal funds rate range for the intermeeting period of 6 -8 per cent, centering on 7¼ per cent."
1975,1975-10-21,1975-10-21,Meeting,Bluebook,"-9(14) A slight easing of the money market, as is contemplated by the mid-point of the 5-6 per cent Federal funds rate range shown for alternative A, might be accompanied by some further declines in market interest rates.","For example, under alternative B the implied growth rate from QII '75 to QII '76 for M (the Committee's previous target period) would be no more than about 6.4 per cent--well within the Committee's range.","(16) Alternative C involves a Federal funds rate range over the next four weeks centered on 6 per cent."
1975,1975-11-18,1975-11-18,Meeting,Bluebook,"(12) Alternative A contemplates a modest further decline in the Federal funds rate between now and the next Committee meeting, to the mid-point of a 4 -5 per cent range.","C Ranges of tolerance for November-December M1 7-9 6½-8½ 6-8 M2 8½-10½ 8-10 7½-9½ RPD 5½-7½ 5-7 4½-6½ Federal funds rate 4¼-5 4¾-5¾ 5¼-6¼ (8) Under alternative B the Federal funds rate range is centered around the recently prevailing 5¼ per cent level.","(14) Alternative C involves some rise in the Federal funds rate over the next few weeks, to the mid-point of a 5 -6 per cent range."
1975,1975-12-16,1975-12-16,Meeting,Bluebook,"(11) Alternative A contemplates a decline in the Federal funds rate to the mid-point of a 4¼-5¼ per cent range.","C 1975 November 747.0 747.0 747.0 1170.1 1170,1 1170.1 512.9 512.9 512.9 December 751.9 -751.9 751.9 1179.0 1178.9 1178.8 516.1 516.1 516.1 1976 January 757.0 756.6 756.2 1188.3 1187.5 1186.8 519.4 519.1 518.8 1975 QIII 733.2 733.2 733.2 1143.5 1143.5 1143.5 504.7 504.7 504.7 QIV 746.2 746.2 746.2 1169.3 1169.3 1169.2 512.3 512.3 512.3 1976 QI 764.1 762.8 762.1 1199.5 1197.7 1196.3 523.0 522.1 521.5 QII 780.9 779.3 778.6 1227.0 1224.6 1223.4 530.4 529.2 528.7 QIII 794.5 794.6 795.1 1250.0 1249,7 1250.4 535.3 535.3 535.7 Growth Rates Monthly: 1975 December 7.9 7.9 7.9 9.1 9.0 8.9 7.5 7.5 7.5 1976 January 8.1 7.5 6.9 9.5 8.8 8.1 7.7 7.0 6.3 Quarterly Averages: 1975 QIV 7.1 7.1 7.1 9.0 9.0 9.0 6.0 6.0 6.0 1976 QI 9.6 8.9 8.5 10.3 9.7 9.3 8.4 7.7 7.2 QII 8.8 8.7 8.7 9.2 9.0 9.1 5.7 5.4 5.5 QIII 7.0 7.9 8.5 7.5 8.2 8.8 3.7 4.6 5.3 QIII '75-QI '76 8.4 8.1 7.9 9.8 9.5 9.2 7.3 6,9 6.7 QI '76-QIII '76 8.0 8.3 8.7 8.4 8.7 9.0 4.7 5.1 5.4 QIII '75-QIII '76 8.4 8.4 8.4 9.3 9.3 9.3 6.1 6.1 6.1 -6(7) Under alternative B the Federal funds rate range is centered around the 5¼ per cent level that has been prevailing for several weeks.","(12) Under alternative C, a rise in the funds rate to the mid-point of the 5 -6 per cent range between now and the next meeting is contemplated."
1976,1976-01-20,1976-01-20,Meeting,Bluebook,"(12) Alternative A involves a decline in the Federal funds rate from the 4¾ per cent level recently prevailing to the mid-point of a 3½-4½ per cent range.","(15) A Federal funds rate centered around 4¾ per cent is contemplated under alternative B, with M1 growth in a 4-8 per cent annual rate range in the January-February period.","(17) Alternative C assumes that the Federal funds rate is adjusted upward over the next few weeks to the middle of a 5-6 per cent range."
1976,1976-02-17,1976-02-18,Meeting,Bluebook,"(12) Alternative A involves a decline in the Federal funds rate to the mid-point of a 3¾ to 4¾ per cent range, and slightly higher growth rates for M1 and M2 over the near-term than under alternative B.","(8) Under alternative B, the Federal funds rate range is centered on the recently prevailing 4¾ per cent level.","(14) Alternative C involves a rise in the Federal funds rate to the mid-point of a 4¾ to 5¾ per cent range over the next few weeks."
1976,1976-03-15,1976-03-16,Meeting,Bluebook,"We have assumed that under alternative A the funds rate would average about 6¾ per cent in the fourth quarter of 1976.","C Ranges for March-April M1 4 to 8 3½ to 7½ 3 to 7 M2 8 to 12 6¾ to 10¾ 6 to 10 RPD -2 to 2 -2½ to 1½ -3 to 1 Federal funds rate 3¾ to 4¾ 4¼ to 5¼ 4¾ to 5¾ (intermeeting range) (7) The Federal funds rate under alternative B is centered on 4¾ per cent, the funds rate level most recently sought by the Desk.","On the other hand, the greater near-term restraint of alternative C would mean that more monetary expansion would be required later in 1976 to achieve the Committee's longer-run targets."
1976,1976-04-20,1976-04-20,Meeting,Bluebook,"By early 1977, the funds rate might be around 7¾ per cent. (13) Under alternative A, the mid-point of the longer-run growth target for M1 is 7 per cent.","From the fourth quarter of '75 to first quarter of '76, M2 and M3 expanded at annual rates very near the mid-points of the ranges adopted previously (and shown above under alternative B); thus, continuation of growth near these rates would be associated with QIV '76 levels close to those implied by the earlier targets.","C 1976 March April May 1976 QI QII QIII QIV 824.7 816,8 809.0 1322.3 1311.1 1295.81977 QI Growth Rates Monthly: 1976 April May 10.0 9.8 9.4 9.2 12.0 12.0 11.6 11.5 559.3 554.2 549.0 11.3 10.9 3.3 9.0 2.8 9.0 Quarterly Averages: 1976 QII QIII QIV 1977 QI Semi-annual QI '76-QIII '76 QIII '76-QI '77 Annual QIV '75-QIV '76 QI '76-QI '77 754.8 761.1 767.3 751.8 767.2 785.2 805.5 754.8 760.8 766.9 751.8 766.8 783.8 800,3 754.8 760.7 766.5 751.8 766.5 781.8 795.6 1198.7 1210.7 1222.8 1190.4 1222.6 1256.5 1291.1 1198.7 1210.3 1221.9 1190.4 1221.7 1252.9 1283.8 1198,7 1210.0 1221.0 1190.4 1220,8 1249.2 1273.6 516.4 517.9 521.9 515.5 521.8 534.0 547.2 516.4 517.8 521.7 515.5 521.6 533.4 544.1 516,4 517.6 521.5 515.5 521.4 532.1 541.8 8.2 9.4 10.3 9.5 8.9 10.1 8.5 9.7 8.0 8.9 8.4 8.2 8.5 8.4 7.8 8.6 7.8 8.0 7.1 6.7 8.0 7.0 7.2 7.6 10.8 11.1 11.0 9.7 11.1 10.5 10.7 11.1 10.5 10.2 9.9 8.5 10.5 9.3 10.1 10.1 10.2 9.3 7.8 7.0 9.9 7.5 9.2 8.9 4.9 9.4 9.9 8.8 7.2 9.5 6.8 8.5 4.7 9.0 8.0 7.4 6.9 7.8 6.2 7.5 4.6 8.2 7.3 5.3 6.4 6.4 5.8 6.5 I for the new one-year target period QI '76-QI '77 of about 6¾ per cent--well within the ranges of alternatives A and B and a shade above the upper limit of alternative C. (7) Short-run operating strategies roughly corresponding to the longer-run ranges are suggested below: Alt."
1976,1976-05-18,1976-05-18,Meeting,Bluebook,"C Ranges for May-June M1 6-10 5¼-9¼ 4½-8½ M2 7½-11½ 7-11 5½-9½ Federal funds rate 4¼-5¼ 4¾-5¾ 5¼-6¼ (intermeeting range) (9) Alternative B assumes a Federal funds rate range centered on 5-1/4 per cent, the most recent Desk objective, while alternative A assumes some easing of the money market and alternative C some further tightening.","C Ranges for May-June M1 6-10 5¼-9¼ 4½-8½ M2 7½-11½ 7-11 5½-9½ Federal funds rate 4¼-5¼ 4¾-5¾ 5¼-6¼ (intermeeting range) (9) Alternative B assumes a Federal funds rate range centered on 5-1/4 per cent, the most recent Desk objective, while alternative A assumes some easing of the money market and alternative C some further tightening.","C Ranges for May-June M1 6-10 5¼-9¼ 4½-8½ M2 7½-11½ 7-11 5½-9½ Federal funds rate 4¼-5¼ 4¾-5¾ 5¼-6¼ (intermeeting range) (9) Alternative B assumes a Federal funds rate range centered on 5-1/4 per cent, the most recent Desk objective, while alternative A assumes some easing of the money market and alternative C some further tightening."
1976,1976-06-22,1976-06-22,Meeting,Bluebook,"-9(14) Alternative A assumes an easing in the Federal funds rate to the mid-point of a 4½-5½ per cent range between now and the next Committee meeting.","C Ranges for June-July M1 4½-8½ 4-8 3½-7½ M2 7-11 6½-10½ 5½-9½ Federal funds rate 4½-5½ 5-6 5½-6½ (intermeeting range) (8) If the Federal funds rate between now and the next meeting of the Committee remains around the recently prevailing 5½ per cent--the mid-point of the alternative B range--the staff would expect that the annual rate of M1 growth may be in a 4-8 per cent range over the June-July period.","As may be seen from appendix Table II, under alternative B the staff would expect a Federal funds rate of around 8 per cent by early next year, given a growth rate in M1 from QI '76 to QI '77 of 5¾ per cent. (12) The specifications of alternative C include a tightening of the funds rate over the next few weeks to the mid-point of a 5½-6½ per cent range."
1976,1976-07-19,1976-07-20,Meeting,Bluebook,"(15) Alternative A contemplates more rapid growth in the monetary aggregates over QII '76-QII '77--including a 6-3/4 per cent growth rate for M1 --and some near-term easing of money market conditions, with the funds rate range centering on 4-3/4 per cent.","C 1/ Ranges for July-August M1 5 to 9 4½ to 8½ 4 to 8 M2 9 to 13 8 to 12 7½ to 11½ Federal funds rate 4¼ to 5¼ 4¾ to 5¾ 5¼ to 6¼ (intermeeting period) (11) Alternative B assumes a Federal funds rate range over the next four weeks centered on 5¼ per cent, the Desk's most recent objective; alternatives A and C assume some easing and some tightening, respectively.","(14) Alternative C contemplates a modest tightening of the money market over the next few weeks, with the Federal funds rate moving to the 5-3/4 per cent mid-point of the funds rate range."
1976,1976-08-17,1976-08-17,Meeting,Bluebook,"(15) Alternative A assumes an easing of money market conditions between now and the next meeting--with the funds rate dropping to the midpoint of a 4-1/4 to 5-1/4 per cent range.","C M1 growth 2nd half '76 5¾ 5¾ 5¼ 1st half '77 5½ 5¾ 6 Average level of funds rate 2nd half '76 5-3/8 5½ 6-1/8 1st half '77 7¼ 6-7/8 6¾ (9) The intermeeting range for the Federal funds rate under alternative B is centered on 5¾ per cent, the rate recently prevailing.","(13) Alternative C involves a tighter monetary policy over the next few weeks and assumes that the Federal funds rate rises to the midpoint of a 5-1/4 to 6-1/4 per cent range."
1976,1976-09-21,1976-09-21,Meeting,Bluebook,"(11) Alternative A involves an easing of the money market, with the funds rate range centered on 4¾ per cent.","Under alternative B, given prevailing money market conditions--as indexed by a Federal funds rate around 5¼ per cent-M1 will probably grow in a 4-8 per cent annual rate range.","(13) The tightening of money market conditions contemplated under alternative C--with the funds rate range centered on 5¾ per cent-might well lead to fairly sharp upward adjustments in market rates over the next few weeks."
1976,1976-10-19,1976-10-19,Meeting,Bluebook,"Alternative A-which contemplates little change in interest rates over the next year-contains higher ranges for all of the monetary aggregates.1/ (10) Shorter-run specifications for the monetary aggregates and the Federal funds rate thought to be consistent with the proposed longer-run alternatives are summarized below.","C Ranges for Oct.-Nov. M1 5-9 4½-8½ 4-8 M2 10-14 9-13 8-12 Federal funds rate 4-5 4½-5½ 5-6 (Inter-meeting period) (11) Alternative B, which has a Federal funds rate range centered on 5 per cent, assumes that money market conditions remain unchanged between now and the next Committee meeting.","(14) Alternative C involves a rise in the funds rate over the next few weeks to the 5-1/2 per cent mid-point of a 5-6 per cent range."
1976,1976-11-16,1976-11-16,Meeting,Bluebook,"C 1976 October November December 787.9 794.5 801.3 787.9 794.1 800.3 787.9 793.8 799.4 1273.7 1286.6 1299.8 1273.7 1286.0 1298.2 1273.7 1285.5 1296.7 528.8 533.0 535.0 528.8 532.7 534.2 1976 QIII QIV 776.3 776.3 776.3 1248.0 1248.0 1248.0 794.6 794.1 793.7 1286.7 1286.0 1285.3 523.2 523.2 523.2 532.3 531.9 531.7 813.7 831.6 846.7 1977 QI QII QIII Growth Rates Monthly: 1976 November December Quarterly Averages: 1976 QIV 1977 QI QII QIII Semi-annual QIII '76-QI '77 QI '77-QIII '77 Annual QIII '76-QIII '77 10.1 10.3 9.6 8.8 7.3 9.6 8.1 812.1 829.8 846.5 9.4 9.4 810.8 828.5 846.8 1324.7 1358.2 1385.5 12.2 12.3 12.4 11.8 10.1 8.0 12.3 9.2 9.2 9.1 8.7 8.1 9.2 8.5 1321.7 1354.0 1384.1 11.6 11.4 12.2 11.1 9.8 8.9 11.8 9.4 1319.2 1352.8 1386.5 11.1 10.5 12.0 10.6 10.2 10.0 11.4 10.2 540.9 553.0 564.5 9.5 4.5 7.0 6.5 8.9 8.3 6.8 8.7 539.9 552.0 564.5 8.9 3.4 6.7 6.0 9.0 9.1 6.4 9.1 539.2 551.2 564.6 8.4 2.9 6.5 5.6 8.9 9.7 6.1 9.4 9.1 9.0 9.1 11.0 10.9 528.8 532.5 533.8 11.1 7.9 7.9 7.9 (8) Alternative A involves an easing in money market conditions over the next few weeks--with the funds rate moving down to the mid-point of a 4-5 per cent range.","(9) Alternative B involves maintenance of the Federal funds rate at around 5 per cent over the next few weeks.","As a result, the funds rate would rise less than under alternative A. (10) Alternative C involves a tightening in the money market over the next few weeks, with the funds rate rising to around 5½ per cent by the time of the next Committee meeting."
1976,1976-12-20,1976-12-21,Meeting,Bluebook,"(11) Alternative A involves an easing of the money market between now and the next Committee meeting, with the funds rate dropping to the mid-point of a 3¾-4½ per cent range.","C Ranges for December-January M1 3-7 2½-6½ 2-6 M2 9½-13½ 9-13 8½-12½ Federal funds rate 3¾-4½ 4¼-5 4¾-5½ (Intermeeting period) (7) Alternative B assumes that prevailing money market conditions--indexed by a Federal funds rate around 4-5/8 per cent-would be maintained between now and the next Committee meeting.","(13) Alternative C contemplates a tightening in the money market over the next few weeks, with the funds rate rising to around 5-1/8 per cent."
1977,1977-01-17,1977-01-18,Meeting,Bluebook,"(13) Alternative A encompasses a reduction in the Federal funds rate to the mid-point of a 3-4 per cent range over the next few weeks.","C 1976 December 1977 January February 803.4 809.6 815.2 803.4 809.6 814.7 803.4 809.6 814.3 1300.1 1312.4 1324.0 1300.1 1312.4 1323.4 1300.1 1312.4 1322.9 539.2 542.3 545.2 539.2 542.3 544.8 539.2 542.3 544.5 1976 QIII QIV 1977 QI QII QIII QIV Growth Rates Monthly: 1977 January February Quarterly Averages: 1976 QIV 1977 QI QIIQII QIII QIV Semi-annual QIV '76-QII '77 QII '77-QIV '77 Annual QII '76-QIV '77 QIII '76-QIII '77 QIV '76-QIV '77 776.3 776.3 776.3 1247.9 1247.9 1247.9 795.1 795.1 795.1 1286.4 1286.4 1286.4 815.4 834.5 852.7 871.1 9.3 8.3 10.2 9.4 8.7 8.6 9.9 8.8 9.8 9.8 9.6 815.1 832.7 849.2 864.9 814.7 830.8 845.0 858.0 9.3 7.0 9.7 10.1 8.6 7.9 7.4 9.5 7.7 9.1 9,4 8.8 9,7 9.9 7.9 6.8 6.2 9.0 6.5 8,4 8.8 7.9 1324.2 1361.4 1394.8 1426.8 11.4 10.6 12.3 11.8 11.2 9.8 9.2 11.7 9.6 11.5 11.8 10.9 1323.8 1358.2 1388.2 1415.4 11.4 10.1 12.3 11.6 10.4 8.8 7.8 11.2 8.4 10.7 11.2 10.0 1323.2 1354.3 1379.5 1400.7 11.4 9.6 12.3 11.4 9.4 7.4 6.1 10.6 6.9 9.8 10,5 8.9 523.2 523.2 523.2 534.1 534.1 534,1 545.5 558.6 573.4 584.6 6.9 6.4 8.3 8.5 9.6 10.6 7.8 9.2 9.3 9.4 9.6 9.5 545.4 557.8 571.7 581.5 545.1 556.7 569.5 577.6 6.9 5.5 8.3 8.5 9.1 10.0 6.9 8.9 8.5 8.9 9.3 8.9 6.9 4.9 8.3 8.2 8.5 9.2 5.7 8.5 7.5 8.3 8.8 8.1 (8) Under alternative B, with a Federal funds rate centered within a 4¼-5 per cent range, we would expect M1 to grow in a 3 -7 per cent annual rate range over the January-February period.","(15) Alternative C involves a tightening of the Federal funds rate over the next few weeks to the mid-point of a 4 ¾-5½ per cent range."
1977,1977-02-15,1977-02-15,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Ranges for February-March M1 3½-7½ 3-7 2½-6½ M2 7½-11½ 7-11 6½-10½ Federal funds rate 3¾-4½ 4¼-5 4¾-5½ (intermeeting period) (7) Growth in M1 over the February-March period is expected to be in a 3-7 per cent annual rate range, assuming a Federal funds rate centered in a 4¼-5 per cent range, as in alternative B.","(13) Alternative C contemplates a tightening of the money market over the next few weeks, with the funds rate rising to the midpoint of a 4¾-5½ per cent range."
1977,1977-03-15,1977-03-15,Meeting,Bluebook,"A decline in the funds rate to the midpoint of the 3 to 4 per cent alternative A range could be accompanied by relatively modest reductions in other interest rates, if market participants were to view such a decline as temporary in light of the recent indications of strengthening economic activity.","C Ranges for March-April M1 5½-9½ 5-9 4½-8½ M2 7½-11½ 7-11 6½-10½ Federal funds rate 3¾-4½ 4¼-5 4¾-5½ (inter-meeting period) (7) Assuming the Federal funds rate remains around 4-5/8 per cent--the midpoint of the alternative B range--we expect M1 growth in the March-April period to accelerate and be at an annual rate in a 5 to 9 per cent range.","A rise in the funds rate, as under alternative C, could be accompanied by fairly substantial upward adjustments in short-term rates--of about 50 basis points or so."
1977,1977-04-19,1977-04-19,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C Ranges for April-May M1 6½-10½ 6-10 5½-9½ M2 8½-12½ 8-12 7½-11½ Federal funds rate 3¾-4¾ 4¼-5¼ 4¾-5¾ (intermeeting period) (9) Under alternative B (as well as the other two alternatives), growth in M1 is expected to be relatively sizable in the April-May period, reflecting the large increase in M1 that is apparently under way in April.","(17) Alternative C involves an increase in the Federal funds rate between now and the next Committee meeting to around 5¼ per cent, the mid-point of a 4¾-5¾ per cent range."
1977,1977-05-17,1977-05-17,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","A growth range of 1 to 5 per cent for the May-June period is projected under alternative B, assuming the Federal funds rate remains around 5¼ per cent--the midpoint of a 4¾-5¾ per cent range.","Under alternative C the Federal funds rate would be expected to rise to the mid-point of a 5¼-6¼ per cent range."
1977,1977-06-21,1977-06-21,Meeting,Bluebook,"(15) An easing of the Federal funds rate over the near term to the mid-point of a 4½ to 5¼ per cent range--as called for under alternative A--and the associated decline in short-term rates might well be accompanied, at least temporarily, by significant declines in 1/ From July to October 1973 interest ceilings were removed on time deposits with minimum denominations of $1,000 and maturities of at least four years.","C Ranges for June-July M-1 3½ to 7½ 3 to 7 2½ to 6½ M-2 6½ to 10½ 6 to 10 5½ to 9½ Federal funds rate 4½ to 5¼ 5 to 5¾ 5½ to 6¼ (Intermeeting period) (7) Assuming the Federal funds rate remains around the 5-3/8 per cent mid-point of the alternative B range, the staff expects M-1 growth in the June-July period to strengthen to an annual rate in the range of 3 to 7 per cent. Available weekly data suggest that M-1 growth will remain relatively slow in June.","(13) The alternative C specifications involve an increase of the funds rate over the next few weeks to the mid-point of a 5½-6½ per cent range."
1977,1977-07-19,1977-07-19,Meeting,Bluebook,"Alternative A encompasses a little more 1/ Growth in the bank credit proxy--the sum of all deposits and certain borrowings of member banks--has been consistently below the targets adopted by the Committee, and has in the past year diverged increasingly from bank credit, as may be seen from the table on p. 4.","D 826.7 832.7 838.6 820.6 840.0 859.2 826.7 832.7 838.5 820.6 839.4 857.8 826.7 832.7 838.4 820.6 839.2 857.1 877.3 875.3 874.1 895.2 893.4 892.0 Growth Rates Monthly: 1977 July August Quarterly Average: 1977 QII QIII QIV 1978 QI QII Semi-annual: QII '77-QIV '77 QIV '77-QII '78 Annual: QI '77-QI '78 QI '77-QII '78 QII '77-QII '78 7.9 8.2 8.9 8.1 826.7 832.7 838.4 820.6 839.2 856.0 872.0 887.2 10.5 9.7 10.0 9.7 9.2 8.5 7.9 9.6 8.3 9.7 9.5 9.1 10.5 9.1 10.0 9.5 8.8 8.3 8.1 9.2 8.3 9.4 9.3 8.9 10.5 8.2 10.0 9.2 8.4 8.1 8.3 8.9 8.3 9.2 9.2 8.8 10.5 8.2 10.0 9.2 8.0 7.5 7.1 8.7 7.3 9.0 8.7 8.2 8.7 8.5 9.9 9.5 9.1 8.4 8.2 9.4 8.4 9.6 9.4 9.1 8.7 8.4 9.9 9.2 8.8 8.2 8.3 9.1 8.3 9.3 9.3 8.9 8.7 8.2 9.9 9.1 8.0 7.5 7.0 8.6 7.3 8.9 8.6 8.1 -9(11) Under alternative B, the proposed Federal funds rate range is the same as that adopted by the Committee at its previous meeting.","-12(17) If the Committee wishes to achieve the midpoints of the longer-run growth ranges for alternative C--indexed by an M-1 range of 4-6 per cent--the staff expects that the funds rate would need to rise only a little further and would top out at around 6¼ per cent in the first quarter of 1978."
1977,1977-08-16,1977-08-16,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","NO ALTERNATIVE B FOUND","These financial adjustments, as they develop, may entail a 3-month bill rate in the 7 per cent area in the first half of 1978, a commercial paper rate in the order of 7¼ per cent, and minor upward adjustments in long-term rates, including a rise in the highgrade corporate bond rate to around 8 per cent and primary mortgage market rates to a little over 9 per cent. (15) Alternative C involves a rise in the Federal funds rate to the mid-point of a 6¼-6¾ per cent range between now and the next Committee meeting."
1977,1977-09-20,1977-09-20,Meeting,Bluebook,"(13) An easing in the funds rate to the mid-point of a 5¼-6 per cent range is encompassed under alternative A.","C Ranges for September-October M-1 5½-9½ 5-9 4½-8½ M-2 6-10 5½-9½ 5-9 Federal funds rate 5¼-6 5¾-6½ 6¼-7 (intermeeting period) (7) Assuming a Federal funds rate centered in the 5¾-6½ per cent range specified for alternative B, M-1 over the September-October period is expected to expand in a 5-9 per cent annual rate range.","With additional monetary restraint in place somewhat sooner, the staff would expect interest rates to rise a little less over the longer-run than under alternative B. (12) Between now and the next Committee meeting an upward adjustment in the funds rate to around the 6-5/8 per cent mid-point -10of the alternative C range would probably be associated with an increase in the 3-month Treasury bill rate to the 6¼-6½ per cent area."
1977,1977-10-17,1977-10-18,Meeting,Bluebook,"NO ALTERNATIVE A FOUND","C (or D) Ranges for October-November M-1 3½-8½ 3-8 2½-7½ M-2 6-10 5½-9½ 5-9 Federal funds rate (intermeeting period) 5¾-6¼ 6¼-6¾ 6¾-7¼ (10) Alternative B includes a Federal funds rate centered on the recently prevailing level of about 6½ per cent.","The funds rate under this alternative would be expected to reach around 8¼ per cent by the third quarter of 1978, as compared with a level of 7-5/8 per cent under alternative C."
1977,1977-11-15,1977-11-15,Meeting,Bluebook,"-12(16) An easing in the funds rate to the mid-point of a 5¾ to 6¾ per cent range, as envisioned under Alternative A, could stimulate substantial downward adjustments in interest rates.","C Ranges for Nov.-Dec. M-1 2½ to 7 2 to 7 1½ to 6½ M-2 5½ to 9½ 5 to 9 4½ to 8½ Federal funds rate (Intermeeting period) 5¾ to 6¼ 6¼ to 6¾ 6¾ to 7¼ (8) Under alternative B, the Federal funds rate would be expected to remain near the mid-point of the 6¼ to 6¾ per cent rate range specified by the Committee at its last meeting.","(14) Alternative C contemplates an increase in the Federal funds rate to the mid-point of a 6¾ to 7¼ per cent range between now and the next Committee meeting."
1977,1977-12-19,1977-12-20,Meeting,Bluebook,"(18) An easing in the Federal funds rate to 6 per cent, as envisioned under alternative A, could stimulate a substantial downward adjustment in short-term market rates.","Given the Federal funds rate assumptions of alternative B--where the rate is centered at the prevailing level of 6-1/2 per cent--M-1 growth over this period is likely to be Alternative Levels and Growth Rates for Key Monetary Aggregates M-2 Alt.","(16) Alternative C contemplates an increase in the Federal funds rate to the mid-point of a 6¾-7¼ per cent range between now and mid-January."
1978,1978-01-17,1978-01-17,Meeting,Bluebook,"(18) An easing in money market conditions over the next few weeks under alternative A, which calls for a Federal funds rate of about 6-1/4 per cent, would come as a considerable surprise so soon after the Board's recent discount rate action.","C Ranges for Jan.-Feb. M-1 3 to 9 2½ to 8½ 2 to 8 M-2 5½ to 9 5 to 9 4½ to 8½ Federal funds rate (Intermeeting period) 6 to 6½ 6½ to 7 7 to 7½ (10) A Federal funds rate centered on the recently prevailing 6¾ per cent, as encompassed under alternative B, is likely to be associated with M-1 growth over January-February in a 2½ to 8½ per cent annual rate range.","(15) Alternative C contemplates an increase in the Federal funds rate over the next few weeks to the mid-point of a 7 to 7-1/2 per cent range."
1978,1978-02-28,1978-02-28,Meeting,Bluebook,"(21) Alternative A involves a reduction in the Federal funds rate over the intermeeting period to the 6-1/2 per cent mid-point of a 6 to 6-1/2 per cent range.","C 1978 January 1383.0 1383.0 1383.0 879.9 879.9 879.9 February 1389.2 1389.2 1389.2 888.0 888.0 888.0 March 1398.9 1398.1 1397.3 894.1 893.9 893.7 1977 QIV 1365.6 1365.6 1365.6 865.0 865.0 865.0 1978 QI 1390.4 1390.1 1389.8 887.8 887.3 886.8 QII 1418.4 1417.4 1416.6 909.8 908.4 907.0 QIII 1450.7 1447.5 1442.2 929.0 926.5 924.0 QIV 1483.8 1475.9 1467.2 945.8 942.7 940.0 Growth Rates Monthly: 1978 February 5.4 5.4 5.4 11.0 11.0 11.0 March 8.4 7.7 7.0 8.2 8.0 7.7 Quarterly Average: 1978 QI 7.3 7.2 7.1 10.5 10.3 10.1 QII 8.1 7.9 7.7 9.9 9.5 9.1 QIII 9.1 8.5 7.2 8.4 8.0 7.5 QIV 9.1 7.8 6.9 7.2 7.0 6.9 Semi-Annual: QIV '77-QII '78 7.7 7.6 7.5 10.4 10.0 9.7 QII '78-QIV '78 9.2 8.3 7.1 7.9 7.6 7.3 Annual: QIV '77-QIV '78 8.7 8.1 7.4 9.3 9.0 8.7 -10(12) A Federal funds rate centered on the recently prevailing level of 6-3/4 per cent, as contemplated under alternative B, is likely to be associated with M-1 growth over February-March in a 1 to 6 per cent annual rate range.","(18) Under alternative C the Federal funds rate would rise over the intermeeting period to the mid-point of a 7 to 7-1/2 per cent range, and the February-March annual rate of growth of M-1 and M-2 would likely be in 1/2 to 5-1/2 and 4 to 8 per cent annual rate ranges, respectively."
1978,1978-03-21,1978-03-21,Meeting,Bluebook,"(16) An easing of the Federal funds rate to around 6¼ per cent, as contemplated under alternative A, would be very surprising to the market in light of the weakness of the dollar in foreign exchange markets and recent indications of acceleration in the rise of wholesale and retail prices.","Under alternative B, the Federal funds rate would be expected to remain unchanged over the intermeeting period and then begin rising thereafter, reaching about 8 per cent by fall.","Under alternative C, restraint would begin earlier; thus the required upward adjustments in the funds rate over 1978 would be somewhat less.1/ The levels of interest rates consistent with each alternative imply continued relatively slow growth of interest-bearing deposits subject to rate ceilings at banks and thrift institutions, even though the projections of deposit aggregates assume a 50 basis point increase in time deposit ceiling rates in the months ahead."
