year,start_date,end_date,numberofsentences_altC,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1974,1974-05-21,1974-05-21,6,11.17,No target in FRED,"The 4¾ per cent annual rate of growth for M1 in alternative C has been set to compensate for this upward revision.","(19) To achieve the even greater restraint on monetary ex- pansion called for under alternative C, the Federal funds rate would be expected to rise to around 13 per cent over the next few weeks.","-12- (21) Under alternative C and possibly also B, sharply higher interest rates would erode asset values and bring the adequacy of bank liquidity into question.","Alternative C has the greatest potential for such a pattern, and might well bring about a severe wrenching of market conditions.","In alternative C, it is proposed to give special emphasis to that phase--i.e.,"". . .while taking careful account. . .""--in view of the strong possibility of exaggerated market reactions to the sharp rise in interest rates associated with open market operations designed to achieve the specified rates of growth in the aggregates.","Alternative C To implement this policy, while taking CAREFUL account of [DEL: the forthcoming Treasury financing and of international and domestic] financial market developments, the Committee seeks to achieve bank reserve and money market conditions that would moderate SLOW APPRECIABLY THE growth in monetary aggregates over the months ahead.","","","","","",
1974,1974-06-18,1974-06-18,5,11.88,No target in FRED,"Rates of growth consistent with that extended path are shown in alternative C. C 34,246 34,740 34,965 35,500 36,161 19.6 8.7 7.4 17.3 7.8 -6- (9) The staff expects that attainment of the alternative C aggregates would require a further rise in the Federal funds rate between now and the next Committee meeting to a consistent trading range around 12 per cent or a little above.","(11) The rise in interest rates expected under alternative C would further constrain inflows of consumer-type time and savings -7- deposits to banks and thrift institutions, given current Regulation Q ceilings.","Thus, upward interest rate pressure under this alternative would be considerably less than under alternative C. Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain about the prevailing restrictive] ACIIEVE BANK RESERVE AND money market conditions [DEL: provided that the] THAT WOULD SLOW APPRECIABLY THE GROWTH IN monetary aggregates OVER THE MONTHS AHEAD [DEL: appear to be growing at rates within the specified ranges of tolerance].","","","","","","","","",
1974,1974-07-16,1974-07-16,4,13.33,No target in FRED,"-10- (13) Alternatives A and C specify faster and slower rates of growth in monetary aggregates, respectively, than alternative B. Alternative C contemplates little change from the Federal funds rate that has come to prevail in recent weeks, and this would be expected to lead to a slowing in the growth rate of M1 to around 4 per cent over the second half of this year.","(15) The possibility of a credit crunch in financial markets cannot be ignored, especially under alternative C. -13- Alternative C To implement this policy, while taking account of THE FORTHCOMING TREASURY REFUNDING AND OF developments in domestic and international financial markets, the Committee seeks to [DEL: maintain about the prevailing restrictive] ACHIEVE BANK RESERVE AND money market conditions [DEL: provided that the] THAT WOULD SLOW APPRECIABLY THE GROWTH IN monetary aggregates OVER THE MONTHS AHEAD [DEL: appear to be growing at rates within the specified ranges of tolerance].","(17) In the event that the Committee again wishes to couch the operational paragraph of the directive in terms of prevailing money market conditions, the specifications of alternative C might be associated with the language used in the directive adopted at the last meeting-- namely, that "". . .the Committee seeks to maintain about the prevailing restrictive money market conditions, provided that the monetary aggregates appear to be growing at rates within the specified ranges of tolerance.""","","","","","","","","",
1974,1974-08-20,1974-08-20,4,12.35,No target in FRED,"Alternative A encompasses a more rapid 6¼ per cent rate of growth for M1 over the July-December period, while Alternative C comprises specifications that might -6a- Alternative Longer-Run Targets for Key Monetary M1 M2 Aggregates 1974 June July Aug. Sept. Dec. Quarters: 1974 3rd Q. 4th Q. Alt.","Alternative C, on the other hand, envisions a return of the Federal funds rate to the 13 per cent area, and this would be accompanied by a re-emergence of market tensions and generally rising interest rates.","Growth in consumer-type time and savings at both banks and nonbank thrift institutions would be even more constrained under alternative C, whereas growth in such savings would begin to recover under alternative A. (14) Business loan growth at banks is likely to be less strong over the next few months than it was during the first seven months of the year, partly in reflection of a projected low rate of inventory accumulation and partly as a result of tight bank lending policies.","-11- Alternative C To implement this policy, while taking account of [DEL: the forthcoming Treasury refunding and of] developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions [DEL: that would moderate] CONSISTENT WITH RELATIVELY SLOW growth in monetary aggregates over the months ahead.","","","","","","","",
1974,1974-09-10,1974-09-10,4,11.86,No target in FRED,"(8) Alternative C involves a 5¼ per cent growth rate for M1 over the target period and assumes money market conditions about unchanged from those recently prevailing.","(9) The 5¼ per cent growth path for M1 of alternative C is expected to be consistent with a Federal funds rate range centering MONEY SUPPLY AND LONGER RUN TARGET PATHS RATIO SCALE.","(11) Given the market interest rates assumed under alternative C, growth in savings deposits at thrift institutions would be expected to remain barely positive, while net inflows of time deposits other than money market CD's to banks would be expected to expand at a modest pace.","-12- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with MODEST [DEL: moderate] growth in monetary aggregates over the months ahead.","","","","","","","",
1974,1974-10-14,1974-10-15,2,10.01,No target in FRED,"(12) Alternative C involves a Federal funds rate range centering on 10 per cent, the average rate prevailing in the last full statement week, M1 expansion in this alternative is expected to be consistent -8- with a longer-run target rate of growth of 5 per cent, annual rate (from Aug. '74 to March '75).","Alternative C To implement this policy, while taking account of THE FORTHCOMING TREASURY FINANCING AND OF developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: moderate] MODEST growth in monetary aggregates over the months ahead.","","","","","","","","","",
1974,1974-11-19,1974-11-19,2,9.47,No target in FRED,"The funds rate range for this alternative centers on 8½ per cent. Alternative C provides for the tightening of money market conditions that would be required if the Committee were to lower its longer-run target for M 1 to 5 per cent. (10) As indicated earlier, credit market participants appear to expect a further easing in monetary policy and a continued decline in the Federal funds rate.","Alternative C To implement this policy, while taking account of [DEL: the forthcoming Treasury financing and of] developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: resumption of moderate] RELATIVELY SLOW growth in monetary aggregates over the months ahead.","","","","","","","","","",
1974,1974-12-16,1974-12-17,3,8.75,No target in FRED,"Under alternative C, the catch-up period would extend into the fall.","Between now and the next Committee meeting, alternative C would appear to entail a Federal funds rate of around 8-3/8 per cent, and alternative B around 8 per cent-- the mid-points of the ranges shown in paragraph (7).","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with moderate growth in monetary aggregates over the months ahead.","","","","","","","","",
1975,1975-01-20,1975-01-21,3,6.95,No target in FRED,"(11) Alternative C assumes money market conditions as indexed by a Federal funds rate centering around 7¼ per cent. M1 growth in the January-February period under this alternative would be expected to be in a 3-5 per cent annual rate range.","(13) The net inflow at banks of time and savings deposits (other than money market CD's) is expected to continue at about the pace of the fourth quarter of 1974 under alternative C. Greater -9- inflows of consumer-type time and savings deposits are assumed under alternatives A and B in the months immediately ahead, but under alternative A the rate of inflow is assumed to drop back somewhat in the spring as interest rates begin to rise.","-12- Alternative C To implement this policy, while taking account of THE FORTHCOMING TREASURY FINANCING AND OF developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: somewhat more rapid] MODERATE growth in monetary aggregates over the months ahead [DEL: than has occurred in recent months].","","","","","","","","",
1975,1975-02-19,1975-02-19,3,6.22,No target in FRED,"(15) Alternative C contemplates a smaller reduction in the funds rate than alternative B and hence a less rapid growth in the monetary aggregates between now and the end of summer.","(16) Under alternative C, the funds rate would be expected to decline to around 6 per cent--the mid-point of the range shown in paragraph (7)--or a little below, between now and the next Committee meeting.","-12- Alternative C To implement this policy, while taking account of [DEL: the forthcoming Treasury financing,] developments in domestic and international financial markets, [DEL: and the Board's action on reserve requirements,] the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: more rapid MODERATE growth in monetary aggregates over the months ahead than has occurred in recent months.] Alternative D To implement this policy, while taking account of [DEL: the forthcoming Treasury financing,] developments in domestic and international financial markets, [DEL: and the Board's action on reserve requirements,] the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: more rapid MODEST growth in monetary aggregates over the months ahead than has occurred in recent months.] CHART 1 RESERVES AVAILABLE TO SUPPORT PRIVATE NONBANK DEPOSITS BILLIONS OF DOLLARS - 40 -134 CONfIDENTIAL (FR) CLASS In-FOMC 2/14/75 I I -1 0 N 1974 D J F 1975 D M J S 0 M J 1975 Break In Series Due To Changes In Reserve Requirements S 1973 1974 CHART 2 MONETARY AGGREGATES 1975 CONFIDENTIAL (FR) CLASS II-FOMC 2/14/75 BILLIONS OF DOLLARS 1973 1974 1974 F 1975 NARROW MONEY SUPPLY Ml CHART 3 MONETARY AGGREGATES ADJUSTED CREDIT PROXY RVES BILLIONS OF DOLLARS - 500 - 500 I !","","","","","","","","",
1975,1975-03-18,1975-03-18,4,5.5,No target in FRED,"(15) Alternative C indicates growth paths for the monetary aggregates intended to be consistent with some tightening of money market conditions over the weeks ahead, A rise in the funds rate back above 6 per cent--as is contemplated in this alternative--would very likely initiate a sharp upward adjustment in yields on Treasury securities and a turn-around, though perhaps less marked, in other market rates.","(16) Turning to the behavior of M1 in the March-April period, expansion is indicated to be in a 4½-6½ per cent range, given prevailing money market conditions (typified by a 5¾ per cent funds rate) as called for by alternative B. Near-term growth, of course, would be somewhat more rapid under the easier money market conditions of alternative A and some- what less rapid under the tighter conditions of alternative C. Money growth rates, in general, are expected to accelerate by early summer when tax rebates are added to the public's cash and time deposit holdings (assuming prompt passage of a tax reduction bill).","We would expect that the acceleration in money growth would be relatively modest under alternative C, however, since rising interest rates would be working to restrain money demand.","Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with SOMEWHAT more rapid growth in monetary aggregates over the months ahead than has occurred in recent months.","","","","","","","",
1975,1975-04-14,1975-04-15,2,5.39,No target in FRED,"(16) The roughly 1 percentage point rise in the Federal funds rate over the next few weeks contemplated under alternative C would probably cause other short-term rates to rise by even larger amounts, at least temporarily, mainly because of expectational effects on markets in a period of heavy Treasury financings and with near-term prospects of economic recovery.","-12- Alternative C To implement this policy, while taking account of THE FORTHCOMING TREASURY FINANCING AND OF developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: more rapid] MODERATE growth in monetary aggregates over the months ahead [DEL: than has occurred in recent months].","","","","","","","","","",
1975,1975-05-20,1975-05-20,3,5.13,No target in FRED,"Alternative C involves rising interest rates over the near-term, lower growth in the monetary aggregates in the second and third quarters, and hence less upward interest rate pressure later.","(13) Alternative C contemplates a rise of the Federal funds rate into a 5½-6½ per cent range.","-11- Alternative C To implement this policy, while taking account of [DEL: the forth coming Treasury financing and of developments in domestic and inter- national financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: somewhat more rapid] MODERATE growth in monetary aggregates over the months ahead [DEL: than has occurred on average in recent months].","","","","","","","","",
1975,1975-06-16,1975-06-17,3,5.2,No target in FRED,"(16) Alternative C contemplates more tightening in money market conditions over the near-term--with the funds rate range centered on 6 per cent--than under alternative B. -10- (17) Near-term tightening in the money market of the magnitude suggested for alternative C would almost certainly lead to a fairly sharp reaction in other short-term markets and to an upward adjustment in long-term rates.","-12- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to ACHIEVE BANK RESERVE AND MONEY MARKET CONDITIONS CONSISTENT WITH A SLOWING OF GROWTH IN MONETARY AGGREGATES OVER THE MONTHS AHEAD [DEL: maintain about the prevailing money market conditions over the period immediately ahead, provided that monetary aggregates generally appear to be growing within currently acceptable short run ranges of tolerance].","","","","","","","","","",
1975,1975-07-15,1975-07-15,5,5.92,No target in FRED,"(11) The same one-year growth rates are shown for alternative C as for alternative B--with alternative C implying a somewhat different pattern of monetary growth rates and interest rate movements over the two six month periods, as will be noted below.","This alternative implies M1 growth from QII '75 to QII '76 of around 6-3/4 per cent. (12) The short-run specifications for alternative C contemplate some further near-term tightening of the money market, involving a Federal funds rate range of 6¼-7¼ per cent for the period until the next meeting.","Over the July-August period M1 growth under this alternative would be expected to be at about a 3-5 per cent annual rate, with growth over the last half of 1975 at around a 6 per cent annual rate, or one percentage point less than under alternative B. (13) If the Federal funds rate were to rise in coming weeks to the 6¾ per cent mid-point of the alternative C range, a very sub- stantial upward adjustment in other short-term rates would likely ensue.","The slowdown would be greatest over the near-term under alternative C, which involves the probability of a -11- significant further rise in short-term market interest rates.","-13- Alternative C To implement this policy, while taking account of THE FORTHCOMING TREASURY FINANCING AND OF developments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT TIGHTER bank reserve and money market conditions OVER THE PERIOD IMMEDIATELY AHEAD, [DEL: consistent with moderate] IN ORDER TO ENCOURAGE A SUBSTANTIAL SLOWING OF growth in monetary aggregates [DEL: over the months ahead].","","","","","","",
1975,1975-08-19,1975-08-19,6,6.15,No target in FRED,"(8) The short-run specifications for alternative C--which contemplate a near-term rise in the Federal funds rate to around 7-1/4 per cent (the mid-point of the range presented)--are thought to be consistent with a policy strategy geared to ultimate attainment of the 6-1/4 per cent mid-point of the Committee's 5--7-1/2 per cent long-run target range for M1.","The steep rise in the funds rate contemplated under alternative C--to a 7-1/4 per cent average in the weeks immediately ahead--would be expected to exert a more pronounced restraint on near- term monetary growth.","Market repercussions from the rise in the Federal funds rate of 100 basis points or more contemplated under alternative C, of course, would be more extreme.","Increasingly, however, higher market interest rates will come to impinge on savings inflows to the intermediaries, and under alternative C this impact would probably be quite pronounced by the fourth quarter.","(15) In the August-September period, we would expect savings inflows to continue at the more moderate recent pace, but perhaps to be drifting lower, particularly under alternative C. Alternative C To implement this policy, while taking account of [DEL: the forthcoming Treasury financing and of] developments in domestic and international financial markets, the Committee seeks to [DEL: maintain about the prevailing] ACHIEVE FIRMER bank reserve and money market conditions over the period immediately ahead, provided that [DEL: growth in] monetary aggregates DO NOT [DEL: appears APPEAR to be GROWING AT RATES BELOW THE SPECIFIED SHORT- RUN RANGES OF TOLERANCE [DEL: slowing substantially from the bulge during the second quarter].","","","","","","",
1975,1975-09-16,1975-09-16,3,6.41,No target in FRED,"With this assumption, longer-run M2 growth is projected toward the low end of the Committee's announced target range under alternative A. -9- (14) Alternative C encompasses an immediate substantial tightening of the money market and is characterized by a Federal funds rate range for the intermeeting period of 6 -8 per cent, centering on 7¼ per cent. (16) Under alternative C mortgage market conditions may be expected to tighten rather promptly, with rates rising further over the next few weeks and with lenders becoming less willing to make loan commitments.","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve FIRMER bank reserve and money market conditions OVER THE PERIOD IMMEDIATELY AHEAD, PROVIDED THAT MONETARY AGGREGATES DO NOT APPEAR TO BE GROWING AT RATES BELOW THOSE CURRENTLY EXPECTED [DEL: consistent with moderate growth in monetary aggregates over the months ahead].","","","","","","","","","",
1975,1975-10-21,1975-10-21,2,5.77,No target in FRED,"(16) Alternative C involves a Federal funds rate range over the next four weeks centered on 6 per cent. Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: moderate] MODEST growth in monetary aggregates over the months ahead.","","","","","","","","","","",
1975,1975-11-18,1975-11-18,3,5.31,No target in FRED,"(14) Alternative C involves some rise in the Federal funds rate over the next few weeks, to the mid-point of a 5 -6 per cent range.","It seems probable that the alternative C strategy might lead to a funds rate that peaks out at around 6¾ per cent next year.","Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market conditions OVER THE PERIOD IMMEDIATELY AHEAD, PROVIDED THAT MONETARY AGGREGATES DO NOT APPEAR TO BE GROWING AT RATES BELOW THOSE CURRENTLY EXPECTED [DEL: consistent with moderate growth in monetary aggregates over the months ahead].","","","","","","","","",
1975,1975-12-16,1975-12-16,2,5.23,No target in FRED,"(12) Under alternative C, a rise in the funds rate to the mid-point of the 5 -6 per cent range between now and the next meeting is contemplated.","Alternative C To implement this policy, while taking [DEL: more than usual] account of developments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market conditions OVER THE PERIOD IMMEDIATELY AHEAD, PROVIDED THAT MONETARY AGGREGATES DO NOT APPEAR TO BE GROWING AT RATES BELOW THOSE CURRENTLY EXPECTED [DEL: consistent with moderate growth in monetary growth in monetary aggregates over the months ahead].","","","","","","","","","",
1976,1976-01-20,1976-01-20,3,4.79,No target in FRED,"C 1975 December 750.8 750.8 750.8 1177.2 1177.2 1177.2 515.1 515.1 515.1 1976 January 751.3 751.3 751.1 1181.5 1181.1 1180.6 513.8 513.7 513.6 February 757.5 757.1 756.5 1192.3 1191.0 1189.3 515.7 515.4 515.2 1975 QIV 745.9 745.9 745.9 1168.8 1168,8 1168.8 512.1 512.1 512.1 1976 QI 757.5 757.1 756.5 1192.4 1191.0 1189.3 516.2 515.9 515.7 QII 775.9 773.8 771.4 1224.3 1218.6 1213.3 526.0 524.8 523.6 QIII 793.0 788.9 785.1 1253.9 1243.7 1235.6 534.6 532.2 530.3 QIV 807.3 802.6 797.9 1279.1 1267.6 1256.7 540.7 538.2 536.0 Growth Rates Monthly: 1976 January 0.8 0.8 0.5 4.4 4.0 3.5 -3.0 -3.3 -3.5 February 9.9 9.3 8.6 11.0 10.1 8.8 4.4 4.0 3.7 Quarterly Averages: 1976 QI 6,2 6.0 5.7 8.1 7.6 7.0 3.2 3.0 2.8 QII 9.7 8.8 7.9 10.7 9.3 8.1 7.6 6.9 6.1 QIII 8.8 7.8 7.1 9.7 8.2 7.4 6.5 5.6 5.1 QIV 7.2 6.9 6.5 8.0 7.7 6.8 4.6 4.5 4.3 QIV '75-QII '76 8.0 7.5 6.8 9.5 8.5 7.6 5.4 5.0 4.5 QII '76-QIV '76 8.1 7.4 6.9 9.0 8.0 7.2 5.6 5.1 4.7 QII '75-QII '76 7.3 7.0 6.7 9.7 9.2 8.7 4.6 4.3 4.1 QIII '75-QIII '76 8.2 7.6 7.1 9.7 8.8 8.1 5.9 5.4 5.1 QIV '75-QIV '76 8.2 7.6 7.0 9.4 8.5 7.5 5.6 5.1 4.7 -6- (9) Alternative A encompasses higher growth rates for the monetary aggregates over the next year than alternative B, while alternative C presents lower rates.","(17) Alternative C assumes that the Federal funds rate is adjusted upward over the next few weeks to the middle of a 5-6 per cent range.","Alternative ""Monetary Aggregate"" Proposals Alternative A To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE bank reserve and money market conditions CONSISTENT WITH SUBSTANTIAL GROWTH IN MONETARY AGGREGATES over the [DEL: period immediately] MONTHS [DEL: ahead, provided that monetary aggregates-appear-to-be-growing-at-about the rates currently-expected.] Alternative B To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE bank reserve and money market conditions CONSISTENT WITH MODERATE GROWTH IN MONETARY AGGREGATES over the [DEL: period immediately] MONTHS [DEL: ahead, provided that monetary aggregates appear to be growing at about the rate currently expected.] -12- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE bank reserve and money market conditions CONSISTENT WITH MODEST GROWTH IN MONETARY AGGREGATES over the [DEL: period immediately] MONTHS [DEL: ahead, provided that monetary aggregates appear to be growing at about the rates currently expected.] ""Money Market"" Proposal To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to maintain prevailing bank reserve and money market conditions over the period immediately ahead, provided that monetary aggregates appear to be growing at about the rates currently expected.","","","","","","","","",
1976,1976-02-17,1976-02-18,2,4.8,No target in FRED,"(14) Alternative C involves a rise in the Federal funds rate to the mid-point of a 4¾ to 5¾ per cent range over the next few weeks.","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE SOMEWHAT FIRMER bank reserve and money market conditions over the period immediately ahead, provided that monetary aggregates appear to be growing at about the rates currently expected.","","","","","","","","","",
1976,1976-03-15,1976-03-16,4,4.81,No target in FRED,"Through the summer months, alternative A would encourage somewhat more growth in M1 and M2, and alternative C less.","On the other hand, the greater near-term restraint of alternative C would mean that more monetary expansion would be required later in 1976 to achieve the Committee's longer-run targets.","A tightening of the money market, as contemplated under alternative C, would probably cause some upward adjustment in long rates.","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE SOMEWHAT FIMER bank reserve and money market conditions over the period immediately ahead, provided that monetary aggregates appear to be growing at about the rates currently expected.","","","","","","","",
1976,1976-04-20,1976-04-20,5,4.74,No target in FRED,"C 1976 March April May 1976 QI QII QIII QIV 824.7 816,8 809.0 1322.3 1311.1 1295.81977 QI Growth Rates Monthly: 1976 April May 10.0 9.8 9.4 9.2 12.0 12.0 11.6 11.5 559.3 554.2 549.0 11.3 10.9 3.3 9.0 2.8 9.0 Quarterly Averages: 1976 QII QIII QIV 1977 QI Semi-annual QI '76-QIII '76 QIII '76-QI '77 Annual QIV '75-QIV '76 QI '76-QI '77 754.8 761.1 767.3 751.8 767.2 785.2 805.5 754.8 760.8 766.9 751.8 766.8 783.8 800,3 754.8 760.7 766.5 751.8 766.5 781.8 795.6 1198.7 1210.7 1222.8 1190.4 1222.6 1256.5 1291.1 1198.7 1210.3 1221.9 1190.4 1221.7 1252.9 1283.8 1198,7 1210.0 1221.0 1190.4 1220,8 1249.2 1273.6 516.4 517.9 521.9 515.5 521.8 534.0 547.2 516.4 517.8 521.7 515.5 521.6 533.4 544.1 516,4 517.6 521.5 515.5 521.4 532.1 541.8 8.2 9.4 10.3 9.5 8.9 10.1 8.5 9.7 8.0 8.9 8.4 8.2 8.5 8.4 7.8 8.6 7.8 8.0 7.1 6.7 8.0 7.0 7.2 7.6 10.8 11.1 11.0 9.7 11.1 10.5 10.7 11.1 10.5 10.2 9.9 8.5 10.5 9.3 10.1 10.1 10.2 9.3 7.8 7.0 9.9 7.5 9.2 8.9 4.9 9.4 9.9 8.8 7.2 9.5 6.8 8.5 4.7 9.0 8.0 7.4 6.9 7.8 6.2 7.5 4.6 8.2 7.3 5.3 6.4 6.4 5.8 6.5 I for the new one-year target period QI '76-QI '77 of about 6¾ per cent--well within the ranges of alternatives A and B and a shade above the upper limit of alternative C. (7) Short-run operating strategies roughly corresponding to the longer-run ranges are suggested below: Alt.","(11) Alternative C contemplates a gradual tightening of the money market over the next four weeks to the mid-point of a 4¾-5¾ per cent funds rate range in the process of moving toward lower longer-run growth rates for the aggregates.","(12) Under alternative C, we expect that interest rates would have to rise considerably further to achieve a 5 per cent M1 growth from QI '76 to QI '77.","But under alternative C limited fund flows by late this year could induce banks to rely appreciably more on sales of CD's to satisfy credit demands.","Alternative C To implement this policy, while taking account of developments in domestic AND INTERNATIONAL financial markets, [DEL; and the sensitve state of foreign exchange markets,] the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: moderate] MODEST growth in monetary aggregates over the period ahead.","","","","","","",
1976,1976-05-18,1976-05-18,5,5.36,No target in FRED,"C Ranges for May-June M1 6-10 5¼-9¼ 4½-8½ M2 7½-11½ 7-11 5½-9½ Federal funds rate 4¼-5¼ 4¾-5¾ 5¼-6¼ (intermeeting range) (9) Alternative B assumes a Federal funds rate range centered on 5-1/4 per cent, the most recent Desk objective, while alternative A assumes some easing of the money market and alternative C some further tightening.","(12) Under alternative C, growth in M2 is expected to slow more markedly over the May-June period.","(13) The firming of money market conditions associated with alternative C would also exert upward pressure on longer-term interest rates over the next few weeks.","However, under alternative C, which contemplates a prompt further move toward restraint, the funds rate may peak out at a lower 7-3/4 per cent level by the winter of this year.","Alternative B To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve MAINTAIN PREVAILING bank reserve and money market conditions consistent with moderate growth in monetary aggregates over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED, Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market condi- tions consistent with moderate growth in monetary aggregates over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","",
1976,1976-06-22,1976-06-22,4,5.49,No target in FRED,"As may be seen from appendix Table II, under alternative B the staff would expect a Federal funds rate of around 8 per cent by early next year, given a growth rate in M1 from QI '76 to QI '77 of 5¾ per cent. (12) The specifications of alternative C include a tightening of the funds rate over the next few weeks to the mid-point of a 5½-6½ per cent range.","The funds rate under alternative C would be expected to peak at around 7¼ per cent by late this year, again assuming a 5¾ per cent growth rate in M1 over the QI '76-QI '77 period, (13) Growth in M1 in the June-July period may be in a 3½-7½ per cent, annual rate, range under alternative C, only a little less than under alternative B.","In the short run, member banks could be expected to offset the greater constraint on nonborrowed reserves that is specified under alternative C by increasing their borrowing through the discount window, as suggested in appendix Table I. Expansion of M2 over the forth- coming 2-month period might be in a 5½-9½ per cent annual rate range, in part reflecting reduced inflows to time and savings deposits (other than money market CD's) as funds are increasingly diverted from such accounts to higher-yielding market instruments.","Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market condi- tions [DEL: consistent with moderate growth in monetary aggregates] over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","","",
1976,1976-07-19,1976-07-20,3,5.28,No target in FRED,"C 1976 June July August 1976 QII QIII QIV 770.8 776.9 783.6 766.5 783.6 803.6 770.8 776.9 783.2 766.5 783,1 800.6 770.8 776.9 782.5 766.5 782.4 798.2 1229.0 1240.1 1252.8 1220.3 1252.6 1288.4 1229.0 1240.1 1252.0 1220.3 1251.6 1282.0 1229.0 1240.1 1250.9 1220.3 1250.4 1277.1 522.3 523.5 528.4 518.3 527,7 537,7 522.3 523.5 528.1 518.3 527.5 536.2 1977 QI QII 822.7 817.2 813.2 1320.7 1308.8 1301.2 841.7 834.5 829.4 1352.4 1336.7 1327.3 546.1 543.0 540.8 555.3 551.2 548.7 reamth Rates Monthly: 1976 July August Quarterly Averages: 1976 QIII QIV 1977 QI QII Semi-annual QII '76-QIV '76 QIV '76-QII '77 Annual QI '76-Q1 '77 QII '76-QII '77 522.3 523.5 527.8 518.3 527.1 534.7 9.5 8.6 9.5 10.3 8.9 10.2 2.8 10.5 10.8 12.3 10.6 11.4 10.0 9.6 11.2 9.9 10.8 10.8 8.7 8.9 8.3 8.5 8.9 8.5 8.5 8.9 10.8 11.5 10.3 9.7 8.4 8.5 10.1 8.5 9.8 9.5 8.3 8.1 7,5 8.0 8.3 7.8 8.0 8.2 10.8 10.5 9.9 8.5 7.5 8.0 9.3 7.9 9.2 8.8 2.8 11.2 7.3 7.6 6.2 6,7 7.5 6.5 6.0 7.1 7.1 6.6 5.1 6.0 6.9 5.6 5.4 6.3 6.8 5.8 4.6 5.8 6.3 5.2 5.0 5.9 -6- (9) Alternatives A and C call for longer-run M1 ranges one percentage point higher and lower, respectively, than that shown under alternative B. Alternative C would compensate for the second-quarter overshoot in M 1 , in that M1 would be expected to reach roughly the same level in the first quarter of 1977 as that implied by a 5¾ per cent growth rate measured from the first quarter of 1976.","(14) Alternative C contemplates a modest tightening of the money market over the next few weeks, with the Federal funds rate moving to the 5-3/4 per cent mid-point of the funds rate range.","-11- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions con- sistent with [DEL: moderate] MODEST growth in monetary aggregates over the period ahead.","","","","","","","","",
