date,prev,new,description
10/21/80,12.125 , 13.625,"The Desk's expected rate rose from ""12, or somewhat higher"" to 12.5-13% between the time of the forecast and the time of this meeting.  At the meeting, the FOMC adopts targets for money growth somewhat lower than ones it believes would lead to little expected change in money market conditions.  This suggests some immediate tightening.    Consistent with this, the Desk's expected rate rises immediately to ""13, or somewhat higher.""  Further, there is a clear asymmetry toward tightening.  In light of the volatility of the funds rate, this suggests an additional expected increase in the rate of roughly 1/2 point."
11/18/80,14.5 , 16.25,"The funds rate rose from about 14.5% to about 16.25% between the time of the forecast and the time of this meeting; much of this rise was associated with an increase in the discount rate on November 14.  At the meeting, the FOMC gives no clear indication of any noticeable expected additional change in the rate in either direction.  Surprisingly, the Desk's expected rate goes directly from 14-15% to ""might go above 17.""  In light of the discussion at this meeting and the fact that the Committee chooses an upper end of 17% for its range, however, it is not possible to attribute all of this move to a decision made at this meeting."
12/18/80,18.75 , 18,"Shortly before the forecast, the FOMC agreed to not be precisely bound by its upper limit for the funds rate of 18%, and the actual rate rose to around 18.75% at the time of the forecast.  By the time of this meeting, the rate had risen to around 19.75%.  At the meeting, the FOMC wants and expects the rate to fall from its recently prevailing level of 18.75-19.75%.  The Desk's expected rate is missing for a week and then falls to 17-18%.  The summary of the next meeting attributes some of this decline to news, however.  All of this suggests an expected fall to the vicinity of 18%."
2/2/81,17.5 , 17,"The Desk had been expecting a funds rate of 17-18%, neglecting some transitory factors.  At this meeting, there is little discussion of the funds rate, though the tone of the discussion suggests that the FOMC thinks a fall is much more likely than a rise.  In addition, the FOMC adopts a borrowings target that both the open-market manager and the staff expect to be associated with a small decline in the funds rate.  The Desk's expected rate goes promptly to 16-18%."
3/31/81,15 , 15.875,"The FOMC agrees to a range for the funds rate centered on 15.5%, and to a policy that the staff expects will be associated with some increase in interest rates.  In addition, there is a clear asymmetry toward additional tightening; given the volatility of the funds rate, this suggests a non-negligible further expected increase in the funds rate.  The Desk's expected rate is missing for a week, but then moves to ""some firming above 15.5."""
5/18/81,18.5 , 20,"The FOMC agrees that it wants to maintain restraint, and to reduce money growth rather quickly.  The staff expects a funds rate of 19-20%.  However, the FOMC agrees to an asymmetry toward further tightening, and the Desk's expected rate moves immediately to 20%.  The summary of the next meeting indicates that the news in the intermeeting period suggested low money growth, so it is not possible to attribute any of the move to 20% to news."
7/6/81,18.5 , 17.5,"The FOMC lowers its range for the funds rate despite the fact that the current rate is near the middle of the initial range, and chooses a borrowings target that the staff expects to produce a funds rate of 17-18%.  The Desk's expected rate, neglecting some temporary factors, falls from 18-19% to 17-18%."
8/18/81,18 , 17.5,"The summary of the meeting suggests that no major change in policy is intended.  But there are indications of a modest loosening.  Some Committee members want policy to focus more on interest rates and explicitly advocate a small decline.  And the Committee agrees to discount the rapid growth in M2.  The Desk's expected rate is missing for a week and then falls to 17%; the summary of the next meeting indicates that some of this fall was a response to news, however."
10/5/81,15.5 , 14.5,"There again appears to be a modest loosening without a major change in policy.  In particular, the Committee wants money growth to rise.  The FOMC adopts a borrowings target that the staff expects will lead to a funds rate of 14.5-15.5%, with an asymmetry toward further easing.  The Desk's expected rate moves promptly to 14.5-15.5%."
11/17/81,13.5 , 12.5,"The FOMC agrees that it wants interest rates to fall.  It agrees to a borrowings target that it expects will produce a funds rate around 13%, and to an asymmetry toward further easing."
12/21/81,12.125 , 11.875,"The FOMC agrees not to seek an immediate change in the funds rate, but with a mild asymmetry toward easing."
2/1/82,14 , 14.5,"The FOMC adopts reserve and money targets slightly tighter than ones the staff expects would be associated with little change in interest rates, and the Desk's expected rate rises immediately to 14-15% and remains there."
3/29/82,14.75 , 14.25,"The Desk's expected rate moves from ""close to 15"" at the time of the forecast, to 14-15% before this meeting, and to 14% and then to 14-14.5% after the meeting.  The discussion at this meeting does not point to any large expected change in interest rates in either direction from the level prevailing at the time of the meeting, though there appears to be more support for lower than for higher interest rates."
5/18/82,14 , 13.25,"The FOMC adopts a reserves target that the staff expects will be associated with a funds rate around 13.5%, with a mild asymmetry toward further easing.  The Desk's expected rate falls from 14% before the forecast, to ""14, or somewhat under"" at the time of the meeting, to 13.5% immediately after."
6/30/82,14 , 13.5,"The FOMC adopts a borrowings target that it expects will lead to a funds rate of 13.5-14%, with an asymmetry toward further easing."
8/24/82,10.25 , 9.5,"The FOMC appears to desire a funds rate in the 9-10% range.  The Desk's expected rate is unclear for a week, but is then ""around 9.5."""
10/5/82,10.25 , 9.5,"Beginning roughly with this meeting, credit market conditions play a more prominent role in discussions of policy.  Here, the FOMC agrees that it wants somewhat reduced pressures in credit markets, and is willing to accept money growth above its target.  It adopts a range for the funds rate of 7-10.5%, but with an expectation that the rate is more likely to be above than below the middle of the range.  The Desk's expected rate falls quickly to 9.5%."
11/16/82,9.5 , 9,The FOMC agrees to ease; a funds rate around 9% is often mentioned.  The Desk's expected rate falls quickly to 9%.
12/20/82,8.5,8.5,"Although there is slight sentiment for some easing, it is not enough to point to a noticeable expected fall in the funds rate.  The Desk's expected rate is steady at 8.5%."
2/8/83,8.5,8.5,The FOMC agrees to maintain the existing degree of restraint on reserve positions.  The Desk's expected rate is steady at 8.5%.
3/28/83,8.5 , 8.625,"Policy shifted to a slightly less accommodate stance between the time of the forecast and the time of this meeting.  Here the FOMC agrees to a policy that it expects to yield a funds rate of 8.5-8.75%, and the Desk's expected rate is steady at ""slightly above"" 8.5%."
5/24/83,8.625 , 8.875,"The FOMC votes for a policy of marginally more restraint.  The Desk's expected rate rises from ""8.5, close to or slightly above"" to ""8.75, or somewhat higher."""
7/12/83,9.0625 , 9.375,"The FOMC agrees to seek a funds rate above its current level but below 9.5%.  The Desk's expected rate moves from ""9, or somewhat higher"" to 9.25-9.5%."
8/23/83,9.5625 , 9.5,The FOMC agrees to a policy that it expects will produce a funds rate around 9.5%
10/4/83,9.375,9.375,The FOMC agrees to make no further adjustment in the degree of reserve restraint.
11/14/83,9.375,9.375,"Although there is some sentiment for slight tightening, the FOMC agrees to maintain the current degree of restraint, and the Desk's expected rate is steady at 9.25-9.5%."
12/19/83,9.5 , 9.625,"The FOMC agrees to maintain at least the existing degree of restraint, with a strong asymmetry toward tightening.  The Committee expects that if there is a tightening, it will be 1/4 point.  This suggests an expected increase in the funds rate of roughly 1/8 point."
1/30/84,9.375,9.375,"The FOMC agrees to seek to maintain the existing degree of restraint.  There is a slight asymmetry toward loosening, but not enough to point to a noticeable expected fall in the funds rate."
3/26/84,10.125 , 10.5,"The FOMC adopts a policy that it expects will yield a funds rate of around 10.25-10.5% if the Board of Governors does not increase the discount rate, and around 10.5-10.75% if it does.  The FOMC appears quite uncertain about whether the discount rate will rise; thus a reasonable estimate of the likely funds rate is 10.5%."
5/21/84,10.5,10.5,The FOMC agrees that no change should be made in the degree of pressure on reserve positions.
7/16/84,11 , 11.375,"The Desk's expected rate rose from 11 to ""11, or a touch higher"" between the time of the forecast and the time of this meeting, and the actual rate rose to around 11.25%.  At the meeting, the FOMC agrees to maintain the existing degree of restraint on reserve positions, with a clear asymmetry toward further tightening.  This suggests an expected level of the funds rate slightly above its current level of 11.25%.  The Desk's expected rate rises immediately to 11.25%, and then further over the course of the intermeeting period."
8/21/84,11.5625 , 11.5,"The evidence from this meeting reveals no signs of a clear desire to move the funds rate in a particular direction, but does suggest some preference for a marginal easing.  Thus the evidence is consistent with a slight fall in the expected funds rate.  Both the behavior of the Desk's expected rate and the open-market manager's discussion at the next meeting suggest the same conclusion."
10/2/84,11.25 , 10.875,"The Desk's expected rate fell from 11.25% to 11% immediately after the forecast.  At this meeting, the FOMC agrees to maintain the lesser degree of pressure on reserve positions attained in recent weeks, but with a modest asymmetry toward further easing."
11/7/84,10 , 9.25,"The FOMC agrees to ease, and most members favor doing so in steps.  The Desk's expected rate falls immediately to 9.5%, then to 9% two weeks after the meeting, then to 8.75% two weeks after that.  The summary of the next meeting suggests, however, that some of this overall reduction was a response to news.  This suggests that the expected reduction as of this meeting was roughly 3/4 point."
12/17/84,8.75 , 8.125,"The FOMC agrees to seek a funds rate of 8.5% or somewhat lower.  In addition, the Committee believes that a cut in the discount rate is likely, and that this will lead to a further reduction in the funds rate.  The Desk's intended funds rate falls quickly to 8.5%, then to 8-8.25% a week later following a cut in the discount rate."
2/12/85,8.5,8.5,The FOMC agrees to seek to keep the funds rate around its current level of 8.5%.
3/26/85,8.5,8.5,Similar to previous meeting.
5/21/85,8.125 , 7.75,"The Desk appears to have been aiming for a funds rate of about 8-8.25% before the forecast, but lowered its intended rate to 7.75% between the time of the forecast and the time of this meeting.  At this meeting, the FOMC agrees to maintain the current degree of restraint."
7/9/85,7.625,7.625,"The FOMC agrees to maintain the current degree of pressure on reserve positions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate.  The immediate reduction in the Desk's intended rate from 7.75% to 7.625-7.75% appears to be simply an alignment of the intended rate with how policy was being conducted."
8/20/85,7.8125,7.8125,"The FOMC agrees to maintain the slightly firmer degree of reserve restraint sought in recent weeks.  The Desk's intended rate in fact rises immediately from 7.75% to 7.75-8%.  The summary of the meeting suggests, however, that the change is simply an alignment of the intended rate with how policy was being conducted."
10/1/85,7.875,7.875,The FOMC agrees to maintain the degree of reserve pressure sought in recent weeks.
11/4/85,8 , 7.9375,"The FOMC agrees to maintain about the current degree of reserve restraint, but with the expectation of a slight downdrift in the funds rate and a slight asymmetry toward further ease.  The Desk's intended rate moves from 8% to ""8-."""
12/16/85,7.9375 , 7.75,"The FOMC agrees to a slight easing, and the Desk's intended rate falls immediately from ""8-"" to 7.75%.  There is a slight asymmetry toward further easing, but not enough to point to an expected funds rate noticeably below 7.75%."
2/11/86,7.8125,7.8125,The FOMC agrees to seek unchanged conditions of reserve availability.
4/1/86,7.375,7.375,Similar to previous meeting.
5/20/86,6.875,6.875,"The FOMC agrees to seek no change in the degree of pressure on reserve conditions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate.  The immediate rise in the Desk's intended rate from 6.75% to 6.75-6.875% appears be an alignment of the intended rate with how policy was being conducted."
7/8/86,6.875 , 6.375,"The FOMC agrees to ease in conjunction with the pending 1/2 point cut in the discount rate, and the Desk's intended rate falls from 6.75-7% to 6.25-6.5% on July 11."
8/19/86,6.3125 , 5.9375,"The FOMC agrees to some slight easing.  It clearly wants the funds rate to decline by less than the pending reduction of 1/2 point in the discount rate.  The Desk's intended rate falls to 5.75-6%.  Since the FOMC expresses a clear desire for a fall of less than 1/2 point, we conclude that it wanted the Desk to aim for the upper part of this range."
9/23/86,5.875,5.875,"The FOMC agrees to seek no change in the degree of pressure on reserve conditions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate."
11/5/86,5.875,5.875,The FOMC agrees to seek no change in the degree of pressure on reserve conditions.
12/15/86,6,6,"The FOMC agrees to seek no change in the degree of pressure on reserve conditions, with a very slight asymmetry toward ease."
2/11/87,6,6,"The FOMC agrees to seek no change in the degree of pressure on reserve conditions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate."
3/31/87,6.0625 , 6.25,"The FOMC agrees that it wants the funds rate to remain around its current level of about 6.25%, rather than at the Desk's intended level of around 6-6.125%.  The Desk's reported intended funds rate does not change for several weeks, but the open-market manager reports at the next meeting that reserve provision immediately became more cautious."
5/19/87,6.5 , 6.75,"The FOMC agrees that it wants the funds rate to remain around its current level of about 6.75%, rather than at the Desk's intended level of 6.5%.  The Desk's intended rate rises immediately to 6.75%."
7/7/87,6.75,6.75,"The FOMC agrees to seek no change in the degree of pressure on reserve positions.  Although the Desk's intended rate fell from 6.75% to 6.5-6.75% shortly before the meeting, the actual rate did not fall, and at this meeting the baseline level is clearly viewed as 6.75%."
8/18/87,6.625,6.625,"The FOMC agrees to seek no change in the degree of pressure on reserve conditions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate."
9/22/87,7.25,7.25,"The Desk had been seeking a funds rate of 7.25% since early September, although the actual rate had generally been somewhat lower.  The FOMC agrees that it wants to achieve the degree of reserve pressure sought in recent weeks, clearly implying that it wants the Desk to continue to aim for a rate around 7.25%."
11/3/87,7.125 , 6.8125,"The Desk's intended rate was reduced from 7-7.25% at the time of the forecast to 7% at the time of this meeting.  At the meeting, the FOMC agrees that it would like the rate to fall to 6.75-6.875%, with a slight asymmetry toward further ease.  The Desk's intended rate immediately falls to 6.75-6.875%."
12/15/87,6.8125,6.8125,The FOMC agrees to seek to maintain the degree of reserve pressure sought in recent days.  The Desk's intended rate of 6.75-6.875% does not change.
2/9/88,6.625 , 6.5,The FOMC agrees to a borrowings target that it expects will produce a funds rate of around 6.5%.
3/29/88,6.5 , 6.75,"The FOMC agrees to a slight increase in the degree of pressure on reserve positions, and the Desk's intended rate rises immediately from 6.5% to 6.75%."
5/17/88,7 , 7.25,"The FOMC agrees to a slight firming after a short interval unless there are significant unexpected developments, with a slight asymmetry toward further tightening.  The Desk's intended rate moves from 7% to 7.25% on May 25."
6/29/88,7.375 , 7.625,"The FOMC agrees to a policy that it expects will lead to a funds rate of 7.5% or a shade higher, with a slight asymmetry to further tightening."
8/16/88,8.125,8.125,"The FOMC agrees to maintain the current degree of pressure on reserve positions.  There is a slight asymmetry toward tightening, but not enough to point to a noticeable expected rise in the funds rate."
9/20/88,8.125,8.125,"The FOMC agrees to a policy that it expects will keep the funds rate around 8.125%.  There is an asymmetry toward tightening, but the Committee feels that it is unlikely to be acted on before the next meeting."
11/1/88,8.25,8.25,"The FOMC agrees to maintain roughly the current degree of pressure on reserve positions.  There is a somewhat complicated asymmetry.  On the one hand, the stated policy is asymmetric toward tightening, though to a degree that is explicitly less than at the previous meeting.  On the other hand, policy is still to some extent being formulated in terms of its implications for borrowings, and some members believe that the policy agreed to is more likely to lead to a slight decline than to a slight rise in the funds rate.  In any event, the evidence does not point to any clear expected change in the funds rate."
12/13/88,8.4375 , 9,"The FOMC agrees to seek some immediate firming, followed by some further tightening at the start of 1989 unless there are significant unexpected developments.  The Committee expects the funds rate to end up either slightly above or slightly below 9% by the end of the intermeeting period.  The Desk's intended rate rises gradually to 9% by early January."
2/7/89,9 , 9.1875,"The FOMC agrees that, depending on circumstances, policy should aim either to maintain the funds rate around its current level of 9-9.125% (rather than at the Desk's intended level of 9%) or to increase it by roughly 1/4 point from that level."
3/28/89,9.75 , 9.875,"The FOMC agrees to maintain the current degree of pressure on reserve positions, but with a clear asymmetry toward tightening."
5/16/89,9.8125,9.8125,The FOMC agrees to seek no change in the degree of pressure on reserve positions.
7/5/89,9.5625 , 9.3125,The FOMC agrees to attempt to reduce the funds rate from 9.5-9.625% to 9.25-9.375%.
8/22/89,9.0625,9.0625,"The FOMC agrees to maintain the current degree of pressure on reserve positions.  There is a slight asymmetry toward easing, but not enough to point to a noticeable expected fall in the funds rate."
10/3/89,9,9,Similar to previous meeting.
11/14/89,8.5,8.5,Similar to previous meeting.
12/18/89,8.5 , 8.25,"The FOMC agrees to a slight easing, and the Desk's intended rate falls immediately from 8.5% to 8.25%."
2/6/90,8.25,8.25,"The FOMC agrees to seek an unchanged degree of pressure on reserve positions, with no asymmetry."
3/27/90,8.25,8.25,Same as previous meeting.
5/15/90,8.25,8.25,Same as previous meeting.
7/2/90,8.25 , 8,"The FOMC agrees to seek no immediate change, but to seek to lower the funds rate by 1/4 point fairly soon in the absence of unexpected developments.  The Desk's intended rate falls from 8.25% to 8% on July 13."
8/21/90,8,8,"The FOMC agrees to seek an unchanged degree of pressure on reserve positions.  There is an asymmetry toward ease, but the FOMC agrees that policy will not change unless something relatively unexpected occurs."
10/2/90,8 , 7.75,"The FOMC agrees that it will not seek any immediate change, but that there is a presumption that it will seek to lower the funds rate by 1/4 point if the anticipated budget agreement between Congress and the President is reached.  The Desk's intended rate falls from 8% to 7.75% on October 29, immediately after the agreement."
11/13/90,7.75 , 7.5,"The FOMC agrees to seek to lower the funds rate by 1/4 point, with a modest asymmetry toward further easing.  The Desk's intended rate immediately falls from 7.75% to 7.5%."
12/18/90,7.25 , 7,"The FOMC agrees to seek to lower the funds rate by 1/4 point, and the Desk's intended rate immediately falls from 7.25% to 7%.  There is a slight asymmetry toward further easing, but not enough to point to an expected rate noticeably below 7%."
2/5/91,6.75 , 6.25,"The Desk's intended rate was lowered from 6.75% to 6.25% between the time of the forecast and the time of this meeting.  At the meeting, the FOMC agrees to seek an unchanged degree of pressure on reserve positions, with a slight asymmetry toward ease."
3/26/91,6,6,"The FOMC agrees to seek an unchanged degree of pressure on reserve positions, with no asymmetry."
5/14/91,5.75,5.75,Same as previous meeting.
7/2/91,5.75,5.75,Same as previous meeting.
8/20/91,5.5,5.5,"The FOMC agrees to seek an unchanged degree of pressure on reserve positions, with a slight asymmetry toward ease."
10/1/91,5.25,5.25,Same as previous meeting.
11/5/91,5.25 , 4.75,"The Desk's intended rate was lowered from 5.25% to 5% between the time of the forecast and the time of this meeting.  At the meeting, the FOMC agrees to lower its target for the funds rate to 4.75%, and the intended falls rate immediately falls to 4.75%.  There is also a slight asymmetry toward further ease."
12/17/91,4.5 , 4.25,"The FOMC agrees to seek no immediate change, but with a strong presumption that there will be a subsequent easing of 1/4 point.  The Desk's intended rate in fact falls from 4.5% to 4% on December 20.  The account of the next meeting indicates, however, that this move was prompted by news that arrived after the meeting."
2/4/92,4,4,"The FOMC agrees to seek no change in policy, with a slight asymmetry toward ease."
3/31/92,4,4,"The FOMC agrees to seek no change in policy, with a slight asymmetry toward ease.  The summary of the next meeting attributes the cut in the Desk's intended rate to 3.75% on April 9 to news."
5/19/92,3.75,3.75,"The FOMC agrees to seek no change in policy, with no asymmetry."
6/30/92,3.75 , 3.625,"The FOMC agrees to seek no change, but with a clear asymmetry toward ease.  The Desk in fact reduces its intended rate to 3.25% on July 2, but this is the result of highly unexpected news."
8/18/92,3.25 , 3.125,"The FOMC agrees to seek no change, but with a clear asymmetry toward ease."
10/6/92,3 , 2.75,"The FOMC agrees that it will seek no immediate change, but that it will ease in the absence of unexpected developments.  In fact, the Desk's intended rate remains unchanged; the summary of the next meeting attributes this to unexpected news, however."
11/17/92,3,3,"The FOMC agrees to seek no change, with a slight asymmetry toward ease."
12/22/92,3,3,"The FOMC agrees to seek no change, with no asymmetry."
2/2/93,3,3,Same as previous meeting.
3/23/93,3,3,Same as previous meeting.
5/18/93,3 , 3.125,"The FOMC agrees to seek no change.  But there is substantial support for an immediate tightening, and the Committee agrees to an asymmetry toward tightening with an expectation that it is more likely than not that the Committee will at least confer during the intermeeting period."
7/6/93,3,3,"The FOMC agrees to seek no change, with a slight asymmetry toward tightening."
8/17/93,3,3,"The FOMC agrees to seek no change, with no asymmetry."
9/21/93,3,3,Same as previous meeting.
11/16/93,3,3,Same as previous meeting.
12/21/93,3,3,Same as previous meeting.
2/3/94,3 , 3.25,"The FOMC agrees to seek to raise the funds rate by 1/4 point, with no asymmetry.  For the first time, the Committee announces the change in the target funds rate."
3/22/94,3.25 , 3.5,"The FOMC again agrees to seek to raise the funds rate by 1/4 point, with no asymmetry."
5/17/94,3.75 , 4.25,"The FOMC agrees to seek to raise the funds rate by 1/2 point, with no asymmetry."
7/5/94,4.25,4.25,"The FOMC agrees to seek no immediate change, with a slight asymmetry toward tightening."
8/16/94,4.25 , 4.75,"The FOMC agrees to seek to raise the funds rate by 1/2 point, with no asymmetry."
9/27/94,4.75 , 4.875,"The FOMC agrees to seek no immediate change, but with a clear asymmetry toward tightening and a clear sense that there is a good chance of a tightening during the intermeeting period."
11/15/94,4.75 , 5.5,"The FOMC agrees to seek to raise the funds rate by 3/4 point, with no asymmetry."
12/20/94,5.5,5.5,"The FOMC agrees to seek no immediate change.  There is an asymmetry toward tightening, but with a clear sense that an intermeeting move in unlikely."
1/31/95,5.5 , 6,"The FOMC agrees to seek to raise the funds rate by 1/2 point, with no asymmetry."
3/28/95,6,6,"The FOMC agrees to seek no immediate change, with a slight asymmetry toward tightening."
5/23/95,6,6,"The FOMC agrees to seek no immediate change, with no asymmetry."
7/5/95,6 , 5.75,"The FOMC agrees to seek to lower the funds rate by 1/4 point, with a slight asymmetry toward further ease."
8/22/95,5.75,5.75,"The FOMC agrees to seek no immediate change, with no asymmetry."
9/26/95,5.75,5.75,Same as previous meeting.
11/15/95,5.75,5.75,Same as previous meeting.
12/19/95,5.75 , 5.5,"The FOMC agrees to seek to lower the funds rate by 1/4 point, with no asymmetry."
1/30/96,5.5 , 5.25,"The FOMC agrees to seek to lower the funds rate by 1/4 point, with no asymmetry."
3/26/96,5.25,5.25,"The FOMC agrees to seek no immediate change, with no asymmetry."
5/21/96,5.25,5.25,Same as previous meeting.
7/2/96,5.25,5.25,"The FOMC agrees to seek no immediate change, with a slight asymmetry toward tightening."
8/20/96,5.25,5.25,Same as previous meeting.
9/24/96,5.25,5.25,Same as previous meeting.
11/13/96,5.25,5.25,Same as previous meeting.
