year,start_date,end_date,numberofsentences_altD,DFF_Before_meeting,DFEDTR_before,DFEDTR_end,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8
1983,1983-12-19,1983-12-20,0,9.73,9.375,9.375,"No Sentences Alternative D","","","","","","",
1984,1984-01-30,1984-01-31,0,9.31,9.375,9.375,"No Sentences Alternative D","","","","","","",
1984,1984-03-26,1984-03-27,0,10.28,9.375,9.375,"No Sentences Alternative D","","","","","","",
1984,1984-05-21,1984-05-22,0,9.01,10.5,10.5,"No Sentences Alternative D","","","","","","",
1984,1984-07-16,1984-07-17,0,11,11,11,"No Sentences Alternative D","","","","","","",
1984,1984-08-21,1984-08-21,0,11.87,11.5,11.5,"No Sentences Alternative D","","","","","","",
1984,1984-10-02,1984-10-02,0,11.38,11,11,"No Sentences Alternative D","","","","","","",
1984,1984-11-07,1984-11-07,0,9.47,10,10,"No Sentences Alternative D","","","","","","",
1984,1984-12-17,1984-12-18,0,8.26,8.75,8.75,"No Sentences Alternative D","","","","","","",
1985,1985-02-12,1985-02-13,0,8.3,8.25,8.25,"No Sentences Alternative D","","","","","","",
1985,1985-03-26,1985-03-26,0,8.45,8.375,8.375,"No Sentences Alternative D","","","","","","",
1985,1985-05-21,1985-05-21,0,7.75,7.75,7.75,"No Sentences Alternative D","","","","","","",
1985,1985-07-09,1985-07-10,0,8.13,7.75,7.75,"No Sentences Alternative D","","","","","","",
1985,1985-08-20,1985-08-20,0,7.99,7.75,7.75,"No Sentences Alternative D","","","","","","",
1985,1985-10-01,1985-10-01,0,8.84,8,8,"No Sentences Alternative D","","","","","","",
1985,1985-11-04,1985-11-05,0,8.32,8,8,"No Sentences Alternative D","","","","","","",
1985,1985-12-16,1985-12-17,0,7.84,8,8,"No Sentences Alternative D","","","","","","",
1986,1986-02-11,1986-02-12,0,7.92,7.75,7.75,"No Sentences Alternative D","","","","","","",
1986,1986-04-01,1986-04-01,0,8.06,7.25,7.25,"No Sentences Alternative D","","","","","","",
1986,1986-05-20,1986-05-20,0,6.89,6.75,6.75,"No Sentences Alternative D","","","","","","",
1986,1986-07-08,1986-07-09,0,6.93,6.875,6.875,"No Sentences Alternative D","","","","","","",
1986,1986-08-19,1986-08-19,0,6.41,6.375,6.375,"No Sentences Alternative D","","","","","","",
1986,1986-09-23,1986-09-23,0,5.89,5.875,5.875,"No Sentences Alternative D","","","","","","",
1986,1986-11-05,1986-11-05,0,5.94,5.875,5.875,"No Sentences Alternative D","","","","","","",
1986,1986-12-15,1986-12-16,0,5.93,5.875,5.875,"No Sentences Alternative D","","","","","","",
1987,1987-02-10,1987-02-11,0,6.29,6,6,"No Sentences Alternative D","","","","","","",
1987,1987-03-31,1987-03-31,0,6.33,6,6,"No Sentences Alternative D","","","","","","",
1987,1987-05-19,1987-05-19,0,6.88,6.5,6.5,"No Sentences Alternative D","","","","","","",
1987,1987-07-07,1987-07-07,0,6.73,6.625,6.625,"No Sentences Alternative D","","","","","","",
1987,1987-08-18,1987-08-18,0,6.91,6.625,6.625,"No Sentences Alternative D","","","","","","",
1987,1987-09-22,1987-09-22,0,7.32,7.25,7.25,"No Sentences Alternative D","","","","","","",
1987,1987-11-03,1987-11-03,0,6.64,7.3125,7.3125,"No Sentences Alternative D","","","","","","",
1987,1987-12-15,1987-12-16,0,6.78,6.8125,6.8125,"No Sentences Alternative D","","","","","","",
1988,1988-02-09,1988-02-10,0,6.58,6.625,6.625,"No Sentences Alternative D","","","","","","",
1988,1988-03-29,1988-03-29,0,6.64,6.5,6.5,"No Sentences Alternative D","","","","","","",
1988,1988-05-17,1988-05-17,0,7.3,7,7,"No Sentences Alternative D","","","","","","",
1988,1988-06-29,1988-06-30,0,7.68,7.4375,7.4375,"No Sentences Alternative D","","","","","","",
1988,1988-08-16,1988-08-16,0,8.41,8.125,8.125,"No Sentences Alternative D","","","","","","",
1988,1988-09-20,1988-09-20,0,8.05,8.125,8.125,"No Sentences Alternative D","","","","","","",
1988,1988-11-01,1988-11-01,0,8.39,8.125,8.125,"No Sentences Alternative D","","","","","","",
1988,1988-12-13,1988-12-14,0,8.58,8.375,8.375,"No Sentences Alternative D","","","","","","",
1989,1989-02-07,1989-02-08,0,9.08,9,9,"No Sentences Alternative D","","","","","","",
1989,1989-03-28,1989-03-28,0,9.9,9.75,9.75,"No Sentences Alternative D","","","","","","",
1989,1989-05-16,1989-05-16,0,9.79,9.75,9.75,"No Sentences Alternative D","","","","","","",
1989,1989-07-05,1989-07-06,0,9.49,9.5625,9.5625,"No Sentences Alternative D","","","","","","",
1989,1989-08-22,1989-08-22,0,8.94,9.0625,9.0625,"No Sentences Alternative D","","","","","","",
1989,1989-10-03,1989-10-03,0,9.16,9.0625,9.0625,"No Sentences Alternative D","","","","","","",
1989,1989-11-14,1989-11-14,0,8.44,8.5,8.5,"No Sentences Alternative D","","","","","","",
1989,1989-12-18,1989-12-19,0,8.56,8.5,8.5,"No Sentences Alternative D","","","","","","",
1990,1990-02-06,1990-02-07,0,8.22,8.25,8.25,"No Sentences Alternative D","","","","","","",
1990,1990-03-27,1990-03-27,0,8.25,8.25,8.25,"No Sentences Alternative D","","","","","","",
1990,1990-05-15,1990-05-15,0,8.27,8.25,8.25,"No Sentences Alternative D","","","","","","",
1990,1990-07-02,1990-07-03,0,8.32,8.25,8.25,"No Sentences Alternative D","","","","","","",
1990,1990-08-21,1990-08-21,0,8.08,8,8,"No Sentences Alternative D","","","","","","",
1990,1990-10-02,1990-10-02,0,8.25,8,8,"No Sentences Alternative D","","","","","","",
1990,1990-11-13,1990-11-13,0,7.73,7.75,7.75,"No Sentences Alternative D","","","","","","",
1990,1990-12-18,1990-12-18,0,7.44,7.25,7.25,"No Sentences Alternative D","","","","","","",
1991,1991-02-05,1991-02-06,0,6.1,6.25,6.25,"No Sentences Alternative D","","","","","","",
1991,1991-03-26,1991-03-26,0,6.08,6,6,"No Sentences Alternative D","","","","","","",
1991,1991-05-14,1991-05-14,0,5.8,5.75,5.75,"No Sentences Alternative D","","","","","","",
1991,1991-07-02,1991-07-03,0,6.38,5.75,5.75,"No Sentences Alternative D","","","","","","",
1991,1991-08-20,1991-08-20,0,5.54,5.5,5.5,"No Sentences Alternative D","","","","","","",
1991,1991-10-01,1991-10-01,0,5.6,5.25,5.25,"No Sentences Alternative D","","","","","","",
1991,1991-11-05,1991-11-05,0,5.09,5,5,"No Sentences Alternative D","","","","","","",
1991,1991-12-17,1991-12-17,0,4.65,4.5,4.5,"No Sentences Alternative D","","","","","","",
1992,1992-02-04,1992-02-05,0,4,4,4,"No Sentences Alternative D","","","","","","",
1992,1992-03-31,1992-03-31,0,3.94,4,4,"No Sentences Alternative D","","","","","","",
1992,1992-05-19,1992-05-19,0,3.88,3.75,3.75,"No Sentences Alternative D","","","","","","",
1992,1992-06-30,1992-07-01,0,3.8,3.75,3.75,"No Sentences Alternative D","","","","","","",
1992,1992-08-18,1992-08-18,0,3.54,3.25,3.25,"No Sentences Alternative D","","","","","","",
1992,1992-10-06,1992-10-06,0,3.22,3,3,"No Sentences Alternative D","","","","","","",
1992,1992-11-17,1992-11-17,0,3.28,3,3,"No Sentences Alternative D","","","","","","",
1992,1992-12-22,1992-12-22,0,3.06,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-02-02,1993-02-03,0,3.25,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-03-23,1993-03-23,0,2.99,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-05-18,1993-05-18,0,3.34,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-07-06,1993-07-07,0,2.96,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-08-17,1993-08-17,0,3.34,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-09-21,1993-09-21,0,3.38,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-11-16,1993-11-16,0,3.23,3,3,"No Sentences Alternative D","","","","","","",
1993,1993-12-21,1993-12-21,0,3.03,3,3,"No Sentences Alternative D","","","","","","",
1994,1994-02-03,1994-02-04,0,3.31,3,3.25,"No Sentences Alternative D","","","","","","",
1994,1994-03-22,1994-03-22,0,3.36,3.25,3.5,"No Sentences Alternative D","","","","","","",
1994,1994-05-17,1994-05-17,5,4.29,3.75,4.25,"Under alternative D, the federal funds rate would be raised to 4-1/4 per- cent, either by increasing the initial borrowing allowance to $225 million or by raising the discount rate to 3-1/2 percent, while keep- ing the initial allowance for discount window borrowing at $175 mil- lion.","Very short-term rates might thus increase slightly under alternative D.","The behavior of rates on instruments of a few months' maturity or longer would depend importantly on whether the market interpreted the larger increase of alternative D as indicating a steeper trajectory of future policy actions, and perhaps the need for greater cumulative tightening.","Bond yields could still back up somewhat in the aftermath of an announce- ment of the Federal Reserve's choice of alternative D, but these other influences should limit any increase and work to reduce yields over time.","The recent increases in opportunity costs on liquid retail deposits aris- ing from the previous tightenings in the stance of monetary policy, and under alternative D from an additional firming move as well, will serve to hold back growth of M1 and some of the other components of M2 and M3.","","",
1994,1994-07-05,1994-07-06,2,3.82,4.25,4.25,"Alternative D would increase the federal funds rate 1/2 percentage point to 4-3/4 percent.","(29) Concerns that the recent behavior of the dollar and commodity prices might imply rising prices more broadly and might be associated with a ratcheting up of inflation expectations could moti- vate the Committee to select alternative D.","","","","","",
1994,1994-08-16,1994-08-16,6,4.5,4.25,4.75,"Under alternative D, the funds rate would be moved to 4-3/4 percent, either through an increase in the initial borrowing allowance to $500 million or a hike in the discount rate to 4 percent and un- changed adjustment plus seasonal borrowing.","(12) The more forceful move of alternative D might be chosen if the Committee viewed the economic situation as highly likely to require substantial additional monetary tightening, for example, of the scope embodied in the steep tilt to the yield curve over the next few years.","In this regard, the 50 basis points of alternative D would imply more assurance of this outcome than alternative C and, therefore, would be more likely to be followed by a period of stability of short-term rates.","Alternative D assumes a 50 basis point increase in the funds rate at this meeting and no change thereafter.","Although these money growth rates are roughly the same as those projected for alternative D, the higher year-end level of rates assumed in the Greenbook implies slower growth of money and income in the first half of 1995 than would alternative D. Alternative Levels and Growth Rates for Key Monetary Aggregates M2 Alt.","(16) Under alternative D, M2 would grow at a 1 percent rate over the July-to-December period.","",
1994,1994-09-27,1994-09-27,5,4.78,4.75,4.75,"The 50 basis point firming of alternative D is the most likely of the three policy options to keep the Federal Reserve ""ahead of the curve"" of inflation pressures and consequently to limit the extent to which policy might later need to tighten.","A considerable portion of the 50 basis point increase in the federal funds rate under alternative D would pass through to other short-term rates.","The path for the aggregates under alternative D assumes that the funds rate moves up to 5-1/4 percent at this meeting and stays there for the balance of the year.","(15) Under alternative D, M2 would grow at a 1/2 percent rate over the September-to-December period.","M3 would grow at a 3/4 percent rate over the remaining months of the year, pulled down by a runoff of institu- tion-only money funds as their yields lag behind the increase in money market rates that would be in train under alternative D. 6.","","",
1994,1994-11-15,1994-11-15,0,5.48,4.75,5.5,"No Sentences Alternative D","","","","","","",
1994,1994-12-20,1994-12-20,0,5.27,5.5,5.5,"No Sentences Alternative D","","","","","","",
1995,1995-01-31,1995-02-01,0,5.76,5.5,6,"No Sentences Alternative D","","","","","","",
1995,1995-03-28,1995-03-28,0,6.13,6,6,"No Sentences Alternative D","","","","","","",
1995,1995-05-23,1995-05-23,0,6,6,6,"No Sentences Alternative D","","","","","","",
1995,1995-07-05,1995-07-06,0,5.89,6,5.75,"No Sentences Alternative D","","","","","","",
1995,1995-08-22,1995-08-22,0,5.71,5.75,5.75,"No Sentences Alternative D","","","","","","",
1995,1995-09-26,1995-09-26,0,5.75,5.75,5.75,"No Sentences Alternative D","","","","","","",
1995,1995-11-15,1995-11-15,0,5.71,5.75,5.75,"No Sentences Alternative D","","","","","","",
1995,1995-12-19,1995-12-19,0,5.76,5.75,5.5,"No Sentences Alternative D","","","","","","",
1996,1996-01-30,1996-01-31,0,5.53,5.5,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-03-26,1996-03-26,0,5.29,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-05-21,1996-05-21,0,5.21,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-07-02,1996-07-03,0,7.8,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-08-20,1996-08-20,0,5.17,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-09-24,1996-09-24,0,5.32,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-11-13,1996-11-13,0,5.3,5.25,5.25,"No Sentences Alternative D","","","","","","",
1996,1996-12-17,1996-12-17,0,5.56,5.25,5.25,"No Sentences Alternative D","","","","","","",
1997,1997-02-04,1997-02-05,0,5.36,5.25,5.25,"No Sentences Alternative D","","","","","","",
1997,1997-03-25,1997-03-25,0,5.47,5.25,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-05-20,1997-05-20,0,5.55,5.5,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-07-01,1997-07-02,0,6.87,5.5,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-08-19,1997-08-19,0,5.49,5.5,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-09-30,1997-09-30,0,5.68,5.5,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-11-12,1997-11-12,0,5.5,5.5,5.5,"No Sentences Alternative D","","","","","","",
1997,1997-12-16,1997-12-16,0,5.97,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-02-03,1998-02-04,0,5.71,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-03-31,1998-03-31,0,5.62,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-05-19,1998-05-19,0,5.52,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-06-30,1998-07-01,0,5.69,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-08-18,1998-08-18,0,5.8,5.5,5.5,"No Sentences Alternative D","","","","","","",
1998,1998-09-29,1998-09-29,0,5.55,5.5,5.25,"No Sentences Alternative D","","","","","","",
1998,1998-11-17,1998-11-17,0,5.45,5,4.75,"No Sentences Alternative D","","","","","","",
1998,1998-12-22,1998-12-22,0,4.72,4.75,4.75,"No Sentences Alternative D","","","","","","",
1999,1999-02-02,1999-02-03,0,4.86,4.75,4.75,"No Sentences Alternative D","","","","","","",
1999,1999-03-30,1999-03-30,0,4.84,4.75,4.75,"No Sentences Alternative D","","","","","","",
1999,1999-05-18,1999-05-18,0,5.01,4.75,4.75,"No Sentences Alternative D","","","","","","",
1999,1999-06-29,1999-06-30,0,5.04,4.75,5,"No Sentences Alternative D","","","","","","",
1999,1999-08-24,1999-08-24,0,5.06,5,5.25,"No Sentences Alternative D","","","","","","",
1999,1999-10-05,1999-10-05,0,5.23,5.25,5.25,"No Sentences Alternative D","","","","","","",
1999,1999-11-16,1999-11-16,0,5.64,5.25,5.5,"No Sentences Alternative D","","","","","","",
1999,1999-12-21,1999-12-21,0,5.54,5.5,5.5,"No Sentences Alternative D","","","","","","",
2000,2000-02-01,2000-02-02,3,5.87,5.5,5.75,"-23- (29) This bluebook proposes three short-run monetary policy alternatives for the Committee's consideration at this meeting: an unchanged stance of monetary policy (alternative B); a 25 basis point firming of the federal funds rate (alternative C); and a 50 basis point tightening (alternative D).","(34) If the Committee sees recent data as tending to confirm that substantial monetary restraint will need to be applied over the next year or so to keep inflation in check, as implied by the staff forecast, it might choose the 50 basis point tightening of policy contemplated in alternative D. (35) The 50 basis point tightening at this meeting contemplated under alternative D is not fully incorporated in market prices, and thus implementation of this alternative would probably result in nearly a quarter-point rise in money market yields.","","","","","",
2000,2000-03-21,2000-03-21,1,5.82,5.75,6,"Alternative D would raise the federal funds rate 50 basis points.","","","","","","",
2000,2000-05-16,2000-05-16,5,6.34,6,6.5,"Two basic alternatives are presented for consideration by the Committee: Alternative C, under which the target federal funds rate would be raised 25 basis points, and alternative D, under which it would be increased 50 basis points.","(10) If the Committee were persuaded by recent data that the financial conditions produced by continuing its gradual approach would be insufficient to keep underlying -11 - inflation contained, it might well support the 50 basis point increase in the intended federal funds rate of alternative D. Further gradual moves might be seen as likely allowing aggregate demand to grow more rapidly than potential supply for long enough to induce an intensification of pressures on resources that would noticeably boost underlying inflation.","(11) The reaction of asset prices to the adoption of alternative D would probably depend on the Committee's decision about the balance of risks.","- 12- (12) If alternative D instead were accompanied by a statement that the risks were now seen as balanced, the market reaction would be more difficult to predict.","On average, investors appear currently to expect another 100 basis points or so of monetary policy tightening over the next twelve months, rather than just the 50 basis points at this meeting embodied in alternative D.","","",
2000,2000-06-27,2000-06-28,0,6.63,6.5,6.5,"No Sentences Alternative D","","","","","","",
2000,2000-08-22,2000-08-22,0,6.48,6.5,6.5,"No Sentences Alternative D","","","","","","",
2000,2000-10-03,2000-10-03,0,6.68,6.5,6.5,"No Sentences Alternative D","","","","","","",
2000,2000-11-15,2000-11-15,0,6.52,6.5,6.5,"No Sentences Alternative D","","","","","","",
2000,2000-12-19,2000-12-19,0,6.5,6.5,6.5,"No Sentences Alternative D","","","","","","",
2001,2001-01-30,2001-01-31,0,5.98,6,5.5,"No Sentences Alternative D","","","","","","",
2001,2001-03-20,2001-03-20,0,5.38,5.5,5,"No Sentences Alternative D","","","","","","",
2001,2001-05-15,2001-05-15,0,4.43,4.5,4,"No Sentences Alternative D","","","","","","",
2001,2001-06-26,2001-06-27,0,3.97,4,3.75,"No Sentences Alternative D","","","","","","",
2001,2001-08-21,2001-08-21,0,3.64,3.75,3.5,"No Sentences Alternative D","","","","","","",
2001,2001-10-02,2001-10-02,0,3.02,3,2.5,"No Sentences Alternative D","","","","","","",
2001,2001-11-06,2001-11-06,0,2.45,2.5,2,"No Sentences Alternative D","","","","","","",
2001,2001-12-11,2001-12-11,0,1.9,2,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-01-29,2002-01-30,0,1.79,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-03-19,2002-03-19,0,1.71,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-05-07,2002-05-07,0,1.75,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-06-25,2002-06-26,0,1.77,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-08-13,2002-08-13,0,1.76,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-09-24,2002-09-24,0,1.74,1.75,1.75,"No Sentences Alternative D","","","","","","",
2002,2002-11-06,2002-11-06,0,1.64,1.75,1.25,"No Sentences Alternative D","","","","","","",
2002,2002-12-10,2002-12-10,0,1.22,1.25,1.25,"No Sentences Alternative D","","","","","","",
2003,2003-01-28,2003-01-29,0,1.3,1.25,1.25,"No Sentences Alternative D","","","","","","",
2003,2003-03-18,2003-03-18,0,1.31,1.25,1.25,"No Sentences Alternative D","","","","","","",
2003,2003-05-06,2003-05-06,0,1.27,1.25,1.25,"No Sentences Alternative D","","","","","","",
2003,2003-06-24,2003-06-25,0,1.21,1.25,1,"No Sentences Alternative D","","","","","","",
2003,2003-08-12,2003-08-12,0,1.02,1,1,"No Sentences Alternative D","","","","","","",
2003,2003-09-16,2003-09-16,0,1.11,1,1,"No Sentences Alternative D","","","","","","",
2003,2003-10-28,2003-10-28,0,1.03,1,1,"No Sentences Alternative D","","","","","","",
2003,2003-12-09,2003-12-09,0,0.99,1,1,"No Sentences Alternative D","","","","","","",
2004,2004-01-27,2004-01-28,0,1.08,1,1,"No Sentences Alternative D","","","","","","",
2004,2004-03-16,2004-03-16,0,1.05,1,1,"No Sentences Alternative D","","","","","","",
2004,2004-05-04,2004-05-04,0,1.03,1,1,"No Sentences Alternative D","","","","","","",
2004,2004-06-29,2004-06-30,0,1.09,1,1.25,"No Sentences Alternative D","","","","","","",
2004,2004-08-10,2004-08-10,0,1.35,1.25,1.5,"No Sentences Alternative D","","","","","","",
2004,2004-09-21,2004-09-21,0,1.64,1.5,1.75,"No Sentences Alternative D","","","","","","",
2004,2004-11-10,2004-11-10,0,1.79,1.75,2,"No Sentences Alternative D","","","","","","",
2004,2004-12-14,2004-12-14,0,2.18,2,2.25,"No Sentences Alternative D","","","","","","",
2005,2005-02-01,2005-02-02,0,2.5,2.25,2.5,"No Sentences Alternative D","","","","","","",
2005,2005-03-22,2005-03-22,0,2.71,2.5,2.75,"No Sentences Alternative D","","","","","","",
2005,2005-05-03,2005-05-03,0,2.98,2.75,3,"No Sentences Alternative D","","","","","","",
2005,2005-06-29,2005-06-30,0,3.17,3,3.25,"No Sentences Alternative D","","","","","","",
2005,2005-08-09,2005-08-09,0,3.5,3.25,3.5,"No Sentences Alternative D","","","","","","",
2005,2005-09-20,2005-09-20,0,3.62,3.5,3.75,"No Sentences Alternative D","","","","","","",
2005,2005-11-01,2005-11-01,0,4.02,3.75,4,"No Sentences Alternative D","","","","","","",
2005,2005-12-13,2005-12-13,0,4.24,4,4.25,"No Sentences Alternative D","","","","","","",
2006,2006-01-31,2006-01-31,0,4.48,4.25,4.5,"No Sentences Alternative D","","","","","","",
2006,2006-03-27,2006-03-28,0,4.69,4.5,4.75,"No Sentences Alternative D","","","","","","",
2006,2006-05-10,2006-05-10,0,4.78,4.75,5,"No Sentences Alternative D","","","","","","",
2006,2006-06-28,2006-06-29,0,5.02,5,5.25,"No Sentences Alternative D","","","","","","",
2006,2006-08-08,2006-08-08,5,5.24,5.25,5.25,"Class I FOMC - Restricted Controlled (FR) Page 11 of 39 Table 1: Alternative Language for the August FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(21) If members were dissatisfied with the gradual and limited reduction in inflation in the staff forecast and favored a trajectory of policy that would foster a steeper decline, they might wish to adopt the action and language of Alternative D.","The Committee may also find Alternative D attractive if it deems the outlook for employment and growth to be more favorable than the staff projection.","Deviations from Baseline (in percentage points) 2006 2007 2008 2009 2010 -0.25 0.00 0.25 0.50 0.75 1.00 Optimal Policy With Perfect Foresight Optimal Policy With Gradual Learning Empirical Outcome-Based Rule Federal Funds Rate 2006 2007 2008 2009 2010 -0.25 0.00 0.25 0.50 Five-Year Real Interest Rate 2006 2007 2008 2009 2010 0.00 0.25 0.50 Civilian Unemployment Rate 2006 2007 2008 2009 2010 Four-quarter average 0.00 0.25 0.50 0.75 Core PCE Inflation Class I FOMC - Restricted Controlled (FR) Page 25 of 39 under Alternative D could emphasize that several factors have the potential to sustain inflation pressures.","(23) The policy choice and announcement of Alternative D would come as a considerable surprise to market participants and lead to an upward revision of their outlook for the path of policy.","","",
2006,2006-09-20,2006-09-20,0,5.21,5.25,5.25,"No Sentences Alternative D","","","","","","",
2006,2006-10-24,2006-10-25,0,5.24,5.25,5.25,"No Sentences Alternative D","","","","","","",
2006,2006-12-12,2006-12-12,0,5.25,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-01-30,2007-01-31,0,5.26,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-03-20,2007-03-21,0,5.26,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-05-09,2007-05-09,0,5.21,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-06-27,2007-06-28,0,5.25,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-08-07,2007-08-07,0,5.26,5.25,5.25,"No Sentences Alternative D","","","","","","",
2007,2007-09-18,2007-09-18,7,5.33,5.25,4.75,"FRB/US Model Simulations of Estimated Outcome-Based Rule Current Bluebook Previous Bluebook 70 Percent confidence interval 90 Percent confidence interval Greenbook assumption 2007 2008 2009 2010 2011 2012 0 1 2 3 4 5 6 7 8 9 10 11 Percent Information from Financial Markets Expectations from forward contracts Previous Bluebook 70 Percent confidence interval Previous Bluebook 90 Percent confidence interval Previous Bluebook Near-Term Prescriptions of Simple Policy Rules 2007Q3 2007Q4 2007Q3 2007Q4 2007Q3 2007Q4 1½ Percent Inflation Objective 2 Percent Inflation Objective Memo Taylor (1993) rule 4.3 4.2 4.1 4.0 Previous Bluebook 4.5 4.5 4.2 4.2 Taylor (1999) rule 4.6 4.3 4.3 4.1 Previous Bluebook 4.7 4.7 4.5 4.4 Taylor (1999) rule with higher r* 5.3 5.1 5.1 4.8 Previous Bluebook 5.5 5.4 5.2 5.2 First-difference rule 5.2 5.1 5.0 4.6 Previous Bluebook 5.4 5.5 5.1 5.0 Estimated outcome-based rule 5.2 4.9 Estimated forecast-based rule 5.2 4.8 Greenbook assumption 5.2 4.9 Market expectations 5.2 4.7 Class I FOMC - Restricted Controlled (FR) Page 21 of 49 Table 1: Alternative Language for the September 2007 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","Alternative D would leave the target rate unchanged at 5¼ percent and report that the risks to growth and inflation are roughly balanced.","In contrast, Alternative D recognizes the deterioration in financial conditions but repeats the judgment that moderate growth is likely over coming quarters.","In Alternative D, the inflation assessment is unchanged from the August 7 statement.","An unchanged stance of policy, coupled with an assessment that the risks have moved into balance, as envisioned in Alternative D, would allow the Committee more time to gauge the need for policy adjustments while leaving the flexibility for policy to be eased at the next meeting, if such a move appears necessary at that time.","(30) The draft statement accompanying Alternative D retains the observation that economic growth was moderate during the first half of the year.","(31) Although investors do not completely rule out an unchanged target funds rate at this meeting, the adoption of Alternative D would come as a considerable surprise.",
2007,2007-10-30,2007-10-31,0,4.84,4.75,4.5,"No Sentences Alternative D","","","","","","",
2007,2007-12-11,2007-12-11,0,4.46,4.5,4.25,"No Sentences Alternative D","","","","","","",
2008,2008-01-29,2008-01-30,6,3.5,3.5,3,"Alternative A cuts the federal funds rate target by 75 basis points to 2¾ percent, Alternative B cuts the target 50 basis points to 3 percent, Alternative C cuts the target 25 basis points to 3¼ percent, and Alternative D leaves the target unchanged at 3½ percent.","(17) If incoming information in recent weeks has led policymakers to mark down their assessment of the modal outlook for aggregate demand relative to aggregate supply by an amount similar to that of the staff, then the Committee may prefer to reduce the target funds rate by 50 basis points at this meeting, as in Class I FOMC - Restricted-Controlled (FR) 22 of 38 Table 1: Alternative Language for the January 30, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(26) In view of policy actions to date, policymakers might prefer to wait for additional economic and financial information before taking any further policy action, as in Alternative D. (27) The statement under Alternative D reiterates several elements of the rationale portion of the January 22 statementincluding references to considerable stress in financial markets, tightened credit conditions, and deepening of the housing contractionbut does not cite recent developments in labor markets.","Moreover, with no change in policy and few economic data releases on the calendar between January 22 and January 30, the assessment of risks in Alternative D is identical to that of the January 22 statement.","(28) Alternative D could surprise and confuse market participants, who are virtually certain that the funds rate target will be cut at least 25 basis points at this meeting.","","",
2008,2008-03-18,2008-03-18,6,2.69,3,2.25,"Alternative A cuts the federal funds rate target 75 basis points to 2¼ percent; Alternative B cuts the target 50 basis points to 2½ percent; Alternative C lowers the target 25 basis points to 2¾ percent; and Alternative D leaves the target federal funds rate at 3 percent.","Moreover, economic and financial news Class I FOMC - Restricted-Controlled (FR) 25 of 39 Table 1: Alternative Language for the March 18, 2008 FOMC Announcement Alternative A Alternative B Alternative C Alternative D Policy Decision 1.","(35) If the Committee believes that economic growth is likely to resume an acceptable pace before long and that inflation is on a higher trajectory than in the Greenbook, it might prefer to leave the stance of policy unchanged, as in Alternative D. (36) The first paragraph of the rationale portion of the statement associated with Alternative D would acknowledge that economic activity has been weak and that financial markets remain under considerable stress.","The risk assessment section in Alternative D would stress that the Committee will act in a timely manner as needed to promote price stability and sustainable economic growth."," (37) Given the expectations embedded in financial market prices of further substantial policy easing at this meeting, a decision to adopt Alternative D would stun market participants, leading to a sharp upward revision of their short-term outlook for the path of policy and a significant increase in short-term interest rates.","","",
2008,2008-04-29,2008-04-30,0,2.29,2.25,2,"No Sentences Alternative D","","","","","","",
2008,2008-06-24,2008-06-25,0,1.98,2,2,"No Sentences Alternative D","","","","","","",
