,start_date,end_date,DFF_Before_meeting,DFEDTR_before,DFEDTR_end,C_TREATMENT_alt_a,C_TREATMENT_SIZE_alt_a,justify_alt_a,Sentences_alt_a,C_TREATMENT_alt_b,C_TREATMENT_SIZE_alt_b,justify_alt_b,Sentences_alt_b,C_TREATMENT_alt_c,C_TREATMENT_SIZE_alt_c,justify_alt_c,Sentences_alt_c,C_TREATMENT_alt_d,C_TREATMENT_SIZE_alt_d,justify_alt_d,Sentences_alt_d,C_TREATMENT_alt_e,C_TREATMENT_SIZE_alt_e,justify_alt_e,Sentences_alt_e,comments
150,1981-03-31,1981-03-31,15.23,No target in FRED,No target in FRED,,,,"C Growth from February to June M-1B 8-3/4 6-3/4 5-1/2 M-2 12-3/4 12-1/4 12 Implied growth from March to June M-1B 8-3/4 6 4-1/2 M-2 11-1/2 10-3/4 10-1/4 Intermeeting federal funds rate range 13 to 19 14 to 20 15 to 21 (10) As shown in the first chart on the following pages, the alternative A target specifications are designed to return adjusted M-1B by June to the midpoint growth path of the Committee's QIV '80 to QIV '81 longer-run range of 3-1/2 to 6 percent. (12) The projected strengthening of demand for transactions balances implies that interest rates will probably be under upward pressure over the coming quarter, particularly under the alternative B and C speci- fications, but also possibly to a degree under alternative A. Under alternative A--which involves growth in total reserves from March to June -11- at a 9-3/4 percent annual rate-we would expect the funds rate to be in a 14 to 16 percent range over the next few-weeks, with borrowing at the discount window ranging around $1 billion, given the current discount rate structure. (14) Greater restraint on money growth relative to demand would be imposed under alternatives B and C, which involve limiting growth in adjusted M-1B to rates of 6 and 4-1/2 percent, respectively, over the next three months-substantially lower rates than the 8-3/4 percent of alternative A. Growth in total reserves over the period would be at annual rates of -12- 7-3/4 and 6 percent under alternatives B and C, respectively.",,,,"Alternative B specifies slower growth in M-1B that would carry it only to the lower end of the Committee's longer-run range by June but, assuming a continuation of that growth rate, to the midpoint of the longer-run range by September. (12) The projected strengthening of demand for transactions balances implies that interest rates will probably be under upward pressure over the coming quarter, particularly under the alternative B and C speci- fications, but also possibly to a degree under alternative A. A federal funds rate in the area of 15 to 17 percent, or somewhat higher, might emerge over the next few weeks under alternative B1/. (15) From the perspective of the year as a whole, the degree of rate pressure we would foresee over the next several months under alternative C, which is consistent with a strategy of lowering M-1B growth for the year to the bottom of its range, would be likely to weaken the outlook for GNP relative to the current staff forecast (which is based on alternative B). By year-end interest rates under alternative C thus could be lower than under alternative B. (16) Under any of the alternatives presented, the interest rate outlook suggests continued substantial earnings pressures on thrift institutions over the next few months. 1/ See Appendix II for interest rate projections for 1981 under alternative B. -13- Directive language (17) Given below is a suggested operational paragraph for the directive consistent with the form of the directive adopted at the meeting in early February.",,,,"Alternative C is designed to increase the odds of constraining M-2 growth to within its longer-run range for 1981. for the year at the lower end of its longer-run range, and alternative C specifies such a trajectory for M-1B. Still greater rate pressures would develop under alternative C. Borrowing at the discount window might be around $1-1/2 billion under B and, of course, higher under C. (15) From the perspective of the year as a whole, the degree of rate pressure we would foresee over the next several months under alternative C, which is consistent with a strategy of lowering M-1B growth for the year to the bottom of its range, would be likely to weaken the outlook for GNP relative to the current staff forecast (which is based on alternative B). By year-end interest rates under alternative C thus could be lower than under alternative B. (16) Under any of the alternatives presented, the interest rate outlook suggests continued substantial earnings pressures on thrift institutions over the next few months.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
151,1981-05-18,1981-05-18,18.49,No target in FRED,No target in FRED,,,,"Alternative A targets M-1B growth in May and June at the 4Ã¦ percent midpoint of its longer-run range, a rate of growth that would keep the level of M-1B just below its midpoint by June. Even under alternative A--which involves growth in total reserves from April to June at an 8 percent annual rate-- the federal funds rate seems likely to remain in a 17 to 20 percent range over the balance of the quarter.1/ Assuming the present discount rate structure, adjustment borrowing would probably be around $1 to $2 billion. e--estimated 40,660 40,435 40,450 40,450 300 300 233 2 3 3 e 1,953 2,009 2,023 2,0 2 3 e Appendix II Federal Fund Rates Under Alternative Short-Run Monetary Targets, Assuming Attainment of Midpoint of 1981 M-1B Range in Fourth Quarter Bluebook Alternative B 18Ã¦ 19 18Âº *Alternative A path is that GNP forecast.",,,,"Alternative B calls for a growth rate of 3 percent over the two months, which would bring the level of M-1B well into the lower half of its range by June. -10- likely to emerge over the next few weeks under alternative B, while the funds rate under C could rise further. Given current discount rates, borrowing at the discount window might rise to around the $2 billion area under alternative B and to around $3 billion under alternative C. e--estimated 40,660 40,435 40,450 40,450 300 300 233 2 3 3 e 1,953 2,009 2,023 2,0 2 3 e Appendix II Federal Fund Rates Under Alternative Short-Run Monetary Targets, Assuming Attainment of Midpoint of 1981 M-1B Range in Fourth Quarter Bluebook Alternative B 18_ 19 18_ *Alternative A path is that GNP forecast.",,,,"C 1981--March April May June Growth Rates Monthly 1981--April May June April '81 - June '81 March '81 - June '81 Quarterly Average 1981--QI QII 2011.8 2028.3 2042.4 2056.7 2011.8 2028.3 2042.2 2054.9 1716.9 1733.8 1743.4 1756.1 11.8 6.6 8.7 7.7 9.1 8.4 10.9 1716.9 1733.8 1743.3 1752.6 11.8 6.6 6.4 6.5 8.3 8.4 10.6 1716.9 1733.8 1743.1 1749.1 11.8 6.4 4.1 5.3 7.5 8.4 10.4 2011.8 2028.3 2042.5 2058.4 9.8 8.4 9.3 8.9 9.3 12.0 9.5 9.8 8.3 8.4 8.4 8.9 9.8 8.2 7.5 7.9 8.6 12.0 9.4 12.0 9.3 (8) Alternative C is based on continuation of the 5 percent annual rate of growth for M-1B over the March to June period targeted by the Committee at its last meeting--a growth rate which, as shown in chart 1, would result in a June level about at the lower end of the Committee's longer-run range. We would now expect growth of M-2 at about a 7 to 8 percent annual rate over the March-June period for alternative C. Somewhat higher growth rates would be expected under alternatives A and B. As shown in chart 2, the level of M-2 in June would be at the upper bound of its longer-run range for the year under alternative C, while it would remain somewhat above the range under the other two alternatives. Given current discount rates, borrowing at the discount window might rise to around the $2 billion area under alternative B and to around $3 billion under alternative C. Other short-term rates would probably rise substantially further under these alternatives, with upward pressures particularly intense under alternative C. Long-term interest rates would also rise further over the weeks ahead, probably inducing a large volume of postponements and cancellations of bond financings. (14) The outlook for interest rates under all three alternatives suggests continued weakness in mortgage demands and also intense earnings pressures on thrift institutions, with alternative C implying a higher probability of a number of failures this summer.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
152,1981-07-06,1981-07-07,19.83,No target in FRED,No target in FRED,,,,"C M1-B 10Î© 8Î© 6Î© M2 9Î© 8Î© 8 Federal funds range 14 to 20 16 to 22 18 to 24 (18) Alternative A was designed to return M1-B to the lower end of its longer-run range by September. Assuming a fairly smooth month-by-month trajectory, the quarterly average growth of M1-B under alternative A would be 4 percent at an annual rate, as compared to a projected third-quarter growth of nominal GNP of about 7Î© percent.",,,,"(21) Under alternative B, M1-B would grow at a rate that would leave it below the lower end of the FOMC's 1981 range until November. Growth of total reserves of about 10_ percent, at an annual rate, from June to August, would be consistent with the alternative B monetary target. (22) The federal funds rate probably would be around the 19 to 20 percent area during the intermeeting period under alternative B. (23) Alternative C calls for more constraint on reserve growth over the next three months than alternative B--with total reserves growing at an 8 percent annual rate--should the Committee wish, for example, to take an approach that provided greater assurance that broader aggregates would come within current longer-run ranges.",,,,"(23) Alternative C calls for more constraint on reserve growth over the next three months than alternative B--with total reserves growing at an 8 percent annual rate--should the Committee wish, for example, to take an approach that provided greater assurance that broader aggregates would come within current longer-run ranges. (24) Even under alternatives A or B, the earnings problems of thrift institutions would remain intense, although they obviously would be greatest with the higher interest rates implied by alternative C.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
153,1981-08-18,1981-08-18,18.3,No target in FRED,No target in FRED,,,,"B Growth from June to September M1-B 7 6 M2 10Î© 10 Implied Growth from July to September M1-B 8Î© 7Î© M2 11Î© 10Î© Federal funds rate range 15 to 21 16 to 22 (8) Alternative A retains the Committee's 7 percent June-to- September target for M1-B adopted at the last meeting, a target that would require an 8Î© percent annual rate of growth over the two-month July-to- September period. I I1 I I I I I I I I I I O N D J F M A M J 1980 ANK CREDIT - Actual Level 1981 J A S O N 0 N D J 1980 M A M J J 1981 1900 0 Billions of A S 00 alternative A to be on the order of 10Î© percent. (10) To achieve the alternative A specifications, total reserves probably would have to expand at about a 13 percent annual rate in August and September, considerably more than in July. Even with the alternative A target specifi- cations, income velocity of M-B would rise at a relatively rapid annual rate of about 5 percent this quarter. It seems reasonable to expect that under alternative A the federal funds rate over the next few weeks might be in the area of 18 percent. Pressure on thrift institution earnings would be more intense under this alternative than under alternative A, and mortgage rates would probably rise further.",,,,"Alternative B provides an option that would exert greater restraint on M2 growth, involving a lower target for M1-B growth in the third quarter, one of 6 percent. (12) The alternative B specifications imply growth of total reserves from July to September at an 11 percent annual rate. Under alternative B, market interest rates, especially short-term rates, are likely to rise, perhaps appreciably. Thus, if this directive included the July to September growth rate for M1-B in alternative B, the language of the directive would permit the higher growth in M1-B needed to meet the 7 percent quarterly target should M2 remain at or fall below the upper bound of its longer-run range.",,,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
154,1981-10-05,1981-10-06,16.57,No target in FRED,No target in FRED,,,,"C Growth from September to December M-1B 12 9 6 M2 12Î© 11 10 Implied growth from QIV '80 to QIV '81 M1-B 3 2 2 M2 10 9Ã¦ 9 Federal funds rate range 9 to 15 11 to 17 13 to 18 (9) Alternative A is designed to achieve a rapid enough expansion of M1-B over the next three months so that it would reach the lower limit of the FOMC's 3Î© to 6 percent longer-run target range by December. (16) Under alternative A, M1-B growth is targeted to rise at about a 12 percent annual rate from September to December in order to bring this aggregate back to the lower bound of its long-run range by the end of the year. Such upward interest rate pressures would be intensified as the sharp easing of credit conditions between now and year-end contemplated by alternative A leads to more of a strengthening in economic activity in the first part of next year than is in the current staff projection.",,,,"Alternative B falls midway between the two approaches.1/ (10) Under the specifications of alternative C we would expect growth in M1-B at a 6 percent annual rate over the September to December period to be consistent with maintaining M2 relatively near to the upper limit of its longer-run target range. (13) The specifications of alternative B call for a more rapid growth in M1-B at around a 9 percent annual rate from September to December, sustained by 6 percent annual rate of growth in total reserves.",,,,"Alternative C is designed to bring M2 closer to its target for the year, with the projected small overshoot accounted for mainly by shifts of funds out of non-M2 assets into ASCs; such an approach would Alternative Levels and Growth Rates for Key Monetary Aggregates M1-A M1-B Alt. Alternative B falls midway between the two approaches.1/ (10) Under the specifications of alternative C we would expect growth in M1-B at a 6 percent annual rate over the September to December period to be consistent with maintaining M2 relatively near to the upper limit of its longer-run target range. (12) Total reserves would need to expand at a 3 percent annual rate over the last three months of the year if the monetary specifications of alternative C are to be achieved.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
155,1981-11-17,1981-11-17,13.33,No target in FRED,No target in FRED,,,,"C Growth from September to December M1-B 7 6 5 M2 11 10Î© 10 Implied Growth from October to December M1-B 8Ã¦ 7 5Ã¦ M2 12 11Âº 10Î© Federal funds rate range 8 to 13 10 to 15 11 to 16 (7) Alternative A maintains the September to December target for M1-B adopted by the Committee at its last meeting, while alternatives B and C reduce that target by one and two percentage points, respectively. (9) Alternative A--which calls for maintaining the Committee's 7 percent growth rate target for M1-B for the last three months of the 1/ The introduction of International Banking Facilities in early December might have a temporary downward impact on M1-B to the extent that foreign IPC demand deposits are shifted to 2-day notice accounts in IBFs. Because it is so late in 1981, the impact on annual growth of the aggregates this year from adoption of either of these alternatives rather than continuing with alternative A would be relatively small, as may be noted from the detailed tables on pp. 6 and 7.",,,,"-11- (13) Alternative B would require expansion in total reserves at a 6 percent annual rate over the last two months of the year, while growth in reserves under alternative C would be at a 4_ percent annual rate. The staff believes short-term rate declines under alternative B could carry the funds rate into the 10 to 12 percent range.",,,,"-11- (13) Alternative B would require expansion in total reserves at a 6 percent annual rate over the last two months of the year, while growth in reserves under alternative C would be at a 4Â½ percent annual rate. The aggre- gates specifications of alternative C are likely to be associated with a funds rate in a 12 to 14 percent range, implying the that the funds rate could drop below the current discount rate. Under alternative C, that might also develop, but it would be less certain as the weight of Treasury financings and possible market disappointment about the likely course of the funds rate (and hence of dealer financing costs) would work to hold bill and other short-term rates up. The nonborrowed reserve path for alternative C, the alternative involving the least expansion in reserves, might be initially constructed on the basis of $400 million in borrowing.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
156,1981-12-21,1981-12-22,12.28,No target in FRED,No target in FRED,,,,"(20) Alternative A calls for a 5-1/2 percent growth target for M1 from the fourth quarter to March and 4-1/4 percent from the estimated December level to March, and involves a greater risk that the level of M2 in the first quarter will be above the upper limit of its tentative long-run range. (21) The contemplated modest decline in short-term interest rates under alternative A might be accompanied by a tendency for the dollar to decline on exchange markets. Selection of alternative A might involve a larger rise in rates later in the year to compensate for the greater near- term monetary stimulus associated with this approach if the Committee desires to slow money growth later in an effort to achieve midpoint growth for the year.",,,,"-13- (16) Alternative B calls for M1 growth from QIV '81 to March at a 4 percent annual rate, but probably involves M2 growth slightly above the upper end of its range. (18) The alternative B specifications would require expansion in total reserves at a 2 percent pace from December to March. The table below shows interest rate forecasts for the year, assuming alternative B for the first quarter and midpoint growth of M1 thereafter.",,,,"(22) Alternative C--which calls for virtually no growth in M1 between December and March--may be expected to bring M2 into the upper part of its tentative long-run range by March. Alternative C, on the other hand, by exerting near-term restraint would probably be associated with lower rate levels later in the year, reflecting not only the greater scope for faster money growth at that time but also possibly weaker economic activity.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
157,1982-02-01,1982-02-02,14.21,No target in FRED,No target in FRED,,,,"-10- (12) Continuation of the short-run policy toward M1 adopted at the last meeting is shown as alternative A in the table below. This option would bring M1 into the upper half of the 2Î© to 5Î© percent longer- run range by March, assuming this long-run range is based, as has been the case in the past, on the actual average level of M1 in the fourth quarter of the previous year.1/ The risk of sharp interest rate fluctua- tions that might be associated with alternative A, accompanied by potentially adverse implications for economic activity and financial markets, might be reduced by extending beyond the first quarter the horizon over which the Committee targets the return of M1 to within the tentative 2Î© to 5Î© percent longer-run range--as is contemplated by the three other alternatives in the table. This approach, like alternative A, would be consistent with growth for 1982 at around the midpoint of the longer-run range.",,,,"91nn -12- (13) Alternative B is designed to attain the upper limit of the 2_ to 5_ percent range for M1 by June. (16) Alternative B calls for growth in Ml at about a 1 percent annual rate over the two months January to March, a considerable decelera- tion from the rapid pace of the previous three months. (17) The alternative B specifications would entail little change in total reserves over the period from January to March. '' "" APPENDIX III INTEREST RATES CONSISTENT WITH THE GREENBOOK GNP PROJECTION Based on 4 percent growth of M1 in 1982 and 3-1/2 percent growth in 1983 (Quarterly averages, in percent) Federal Funds 13-1/2 13 14 14-1/2 14 13 13-1/2 14 3-Month Treasury Bills 12-3/8 11-3/4 12-1/2 13 12-1/2 11-1/2 12 12-1/2 Aaa Corporate Bonds Me ] ] ]11 ]1 1 15-3/4 15-1/4 15-3/4 16 15-3/4 15 15 15-1/4 1/ Fixed- Rate ortgages L7-3/8 L6-3/4 L7 7-1/4 17 L6-1/2 16-1/4 16-1/2 1/ For the current quarter, the monetary assumption was roughly in line with short-run alternative B in this Bluebook.",,,,"Alternative C, which involves about a 2Â½ percent annual rate of growth over the last two months of the current quarter, is designed to reach the upper end of the M1 range by September. If alternative C were adopted in conjunction with a rebasing of the long-run range, growth by the fourth quarter would be around the midpoint of the range. (19) Alternative C, which calls for growth of M1 at about a 2Â½ percent annual rate from January to March, would involve an increase in total reserves over the balance of the quarter at about a 2 percent 1/ Such an interest rate is consistent with the near-term financial condi- tions assumed in the Greenbook GNP projection.",,,,"D 436.5 440.7 448.9 446.0 443.0 1981--November December 1982--January February March Growth Rates Monthly 1981--November December 1982--January February March 9.7 11.5 22.3 -7.8 -8.1 4.5 2.1 -7.9 Nov. '81 - March '82 Dec. '81 - March '82 Jan. '82 - March '82 Quarterly Averages QIV '81 - QI '82 QIV '81 - QIV '82 436.5 440.7 448.9 449.3 449.6 9.7 11.5 22.3 1.1 0.8 436.5 440.7 448.9 449.9 450.9 9.7 11.5 22.3 2.7 2.7 436.5 440.7 448.9 450.4 451.9 9.7 11.5 22.3 4.0 4.0 9.0 9.9 10.6 8.1 9.3 10.2 0.9 2.7 4.0 8.5 11.5 12.1 12.5 4.0 4.0 5.0 6.2 1809.4 1821.5 1838.5 1847.0 1855.4 13.7 8.0 11.2 5.5 5.5 1809.4 1821.5 1838.5 1850.8 1863.0 13.7 8.0 11.2 8.0 7.9 1809.4 1821.5 1838.5 1851.5 1864.5 13.7 8.0 11.2 8.5 8.4 8.9 9.1 9.1 9.4 8.0 8.5 8.9 9.8 8.0 8.0 1809.4 1821.5 1838.5 1852.3 1866.1 13.7 8.0 11.2 9.0 8.9 2174.3 2187.0 2204.2 2217.6 2230.9 13.2 7.0 9.4 7.3 7.2 2174.3 2187.0 2204.2 2221.4 2238.5 13.2 7.0 9.4 9.4 9.2 7.8 8.9 8.0 9.4 7.3 9.3 2174.3 2187.0 2204.2 2221.7 2239.1 13.2 7.0 9.4 9.5 9.4 2174.3 2187.0 2204.2 2222.2 2240.2 13.2 7.0 9.4 9.8 9.7 8.9 9.1 9.5 9.7 9.5 9.8 10.1 9.0 Annual Averages 1981 over 1980 1982 over 1981 7.0 7.0 5.1 5.8 9.8 9.8 8.6 8.8 9.5 9.5 11.6 11.6 9.5 9.8 11.6 11.6 9.8 10.0 NOTE: Bank credit would be expected to grow approximately 8 percent between QIV '81 and QIV '82 under alternatives A, B, and C, and somewhat faster under alternative D -- ! (14) Alternative D specifies a 4 percent annual rate of growth for February and March. With such a rebasing of the 2½ to 5½ percent longer-run range for 1982, the specifications of alternative D if extended for the year would bring M1 into the upper half of the rebased range by the fourth quarter of this year. Given the slowing in M1 growth that is targeted for the balance of the year, the staff expects that M2 growth over the year as a whole will fall within its longer-run range for alternatives A, B, and C, and will be at the top of the range under the more expansive alternative D. (20) Alternative D, involving a 4 percent rate of growth of M1 on average in February and March, would require a growth in total reserves at about a 4 percent annual rate.",,,,No Sentences Alternative E,
158,1982-03-29,1982-03-30,14.39,No target in FRED,No target in FRED,,,,"Alternative A, calling for a 4Î© percent rate of growth of M1 in the March-to-June interval, would, as shown in Chart 1, maintain the level of narrow money above the upper end of the Committee's 2Î©-to-5Î© percent longer-run range throughout the second quarter; however, that rate, if sustained over the second half, would bring M1 down to the upper end of range by year-end. (11) Alternative A, which entails growth of M1 at a 4Î© percent rate from March to June, would call for an increase in total reserves over the quarter at about an 8Î© percent annual rate. If the M1 specification of alternative A is adopted for the second quarter, this would imply a further deceleration of M1 growth over the last six months of the year to a 2Ã¦ percent annual rate to be consistent with growth for the year (QIV to QIV basis) at 4Ã¦ percent rate, the middle of the upper half of the FOMC's M1 range for the year (see the top line of the ""4Ã¦"" column in the table below.) The last column of the table shows that growth at about a 4 percent annual rate over the last six months of the year would be consistent with hitting the upper limit of the longer-run range under alternative A--which would provide more scope for financing expected economic recovery.",,,,"The 3 percent M1 rate of growth from March to June of alternative B is designed to bring the level of that aggregate to about the upper limit of the Committee's longer-run range by around mid-year. (13) The alternative B specifications, which call for M1 growth at a 3 percent rate from March to June, imply an increase in total reserves at a 7 percent rate. Should the Committee accept growth in M1 for the year at the upper limit of its longer-run range, even more rapid growth in the second half would be in prospect (5 to 6 percent, depending on whether alternative B or C is adopted at this meeting).",,,,"The alternative C specification of 1Â½ percent M1 growth would place that aggregate at about the middle of the upper half of the range by mid-year. (14) Alternative C, involving a 1Â½ percent rate of growth of M1 over the March-to-June period, would require a growth in total reserves at a 5Â½ percent rate. If the Committee were to adopt the second-quarter targets of alternatives B or C, some acceleration in growth over the 6-month June-to-December period--to just above a 4 percent annual rate under alternative C--would be in prospect even if growth for the year were constrained to 4Â¾ percent.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
159,1982-05-18,1982-05-18,14.68,No target in FRED,No target in FRED,,,,"Alternative A, calling for M1 growth from March to June at a 4 percent rate, would be consistent with a slower approach of both M1 and M2 toward the upper ends of their ranges. (12) Alternative A, which calls for a 4 percent annual rate of growth in M1 from March to June, probably would result in appreciable interest rate reductions along the maturity spectrum. (13) The 3-month bill rate under alternative A would probably drop below the current discount rate, and range around 11 percent. Alternative A would provide less room for growth of M1 in the second half of the year, assuming the present longer-run target range is retained.",,,,"C Growth from March to June M1 4_ 3 1_ M2 8_ 8 7_ Implied growth from April to June M1 -1_ -3_ M2 7_ 7 6_ Federal funds rate range 10 to 14 11 to 15 12 to 16 (8) Alternative B represents the Committee's current March-to- June target of 3 percent (annual rate) growth of M1 and of 8 percent for M2; the M1 target implies a contraction at about a 1 percent annual rate in the remaining two months of the quarter, while M2 would expand at about a 7 percent annual rate. (9) Under alternative B, we would expect some further downward drift in short-term rates between now and mid-year. (10) The small decline in M1 over May and June called for by alternative B would appear to be consistent with a 6 percent growth in total reserves over the two months. Growth in M2 could be expected to be somewhat higher than under alternative B, largely reflecting the stronger growth in M1 and possibly greater interest in MMCs and MMMFs, both of whose yields lag declines in market rates. Under alternative B, for example, growth in M1 in the second half of the year of 3 to 4_ percent, as shown in the table below, would be consistent with growth for the year at the upper limit or just below. The language would be most consistent with alternative B, although it also could be adapted to alternatives A and C. If the Committee adopted alternative B, it might wish to note that it has reaffirmed objectives adopted at the last meeting (with possible language shown in brackets).",,,,"Alternative C calls for more restrictive short-run targets than either A or B, and both aggregates would be within their long-run ranges by June. (14) Alternative C, which calls for limiting M1 growth to a 1Â½ percent rate from March to June, implies an increase in total reserves over the latter period at a 4 percent rate. Alternative C, of course, provides the most scope for monetary expansion in the second half, but has a slightly greater risk of delaying the onset of economic recovery.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
160,1982-06-30,1982-07-01,14.71,No target in FRED,No target in FRED,,,,"-5- Longer-run targets (7) Two options that seem reasonable under current circumstances in reconsidering the monetary aggregate targets for 1982 are retention of the present ranges (shown as alternative A below) or adoption of somewhat higher ranges (shown as alternative B). C Growth from June to September M1 5Î© 4 2Î© M2 8Î© 7Ã¦ 7 Federal funds rate range 10 to 15 11 to 16 12 to 17 (14) Under alternative A, M1 over the next three months would grow at a rate matching that of the upper bound of the Committee's current longer-run range. Because such a trajectory would mean that there would be no narrowing of the existing absolute gap relative to the top of the range, alternative A might be viewed as especially consistent with a deci- sion to raise the 1982 range or to tolerate a small overshoot. Under all alternatives, the level of M2 by September would be around its upper limit-- a bit above in the case of alternative A and somewhat below in the case of alternative C. (See charts on the next two pages). (18) Alternative A, which targets faster growth in M1 than alternative B, could well produce a fairly substantial decline in money market rates.",,,,"-5- Longer-run targets (7) Two options that seem reasonable under current circumstances in reconsidering the monetary aggregate targets for 1982 are retention of the present ranges (shown as alternative A below) or adoption of somewhat higher ranges (shown as alternative B). B M1 2_ to 5_ 2_ to 6 M2 6 to 9 6_ to 9_ M3 6_ to 9_ 6_ to 10 (8) Whether the Committee retains its current longer-run ranges, or raises them modestly as in alternative B, a marked slowing in growth of M1 would be required from the first-half pace of a little over 7 percent at an annual rate (as measured from QIV '81 to QII '82). Under alternative B, M1 would expand at a rate that, if sustained, would result in growth for the year at about the 5_ percent upper bound of the longer- run range, while alternative C contemplates growth in M1 which would move the aggregate to just within this year's range by September. (18) Alternative A, which targets faster growth in M1 than alternative B, could well produce a fairly substantial decline in money market rates.",,,,"Under alternative B, M1 would expand at a rate that, if sustained, would result in growth for the year at about the 5Â½ percent upper bound of the longer- run range, while alternative C contemplates growth in M1 which would move the aggregate to just within this year's range by September. Under all alternatives, the level of M2 by September would be around its upper limit-- a bit above in the case of alternative A and somewhat below in the case of alternative C. (See charts on the next two pages). (20) Alternative C sets the most restrictive monetary target, with M1 growth during the third quarter specified at only 2Â½ percent. (21) The firming in the funds market expected under alternative C should be accompanied by moderately higher market rates generally but with the likelihood that commercial paper and CD rates may rise more rapidly than Treasury bill rates as concerns about spreading financial problems are exacerbated.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
161,1982-08-24,1982-08-24,9.01,No target in FRED,No target in FRED,,,,"Alternative A Alternative B Growth from June to September M1 5 4 M2 10 9-1/2 Implied growth from July to September M1 7-3/4 6-1/4 M2 10-1/4 9-1/2 Federal funds rate range 7 to 12 8 to 13 (10) Alternative A represents the Committee's current third- quarter M1 target of 5 percent, but with an upward revision of the M2 target from 9 to 10 percent in reflection of the strength of this aggregate currently. (11) Total reserves under alternative A would expand at about a 4-3/4 percent annual rate over the balance of the quarter. Because money market fund yields would more quickly come into alignment with market rates, M2 and especially M3 growth would probably be a bit slower than under alternative A. (17) In the fourth quarter of the year, interest rates may be under upward pressure as compared with levels anticipated between now and September in either alternative A or B. Nominal GNP growth is expected to be maintained at close to the third-quarter rate in part because of lagged effects of the recent tax cut. And in the degree that the quantity of money demanded is also increased from the lagged effects of recent short- term rate declines there will be a greater likelihood that a rebound in short-term rates would result from efforts to constrain money growth to -13- the upper end of the longer-run M1 range, with the odds on a rebound greater under alternative A than alternative B. Growth Rate Over September-December to Attain M1 Growth for 1982 at 5% 5-1/2% 6% Alternative A 3 5 7 Alternative B 4 6 8 -14- Directive language Given below is a suggested operational paragraph for the directive.",,,,"Alternative A Alternative B Growth from June to September M1 5 4 M2 10 9-1/2 Implied growth from July to September M1 7-3/4 6-1/4 M2 10-1/4 9-1/2 Federal funds rate range 7 to 12 8 to 13 (10) Alternative A represents the Committee's current third- quarter M1 target of 5 percent, but with an upward revision of the M2 target from 9 to 10 percent in reflection of the strength of this aggregate currently. (14) Alternative B, which calls for 4 percent growth in M1 over the third quarter, likely would be consistent with a federal funds rate in the vicinity of the current 10-1/2 percent discount rate. And in the degree that the quantity of money demanded is also increased from the lagged effects of recent short- term rate declines there will be a greater likelihood that a rebound in short-term rates would result from efforts to constrain money growth to -13- the upper end of the longer-run M1 range, with the odds on a rebound greater under alternative A than alternative B. Growth Rate Over September-December to Attain M1 Growth for 1982 at 5% 5-1/2% 6% Alternative A 3 5 7 Alternative B 4 6 8 -14- Directive language Given below is a suggested operational paragraph for the directive.",,,,No Sentences Alternative C,,,,No Sentences Alternative D,,,,No Sentences Alternative E,
162,1982-10-05,1982-10-05,10.9,10,10,,,,"(17) Alternative A, which targets M1 growth at a 5 percent and M2 at a 9-1/2 percent annual rate from September to December, would probably accommodate an easing in money market conditions over the months ahead. The language in brackets, which indicates that a shortfall in growth would be acceptable in the context of declining interest rates, is suggested for consideration if the Committee were to opt for alternative A, the most expansive alternative, although it may also be useful for alternative B.",,,,"(10) Alternative B, which calls for M1 growth from September to December at a 2-1/2 percent annual rate, appears consistent with the federal funds rate over the intermeeting period continuing on average to be a little above the current discount rate, and with little net change in other short-term rates. (12) Growth of M2 would also be at a relatively moderate 8-1/2 percent pace under alternative B over the last three months of the year. -8- (13) Bond rates are likely to remain near current levels under alternative B, and could even decline a bit further if investors continue to see little, if any, sign of an economic recovery. The language in brackets, which indicates that a shortfall in growth would be acceptable in the context of declining interest rates, is suggested for consideration if the Committee were to opt for alternative A, the most expansive alternative, although it may also be useful for alternative B.",,,,"Alternative C would achieve the upper limit of the Committee's 2-1/2 to 5-1/2 percent longer-run M1 range for 1982, while the growth rates of alternatives B and A would lead to overshoots in the 1/2 to 1 percentage point range. (15) Alternative C calls for virtually no further growth in M1 from September to December, which would achieve the upper limit of the FOMC's annual target for that aggregate.",,,,No Sentences Alternative D,,,,No Sentences Alternative E,
