,Date,Speaker,content
3094,1986-04-01,CROSS," [Statement--see Appendix]  Well, Bergsten has been saying that for a long, long time If you look strictly at trade considerations and competitive considerations, that's what seems to be influencing his thinking But of course, the other side of the question is that there are a lot of other elements that enter into the balance of payments other than trade--particularly these capital movements That's why I mentioned the point about the continued narrowing of the interest rate differentials That's the other side of the problem in this  Well, no I would say that if you just look at the trade position and the competitive position you can come to one conclusion about where the dollar ought to be Obviously, we still have a very substantial trade deficit I think all the economists would agree that we haven't begun to see much of the benefits of the exchange rate changes that already have taken place And that would provide some considerable improvement to our trade position But we have an enormous trade deficit to deal with If you're looking at it strictly from that viewpoint, you could persuade yourself that a    4/1/86  [unintelligible] very substantial, and even the very large devaluations and depreciations that we've seen are not going to eliminate the trade deficit But you can also argue that you can't expect to eliminate all of this huge trade deficit purely by exchange rate moves There have to be other things in there, such as growth in the other countries And you also have to watch very carefully the effects of this on capital flows and whether the kind of exchange rate movements he's talking about may lead to great problems for us on the capital side  No, we haven't had any transactions "
3119,1986-05-20,CROSS," [Statement--see Appendix]  Well, that certainly is going to depend very much on how the economic data unfold But one thing that has been an important factor in the dollar having stopped its decline has been, if not a change in the comments and rhetoric and the statements made by a number of officials in a lot of countries, certainly a view in the market that the attitudes of the officials in those countries--here and in Japan and in Germany--are such that there tends not to be concern about the level of the dollar now Or, at least these countries are not pressing to see it go down further And in the view of the Europeans and the Japanese, there is the beginning of an expression of some concern should the dollar go down further So I think we've seen in the market during this period great attention paid to official attitudes; and there is a different perception in what those attitudes are There is a view that at least for the time being there is not felt to be any need to try to guide the dollar down further  Peter can comment on that, but as far as we can tell they're showing a considerable interest in the government    5/20/86 -2-  securities market Apparently, they picked up quite substantial amounts of the latest issues We did hear in the first part of April that the long-term capital outflows from Japan were declining, but the most recent information--and we talked to the Japanese a few days ago --was that the capital outflows from Japan through April and early May have continued to be very large Now, that doesn't mean it's all coming to dollars because there are some attractions in Australian and other currencies Also, it doesn't mean that they aren't covering some substantial parts possibly by hedging; we don't know But certainly, from what we can tell they are continuing to buy very substantial amounts of US government securities  Those currencies have tended to move with the dollar, so the yen has changed against them in the same way that it has changed against the dollar And that is a matter that is causing some concern for them because they see the diversion of what they've been selling to Korea, being sold by Korea, Taiwan, and elsewhere And we're seeing moves by the Japanese to shift to those currencies and to increase their ownership in output [facilities] from there  Every time they--  But they have changed the discount rate; they have lowered it 3 times and each time the yen has risen  I think there have been some occasions recently when--  --the market was very sensitive to such a thing and it could have had considerable influence  Yes  That could surely happen  There are too many possibilities and too many situations "
3170,1986-08-19,CROSS," [Statement--see Appendix]  I think there is that expectation, but the timing is difficult to say; certainly, looking over a period of some weeks I think there is [that expectation]  We have nothing  No, I don't have any inside story But I certainly know that a great deal of attention was paid to the fact that we moved unilaterally without the others the last time That made quite an impression in the market and I certainly think they are watching very closely There is a risk there, but it is hard to assess how big it would be  The Japanese fought it  No, Germany has not  I think those numbers you mentioned are what people are now focusing on 2 DM and 150 yen "
3196,1986-09-23,CROSS," [Statement--see Appendix]  I don't disagree with that  I would think that certainly it's a factor I wouldn't give it total weight but, obviously, much of the effect on the dollar is in the investment instrument and there's certainly a lot of attention paid to the long-term rates And it's well known by everybody in the market that those long-term rates have not been declining with our discount rate cut So, I think it is certainly a factor  Well, there's certainly an effort being made by the Treasury and others to talk to the Taiwanese and Koreans on some of these trade issues and other matters Of course, it cuts both ways The Taiwanese currency, for example, went up with the dollar and back down with the dollar So it hasn't affected the present exchange rate very much either way If you draw charts including more of these [other countries] you'd have a higher movement in the charts than we typically see when we focus on industrial countries But the pattern is quite similar  There's certainly a lot of discussion underway with them to try to do something  Taiwan has the biggest surplus of any of these  By a long shot And they also have very, very high reserves Korea is different  I'm not sure I would read all that into it They have not intervened on the low side They did intervene when the dollar rose to 210; it did jump up very suddenly and that occurred at a time when we were closed--at 500 or so in the morning here--and they undoubtedly felt that they were taking a helpful step at that point A lot of the pressure on the other side has come from the other Europeans who feel stress and strain resulting from the strong DM As the dollar is weakening against the DM, the DM is tending to strengthen against all currencies, particularly the EMS currencies And, as I said, they sold $4-1/2 billion worth of DM last week and that begins to hurt them So, they are the ones who have been pressing, I suspect, for these understandings on the joint intervention--that efforts should be made in order to prevent a further sliding of the dollar, not that we should let go At least that's the way I interpret it  These are basically coming out as marks that are in Euromark holdings They have not allowed the Europeans to build up marks within the Bundesbank  It has no [direct] effect  That's the only point I was trying to make  It doesn't affect the Bundesbank    9/23/86  Almost entirely There has been very little dollar intervention by the other Europeans There has been a little; the Spanish have been picking up a few dollars as they position themselves for entry to the EMS or one thing or another But basically it has been overwhelmingly DM intervention and not dollar intervention "
3222,1986-11-05,CROSS," [Statement--see Appendix] And I might say that this morning, following the elections, it had been expected that a Democratic victory would lead to some weakness in the dollar There was a very temporary decline in the Far East with the dollar moving down from 206 to 204 [against the mark] and comparably against the yen But that lasted only a few hours and in the evening before Tokyo was closing the dollar was beginning to move back up Subsequently, in European markets, it has moved back to about 206-3/4 So it is now at a higher level than it was yesterday "
3246,1986-12-15,CROSS," [Statement--see Appendix] Mr Chairman, I have no transactions [to be approved]  No, I think there have been other factors involved There is the feeling that the yen really had moved quite far in terms of the situation in Japan I think there is an expectation that further movement could lead to some developments within Japan that would cause more problems there I don't think it has been done just with smoke and mirrors I think there has been a difference in the actual impact of the exchange rate changes that have occurred in Japan vis-a-vis the effect of the exchange rate changes that have occurred between the United States and the Europeans  We are still seeing capital flows into the United States from Japan; we have seen them all along The one factor that has changed is the extent to which these inflows are offset, in effect, by measures in the exchange market to hedge against further exchange rate changes But we are still seeing the inflows  The hedging? Well, going back to when the dollar was considerably higher, there was a lot of hedging taking place We don't really have very good information on all of this, so what I am telling you is what we deduce and what the Japanese tell us Just after the middle of this year, when the exchange rate had changed a great deal--the dollar was, say, at 150 yen as compared to 260--there was a change in their attitude about hedging against this, and they were taking some of their profits Now it is a little uncertain as to whether they are still investing on a hedged basis or whether they are taking some risks    12/15-16/86  There are still some purchases of dollars by companies to kind of balance off their balance sheets at the end of the year That is one of the factors that seem to have caused the dollar to show some strength recently because, as I was saying, as these corporations buy dollars the banks don't really seem to want to change their positions very much So it goes right through the market and tends to have an impact on the rate and to send the dollar up a little That has been a factor tending to strengthen the dollar so far as we can tell in the last couple of weeks "
3271,1987-02-10,CROSS," [Statement--see Appendix] Thank you, Mr Chairman Also, we need approval of intervention of $50 million that we did on one day  The Japanese tell us that their total long-term capital outflows are continuing at the same level as last year We don't know, but there seems to be more diversification; to a greater extent there is Japanese investment in Australia and Canada and in sterling also There is also more diversification in the types of instruments, we think But we don't have very good information Another problem is that there is a tendency by Japanese investors to engage in hedging operations Even if they continue the long-term capital outflows, they may at the same time be hedging on the exchange rate side and that has effects on the exchange market There seemed to be a considerable amount of hedging during the period when the dollar/yen rate changed from the 158-159 level where it had stood for a while As it broke through that level, a number of Japanese investors seemed to engage in some hedging To summarize, the Japanese capital outflows seem to be more diversified, but there might be other things that are taking place which are offsetting some of the exchange market effects  Both kinds are going on There is diversification among countries in the sense that more Japanese investment is going into Canada, Australia and into sterling--we don't have very good information [unintelligible]--than before Secondly, there is diversification in the sense that Peter mentioned that instead of the very heavy concentration on Treasury bonds, there is a greater tendency to buy corporate bonds, equities, real estate, or other forms of investment So, we see both types  Well, I think so There has been a great deal of discussion of that possibility [here] and perhaps elsewhere, with the deal presumably being more intervention on our side and more moves by Germany and Japan and others to stimulate their economies There's some question about what the Germans could do at the present time, given the fact that they just got through their election and are still in the process of trying to put together a government The market has taken some encouragement from the fact that the party that had a greater belief in stimulating the economy seems to have done well But what that will lead to, if anything, is the point that--  That is another point; the German economy is clearly doing less well than it appeared to be a month ago  If it is just a nod in the direction of stimulation, then the chances of any meaningful success from intervention, I think, would be a good bit less than if it were something more stimulative  Well, it got reported The last time there were reports in Japan and also elsewhere  I don't think we would find it easy to get the others to start intervening on the other side at very low levels if this was to be cooperative "
3296,1987-03-31,CROSS," Well, Mr Chairman, I do wish to recommend that the Committee consider a change In the authorized balances, we have an informal limit and a formal limit The informal limit on marks is presently $6 billion worth of marks We are now at $58 billion worth of marks and the simple accrual of interest earnings, if nothing else happens over the rest of this year, would put us over that $6 billion The other--  That is an informal limit which does not appear in the published record However, the authorized balances which [unintelligible] was $10 billion, including informal balances of the DM at $6 billion, the yen at $3 billion, and other currencies at $1 billion The System's overall open position, which is $10 billion, is a matter of record My proposal to increase the allowance for mark balances from $6 billion to $7 billion would go along with a proposal to increase the total from $10 billion to $11 billion for the authorized balances of all currencies and the total System open position  I have no objection to increasing it beyond that  That's right  On yen balances, we have more room than we had because we have been spending yen recently The reason to change it, since it does get published and it does draw some attention, is that    3/31/87  now is the time to change it And I think the $1 billion increase would give us room for what we do not anticipate, assuming we follow the same practices that we have followed in the past  I would certainly be very pleased with that  I am proposing to raise the mark limit from $6 billion to $7 billion If we raised it further we could--  We have $3 billion on yen as the informal understanding The present $10 billion breaks down to $6 billion in marks, $3 billion in yen, and $1 billion for other currencies If we go to $12 billion, we could propose to divide that into $8 billion, $3 billion, and $1 billion [respectively]  [Statement--see Appendix] Thank you, Mr Chairman  Well, on a number of these occasions we have been operating in a way to make it quite open and quite obvious that we were there We have dealt with a lot of banks We have dealt with them directly and we have done it quite visibly It's very difficult to be absolutely precise about the amount of our intervention, but certainly market participants know that we have been in there in a very substantial way And I don't think these numbers would shock them Certainly, some people are expecting that these numbers are the amounts that we can go in They have seen a lot We have not made any statements and the Japanese have not made any statements about the precise amounts, but they know we have been in there very heavily  SPEAKER(?) Are we sharing this intervention with the Treasury on a 50/50 basis or has that changed?  We are sharing it with the Treasury on a 50/50 basis with one minor exception Generally, we are doing it on a 50/50 basis  SPEAKER(?) Where is the yen/dollar relationship this morning?  The yen is just over 146 The Japanese have had some interest in trying to hold it around the 146 level and so they closed yesterday at just over 146; we closed yesterday at just over 146, although it declined in the course of the day and it declined again in the course of the day in Tokyo last night They did another  or so of intervention, but it closed again at 146 The dollar against the mark is at 180-1/2 The dollar did weaken somewhat against the mark yesterday in the course of the trading day and got down to about 179-1/2, but then it moved back up and is now at about 180-1/2  SPEAKER(?) Do you attribute much significance to the Japanese fiscal year ending today?  Well, that remains to be seen It has been a factor; firms have had dollars to deal with because of their need to straighten out their books at the end of the fiscal year This has been a factor over the past several weeks  SPEAKER(?) Sam, what's the tone in the market? Is there some growing concern that we really could run into a significant [unintelligible] or is there some feeling that the intervention would prevent that from occurring?  Well, it's hard to say You pay your money and take a choice It's hard to be too certain I am sure there is a range of ideas involving a lot of people Obviously, given this massive amount of Japanese investments, much of it unhedged, there is concern that a real loss of confidence in the dollar could lead to    3/31/87  very [unintelligible] That's obviously hanging over the market But to what extent that view is held, it's pretty difficult to say We do know that a fair amount of the dollar sales that they assumed in Tokyo in the past week or ten days has been in the form of investment firms like insurance companies, pension funds, and so forth, doing a certain amount of hedging So that's certainly a big [unintelligible] supply and demand equation there  SPEAKER(?) When the Japanese sell dollar-denominated assets, where then do they go with those funds? In what currency?  I wasn't suggesting that they were selling on and off although what they have been doing recently is diversifying their purchases much more They have been buying a lot more Canadian securities, Australian securities, and European securities; and they have also broadened out from government-bond types of investments toward more diversification But there is also a certain amount of hedging, without selling the assets--hedging against these in order to protect oneself And that is fairly important to do  SPEAKER(?) What kinds of techniques are they using to hedge themselves?  I imagine they use [unintelligible]  They are certainly sterilized here I think, generally speaking, they are sterilized abroad  No, it wasn't that at all It was that once it had gone up and we intervened in a very light way--we didn't go in with guns blazing by any means--and once the market realized that we were in there intervening at those levels with all of the attention to the Paris understanding and talk about [unintelligible] and all, it didn't take too much to say, well, now that we have established this [unintelligible], it is likely to be resisted Now we can see where it is going to go on the other side So it reduced the expectations of the possibility of a continued rise in the dollar Fundamentally, I think the position was kind of bearish anyhow Everybody looking ahead not just a matter of days but a substantial period [knows] we still have the big deficits and the Japanese have their big surpluses That sort of gives you a fundamental position toward the dollar And once this had been hit on the up side they began to look toward the down side  No really, it has been relatively peaceful at times There has been [unintelligible] had the ability to destruct itself, as it were, after the last [unintelligible] and to get back some of the reflows that had gone out in anticipation of it Some of the interest rates have come down in some of the countries that had moved them up So there has been a little return to normalcy on the [unintelligible] side  SPEAKER(?) What kinds of actions other than exchange rate intervention might be helpful in this kind of a situation either here or abroad?  Are you addressing that to me?  SPEAKER(?) I asked a question  I think there is certainly going to be continued watching as to whether any of these policy commitments that were talked about in Paris are actually carried out via fiscal policy or monetary policy The German economy is very soft; they haven't really taken anything new They, of course, have been [unintelligible] at the time that they reconstitute their government But their economy has been very weak, and people have seen that they have done nothing on monetary policy and don't show much prospect of doing anything in fiscal policy except in a framework of next year and the year after next The Japanese economy is equally well below what it typically runs at, and nothing has been happening there The problem is that they have to get through this fiscal year and get their budget passed before they can start with a new budget, they say Nonetheless, nobody has seen anything  SPEAKER(?) They haven't taken the opportunity to leave some of this intervention unsterilized to give a boost to monetary policy?  I think they sterilized it They feel with their discount rate now at 2-1/2 percent that they have gone pretty far Also, people don't see anything on the US side We make comments about the budget deficit and one thing or another, and there is not much evidence there Still, the main issue that's in the newspapers is the dispute over trade matters and that raises in people's minds the possibility that the way to deal with the trade--if you really get into a trade war--is to pound down the currency in order to deal with the situation in that way That has been the main issue in the newspapers, so the trade disputes have been a very negative factor Also, in the present circumstances, a neutral statement by US officials seems to be taken by the market as a kind of a negative It's a lack of a positive firm commitment--I guess that's the way to put it  Absolutely I thought I had a sentence somewhere in there [in my statement] We haven't seen any compelling evidence We know that our exports are looking better, and so forth and so on; but looking at the trade deficits and things like that, all we get is    3/31/87  the very bad nominal trade deficits and surpluses with little, if any, evidence of any reversal  SPEAKER(?) But I presume, Sam, that the firm commitment implies, among other things, some unsterilized intervention or something else that would back up whatever statements are made  Well, I am not sure it would imply unsterilized intervention but I think that it's [unintelligible]  I don't really have any confidence in people's attempts to make estimates of that sort, because I am not sure there is a number out there I think it depends upon people's attitudes and those are changing all of the time I think we could have a confluence of circumstances that could lead them to sell But what might go into it to require that? I am not sure about a specific number, but I think we are obviously in a very dangerous area where problems of that sort could build up very quickly and cause great damage  SPEAKER(?) You could also have it go so low that investors think the bottom has been hit  Well, that's right--if one were convinced of that But, again, I don't think we live in the kind of world where there is a magic number that when you hit it, then everybody knows it, and says Okay, now we buy  I think it has been interpreted broadly enough to deal with all of the situations since then It's similar to the undertakings which the United States has with the IMF as to what its exchange rate policy will be So it's part of a broader--  Yes, we will look at it in light of what we are doing now and see if it looks like there is something we should change  That is one of those endless debates that goes on We haven't really [unintelligible] We pretty well had our hands full [unintelligible] spot I am not sure I am convinced [unintelligible] but it's something we have been watching  SPEAKER(?) How many more bullets do we have in our belt as far as--  Well, with the yen we have in our pocket about $700 million, but these are at a valuation that was set at the time they were acquired; they are now worth a third or so more than that The Treasury has substantially more They have $21 billion, again at the acquisition cost And then, of course, we have a swap arrangement with the Bank of Japan of $5 billion dollars  Yes, a little over $1 billion The Treasury has around $3 billion at present market value  SPEAKER(?) And we have spent how much, again, in the last week or ten days?    3/31/87  A little over $2 billion  We--the Treasury and the Federal Reserve and the Japanese--have spent over  SPEAKER(?) So we have spent about half of our holdings?  [Unintelligible]  We need the approval, I guess  I am glad we had the election before my report!  The yen is down to 145-1/2, which is down another 1/2 a yen in the course of today and below the levels where it has  -38-    3/31/87  been for the past couple of days in Tokyo and New York It is under pretty heavy speculative pressure right now  It may be there now "
3316,1987-04-29,CROSS," There has been more or less continuous-- Hello Do you hear me?  Okay If you hear me, I'll proceed There has been more or less continuous pressure in the exchange markets since your last meeting at the end of March At times the pressure has been quite heavy The reasons seem to be more of the same things that we've all heard and talked about, including discussions of what almost seems like a trade war between us and the Japanese--which gets a lot of attention in the markets and the newspapers; continuing bad figures on the trade deficit; and a lack of any very impressive policy move by the main players The [unintelligible] did break through some very important psychological numbers Whereas earlier the pressure had been very heavily between the yen and the dollar, toward the end of last week it began to be more generalized and there were also pressures against the mark There have been substantial amounts of intervention during this period totaling over during the month of April, of which the very heavy portion has been by the Japanese There is a recognition by the market that there have been such heavy amounts of intervention And there is some feeling by the market that this has not been enough to deal with the situation in any lasting way In addition to the heavy amounts of intervention, there have been substantial other purchases of dollars by the central banks For the ones that we're on the concertation arrangement with, and that we keep figures for, the total of the intervention and the other purchases has been more than $20 billion of purchases officially during the month of April That is quite a substantial amount, well above the rate that we were running in the first quarter The market has been calmer in the past few days, partly I think in recognition of--or a feeling that there has been--some modest change in the monetary policy approach Another factor is that Mr Nakasone is here, and although the market is quite cynical about what may come out of that, they're reluctant to be 100 percent cynical and to be certain that nothing will happen So there's a kind of wait-and-see attitude Also, the fact that we have a number of holidays both in Europe and in Japan over the next several days up until the middle of next week I    4/29/87 -4-  think has made the traders a little cautious They say they will come back and look at the situation after the Nakasone visit and in light of what appears to be monetary policy [unintelligible] That's all I have to say, Mr Chairman "
3331,1987-05-19,CROSS," [Statement--see Appendix]  He's looking at you  I think the interest rate differentials are probably having some impact, but it makes it more costly to recommend [the dollar] People think If the dollar is going to be lower next week than this week, then we're better off to wait They have a pretty short focus on how long they make these investments for these days If the dollar is going down, it's better to wait There are a lot of people who think it's going down further and there are certainly not very many who think it's going to go up So, there's not much danger of losing [by waiting]  The differential is partly because of what the markets have done The Japanese long-term rates have declined quite substantially, and much of this is because money is going back into Japan  Close to 2-1/2 percent, [the] number 89 [bond]  The Japanese are really quite worried about their situation because of all the liquidity and the vast [unintelligible] or growth in the stock market where some stocks are selling at 250 times earnings and so forth  I don't think we're going to see this kind of level of dollar purchases for a continuing period; there's no question about that The market certainly has that view So there are going to have to be some policy moves or we're going to have to begin to see some results from policy moves already taken We haven't seen any very good statistical numbers to show that the trajectories have shifted and that things are going in the right direction We haven't seen very much other than these monetary policy developments; we haven't seen developments on the policy front to show that something is being done that's going to do it It's certainly the attitude of the market that intervention isn't going to remain at these levels for a continuing period It's either going down or we're going to see some more adjustment "
3354,1987-07-07,CROSS," [Statement--see Appendix]  Well, I think it is still somewhat fragile As I said, I think the market paid a great deal of attention to, and was reassured considerably by, the willingness of the Federal Reserve to snug because of the dollar Looking ahead, it's not clear that the market would feel that there will be the same kind of maneuverability or ability to untighten I think, for the present, that we have quite a healthy sense of two-way risks in the market But there is some skepticism; there are these feelings out there that some action will be taken, either in intervention or another area, if the dollar moves up very far from its present level And as I said, if that should happen, I think what the trading community then would start to do with respect to [unintelligible] on the downside So, I think we have a period of stability now, or even firmness, and this may continue for a period Looking beyond that, there is still negative sentiment about the dollar because of the lack of any clear evidence of major adjustment in our current account position And I would characterize the present sense of two-way risks as still rather fragile    7/7/87  We have one month of trade figures  There's no question that people are talking very, very intently about what these trade figures will be on the 15th of July when they come out  Well, I think they recognize that in volume terms there has been some improvement But they also recognize that in nominal terms there has been very little improvement, if any And that, of course, is what you have to finance Sometimes market participants over-interpret these figures and sometimes they respond by kind of knee jerk [reactions] So, I think if we have bad trade figures next week--really bad trade figures--that could change the picture from what it is  On the 15th  The market is expecting [a deficit of] about $14 billion, I think    7/7/87  I'm not sure I understand  Well, no, in the sense that we are now comfortable with pressures not moving one way or the other At some of these earlier meetings we had been sitting here with very heavy downward pressure facing us and the intensification of that raised much more serious problems  You're right that there are probably ten thousand people out there in this market and nobody can synthesize the view--  Except that the market reflects the view  We do talk to large numbers of traders all day long We talk to central banks all around the world and get their assessment of what's going on in their markets and we talk to commercial bankers and others here And we try to keep up with what the economists are saying and absorb these various views to the extent we can Now, there are times when a view sort of gets moving and the markets seem to all act like turkeys and fly in the same direction  So one can profess a market view But I don't think anybody can profess to be very confident at any one moment about what all these many different players are thinking But we do the best we can by talking to many different kinds of operators We also talk to treasurers of corporations about what they're doing  They're certainly more important than they used to be The market has gotten a lot bigger and a lot more complex; and it involves a lot larger universe than it did some years ago  We can't really tell very much about it, but what we hear is that it's still fragile Even if one is buying a long-term bond, that's not a long-term investment There is not a lot of assurance that these present exchange rates are stable enough for one to be entering into a lot of long-term investments with assurances that there are not going to be further changes At least that is what a lot of people tell us  The Japanese, of course, are key because they are such big players In the early part of the year, they had long-term outflows of $10 billion in January and another $10 billion in February In March it fell down to about half that and in April it disappeared entirely In May it has come back up and the last reports were that in June it was even bigger than ever--$13 billion So the amounts seem to have come back up to very substantial levels But the question is how solid that is now  Right The Japanese long-term rates have gone up by about 1/2 point during this period and ours have come down some If you want to look at it in terms of differentials, at the beginning of the year the differential between US and Japanese long-term rates was about 2-1/4 percentage points It went up to as high as 6 percentage points and now it's down to about 4-1/2 points--maybe a little below that So, it's still a lot higher than it was in the    7/7/87  early part of this year, but it's well down from the peak that it reached in May  I think the exchange rate is the key part of the equation, yes  The stock market in Japan has declined somewhat It got up as high as about 26,000; it's now about 24,000 or so--down maybe 10 percent, which is substantial And the Japanese have been very worried about the liquidity in their whole economy, as reflected both in the stock market and the real estate market It is a very worrisome and dangerous thing That's one of the reasons why there are questions about what they should be doing in terms of their own longer-term ranges "
3381,1987-08-18,CROSS," [Statement--see Appendix]  It has been mentioned that oil prices have clearly softened This morning's price is almost half a dollar below what it was yesterday and it's almost a dollar below where it was a week or so ago This has been cited as another factor Most of the people that our traders have been talking to seem to think that today's decline in the dollar is perhaps related to that, in part, but after the initial impact of the decline, it seems to be more a reflection of rather sour trade figures Yesterday in New York, in the latter part of the afternoon, the dollar began to soften without anything very dramatic happening; it was just gradually declining And we are told that the Japanese are saying that when their markets opened, they began to think that maybe they should cut some of their positions, so there was some selling both in Japan and in Europe subsequently, which brought us down to current levels It's possible that oil prices are now a factor but more talk seems to be given to this general attitude resulting from the continuing serious problem with the trade deficit and the larger number announced on Friday  Really, we don't have enough evidence, other than what people are telling us When the Middle East tensions flared up here a couple of weeks ago, it was hard for us to see why that, in itself, should have caused the dollar to go up so rapidly We saw some increase in [the price of] gold, but it came back down We did not see evidence that it was lots of [unintelligible] flows It could be that there is a kind of writing down of the dollar in light of the somewhat less troublesome situation in the Middle East But we don't see much evidence of a lot of movement from this back and forth which would lead to that conclusion; it's possible that people's attitudes are influenced by it and, therefore, they are changing their views about what is the proper level for the dollar, to some extent It is pretty much a matter of guessing  Well, the dollar fell in terms of both the DM and the yen It's now trading at about 185-1/4 DM and 147-1/4 yen So it has declined about 3-1/2 percent, I guess, from the levels prevailing toward the end of last week before the trade figures were announced and whatever has happened that relates to them It's a substantial move  I don't have the sterling quote today But sterling has been under its own pressure because of the [unintelligible]  Well, sterling sometimes acts like a petro- currency and sometimes it doesn't You can't rely on it reflecting what happens in the Middle East Well, sterling is up to 160-165  But it should not move that way if you followed the hypothesis  In Japan, the short-term rates haven't changed; the long-term rates have gone up sharply It seems to be a little element of both of the factors that you talked about Certainly, the market forces led to a substantial increase in their longer-term rates and they have been quite concerned about the vulnerability of their financial situation given the stock market rise, the increase in real estate prices, and so forth They also have allowed changes in some of these rates, like the long-term prime; they tell us they are resisting this, but at the end of the day it is clear that the long- term rates have gone up substantially In Germany, I think there has been a little snugging, but again, it is hard to say how much, because there have been some other things going on  It's, on balance, unchanged; it has been up and down "
3406,1987-09-22,CROSS," [Statement--see Appendix]  Right now we have the feeling that corporations are not doing very much It varies a great deal, of course, but typically the total turnover in the market is many, many multiples of what the final users get It may be 10 times as much But right at the moment we don't get a sense of a lot of corporate activity taking place It may be that they are holding off, for the kind of reasons that I mentioned It may be that they are waiting to see if anything emerges out of these dealings around the time of the IMF meeting Or, from what I hear this morning, there is some expectation being talked about that the G-7 might do one thing or another that would give some greater strength to the dollar They may be holding off for these kinds of reasons  At times they do this They can be very big players in this game, too, and they can do a lot of churning themselves  This always seems to be a pretty important time for an assessment We have the sense that they come back after Labor Day and reassess their position; and they may be doing that right now Frequently, in recent years, we have seen trends begin shortly after the summer holidays and after Labor Day As I said, it may be that they are holding off to see if anything emerges from these meetings next week  That's total conjecture There was a rumor last week of exactly that--that the target range had moved down And then there was a rumor two days later that it had moved up The dollar went down a little when the first rumor occurred and moved back up a little when the second rumor occurred But these are all purely imaginative "
3427,1987-10-20,CROSS," That's a very good question and I wish I had a good answer for it We've been asking ourselves and others that, without any really very convincing response Certainly, there has been some liquidating of things abroad as people have brought funds back into the United States either for meeting their own liquidity needs or for other purposes Also, with all the world tending to be under the same, or at least a downward, pressure in fairly substantial    10/20/87  under the same, or at least a downward, pressure in fairly substantial amount, that may be having an influence Another factor in the past 24 hours is that the climate has looked much better for the cooperative activities among us, the Germans, and the Japanese That's reflected in the statements that followed Secretary Baker's meeting with Mr Soltenberg, and the Japanese comments this morning add to that Also, the statement of the Federal Reserve this morning was favorably noted I'm not sure that adds up to a very convincing answer  Yes Perhaps reflecting what Peter is talking about, in our bond market there has been some tendency to move into Treasury bonds as kind of an attractive place at this point, given the chaos in so many of the equity markets around the world But I think there certainly has been liquidation of overseas positions And we've heard reports, certainly from our colleagues in Canada and from one or two other places, that they have seen investment firms and others liquidating positions, for example in Canadian dollars, and bringing them back "
3438,1987-11-03,CROSS," [Statement--see Appendix]  I would read it the other way that it gets more precarious as we get into these new and heretofore unseen levels The possibility of people getting really frightened and responding in some way--  We don't get the impression that there is an opportunity to flip it and get a big run on the other side The corporations have been noticeable nonparticipants for some time, generally speaking; everybody tended to sit on their hands during all of this chaos that was occurring in the market So, the short answer is, I'm sure there are a lot of people shorting the dollar but we are not, so far as we can tell, in a technical position where we could flip that and get a runup  Yes  On the question of [unintelligible], the Federal Reserve does have the legal authority to intervene and the Treasury has the legal authority to intervene But there are a number of statements and letters and so forth to the Congress which indicate that from the point of view of the Federal Reserve, we will operate in cooperation and coordination with the Treasury on these matters, given the Secretary of the Treasury's role in international financial policy And it is important that we not act in direct violation of Treasury's stated views; or if we did, it would be such a major event that we would feel it necessary to tell the Congress So, basically, we have operated for many, many years on the basis of trying to work these matters out with the Treasury  I'm not disputing that  I have another comment, Mr Chairman We have been operating through this period more or less simply to resist the downward pressures and not in an aggressive way, as you can tell from the numbers We have done $500 million since last Monday; the Japanese have done about almost and the Germans have done almost And there have been very, very heavy purchases of dollars by the British, partly for reasons other than the dollar situation, but it adds up to total dollar purchases in the past    11/3/87  week or so of, I would say, over $5 billion So, we have done a relatively modest amount "
