start_date,end_date,TotalParagraphs,TotalRelevantParagraphs,alternatives_discussed,alternatives_parags,alternativeA,numberofsentences_altA,alternativeB,numberofsentences_altB,alternativeC,numberofsentences_altC,alternativeD,numberofsentences_altD
1988-06-29,1988-06-30,24,8,"Alternative A, Alternative B, Alternative C","(13), (16), (18), (19), (20), (21), (22), (23)","Under
alternative A, borrowing is assumed to decline only $100 million, to $450
million, reversing the most recent increase and part of the tightening
early in the period. Federal funds are expected to trade in a range
around 7-1/2 percent or a little below under alternative B and would move
up toward the 8 percent area under alternative C and down to 7-1/4 percent
or a bit below under alternative A..
(18) Market rates appear to have incorporated the recent firming of
policy, which would be retained under alternative B, and most rates should
remain near current levels over the near term. M3 should
grow at a 6-1/2 percent rate from June to September under this alternative
and drift down only slightly within its annual range..
(23) The reversal of part of the recent tightening, as envisioned under
alternative A, would result in some edging down of short-term rates, espe-
cially on private securities, perhaps heading off any increase in the prime
rate.",3,"Alternative B would continue to specify
adjustment plus seasonal borrowing at the discount window of $550 million. Federal funds are expected to trade in a range
around 7-1/2 percent or a little below under alternative B and would move
up toward the 8 percent area under alternative C and down to 7-1/4 percent
or a bit below under alternative A..
(18) Market rates appear to have incorporated the recent firming of
policy, which would be retained under alternative B, and most rates should
remain near current levels over the near term. (19) Under alternative B, the widening of opportunity costs over the
spring would continue to exert a restraining influence on M2 and M1 in the
months ahead. In reflection of this
pattern, M1 would slow to only a 3-1/2 percent pace under this alternative..
(20) M3, under alternative B, is expected to pick up a little over June
to September from the pace of recent months as outflows from money funds
abate with the stable interest rates assumed under this alternative.",4,"Alternative C would specify a borrowing level of $750 million. Federal funds are expected to trade in a range
around 7-1/2 percent or a little below under alternative B and would move
up toward the 8 percent area under alternative C and down to 7-1/4 percent
or a bit below under alternative A..
(18) Market rates appear to have incorporated the recent firming of
policy, which would be retained under alternative B, and most rates should
remain near current levels over the near term. Total nonfinancial
debt is expected to expand at around an 8 percent annual rate over the June-
to-September period, about in line with that of the second quarter, placing
this aggregate 8-1/2 percent above its fourth-quarter 1987 base..
(21) The market does not appear to be anticipating an immediate further
monetary tightening as contemplated in alternative C. Thus, the half-point
increase in the funds rate under this alternative would prompt other private
short-term rates to move up by a similar amount. Recent
firmness of the dollar could be sustained for a time unless foreign authori-
ties took this opportunity to tighten their policies substantially..
(22) The boost in opportunity costs under alternative C would reduce
monetary growth substantially below the pace of recent months.",4,"No Sentences Alternative D",0
1988-08-16,1988-08-16,15,6,"Alternative B, Alternative C","(7), (9), (10), (12), (13), (14)","No Sentences Alternative A",0,"Alternative B
maintains the current $600 million assumption for adjustment plus seasonal
borrowing and alternative C increases intended borrowing to $800 million. Under alternative B, a federal funds rate of around 8 percent would be
consistent with the average relationship that prevailed over the first half
of this year between borrowing and the funds rate-discount rate spread. However, expectations of a further tightening of policy could persist under
alternative B, causing funds to trade somewhat higher, in an 8 to 8-1/4
percent range. Federal funds likely would trade between 8-1/2 and 8-3/4
percent under alternative C, perhaps more toward the lower end of this
range if the additional firming acted to dispel expectations of still
further near-term policy moves..
(9) Financial markets in recent days have largely built in a
federal funds rate of around 8-1/8 percent, although some further adjust-
ments may occur under alternative B. In any case, the long-term Treasury bond
yield would tend to move higher, perhaps by 10 to 20 basis points, if the
Treasury receives authority to issue more of such securities..
(10) M2 under alternative B is expected to increase at a 3-3/4
percent pace over the last two months of the quarter, slightly higher than
in July. Slower OCD growth, along with weakness in demand deposits
as compensating balance requirements are scaled back, should damp M1
expansion over the next two months to an average of just under 4 percent..
(12) Under alternative B, average M3 growth over August and
September is projected to stay at its 5-1/2 percent July pace, despite a
pickup in bank and thrift credit.",6,"Alternative B
maintains the current $600 million assumption for adjustment plus seasonal
borrowing and alternative C increases intended borrowing to $800 million. Federal funds likely would trade between 8-1/2 and 8-3/4
percent under alternative C, perhaps more toward the lower end of this
range if the additional firming acted to dispel expectations of still
further near-term policy moves..
(9) Financial markets in recent days have largely built in a
federal funds rate of around 8-1/8 percent, although some further adjust-
ments may occur under alternative B. The debt of domestic nonfinancial sec-
tors is projected to grow at around an 8 percent annual rate over the
remainder of the year, placing it a little below the midpoint of its moni-
toring range by year-end..
(13) The tightening of reserve positions under alternative C
immediately following the discount rate hike would be somewhat surprising
to market participants and the associated 1/2 percentage point increase in
the funds rate probably would show through nearly fully in private money
market rates. The higher real rates would boost the dollar on
foreign exchange markets, at least for a time, and the greater foreign
demand for dollar assets could cushion somewhat the effects on bond and
stock prices..
(14) With the higher interest rates of alternative C, M2 is pro-
jected to record only 3 percent growth over August and September. Growth of M3, by contrast, would probably not be damped enough
under alternative C to move below its midpoint, even by year-end. Long-
term debt issuance by businesses likely would be more restrained under
alternative C, shifting some business credit demands to banks, despite a
probable further increase in the prime rate.",6,"No Sentences Alternative D",0
1988-09-20,1988-09-20,14,6,"Alternative A, Alternative B, Alternative C, alternative e","(7), (9), (10), (11), (12), (13)","The funds rate
would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise
to the 8-1/2 to 8-3/4 percent area under alternative C..
(9) With markets now expecting no change in policy over the near
term, short-term rates likely would remain near current levels under alter-
native B; the 3-month Treasury bill rate should stay around 7-1/4 percent. M3 growth also would slow from its pace
of recent months, mainly reflecting further weakness in institution-only
money market mutual funds..
(13) Under alternative A, M2 and M3 would strengthen over the
August-to-December period.",2,"Under alternative B, the federal funds rate would be
expected to continue to trade generally in the 8 to 8-1/4 percent area. (10) M2 is expected to continue to grow at a 3 percent annual rate
from August to December under alternative B, with particular weakness in
liquid deposits; M1 is projected to increase at only a 1/2 percent annual
rate over this period. M2 velocity would rise at a 3 percent
rate in the fourth quarter, somewhat faster than in the current quarter,
and M1 velocity at a 5-1/2 percent rate..
(11) M3 likely would continue to grow at a 5 percent rate under
alternative B, and its velocity would edge up again in the fourth quarter.",3,"The funds rate
would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise
to the 8-1/2 to 8-3/4 percent area under alternative C..
(9) With markets now expecting no change in policy over the near
term, short-term rates likely would remain near current levels under alter-
native B; the 3-month Treasury bill rate should stay around 7-1/4 percent. Domestic nonfinancial debt is expected to rise at a 8-1/2 percent rate over
the last four months of the year and for the year as a whole, leaving it
somewhat below the midpoint of its 7 to 11 percent monitoring range..
(12) With markets not now expecting a near-term tightening of
policy, the rise in the federal funds rate under the firmer reserve condi-
tions of alternative C would be about matched by increases in other short-
term rates--perhaps including the prime rate. The further rise in oppor-
tunity costs under alternative C would likely damp M2 growth to only a 2
percent rate over the August-to-December period, and its M1 component would
be expected to decline a little.",3,"No Sentences Alternative D",0
1988-11-01,1988-11-01,18,6,"Alternative A, Alternative B, Alternative C","(7), (11), (12), (14), (16), (17)","And, in
general, trend growth in bank and thrift credit should remain damped in
response to capital requirements and regulatory pressures..
(14) Under alternative A, money market interest rates would
decline about 1/2 percentage point, with the 3-month Treasury bill drop-
ping to a little below 7 percent.",1,"Under alternative B, reserve paths would continue to be built
with seasonal plus adjustment borrowing of $600 million, while under
alternatives A and C reserve paths would incorporate borrowing levels of
$400 million and $800 million, respectively..
(11) Under alternative B, M2 growth would strengthen modest-
ly--to a 3 percent rate--from the 1-1/4 percent pace of September and
October, largely reflecting some turnaround in overnight RPs and
Eurodollars. Under this alternative, M2 would
enter the year at around the lower end of its provisional range for
strengthen only gradually next year, remaining well down in its range
for some time..
(12) M3 growth is expected to pick up to a 6-1/2 percent rate
over November and December under alternative B, implying quarterly
average growth of 4-1/2 percent in the current quarter and a further
rise in its velocity--at a 2 percent rate.",2,"In the absence of particularly weak
economic data, the yield curve could steepen a bit..
(16) With little anticipation of a near-term tightening of
policy remaining in the market, short-term interest rates would climb
about 1/2 percentage point under alternative C. The extent of this rise could be relatively small if
the tightening of policy were interpreted as damping activity and reduc-
ing inflationary risks in an economy that was already seen to be
experiencing more moderate growth..
(17) Under alternative C, M2 would expand at only a 2 percent
rate over the remainder of the year.",2,"No Sentences Alternative D",0
1988-12-13,1988-12-14,16,8,"Alternative A, Alternative B, Alternative C","(8), (9), (10), (11), (12), (13), (14), (15)","No Sentences Alternative A",0,"Under Alternative B, a borrowing
objective of $400 million would be retained, and federal funds would be
expected to settle mainly into an 8-3/8 to 8-1/2 percent range, though
slightly higher rates are possible through year-end. (10) Short-term market interest rates are likely to retreat some-
what under alternative B. Moreover, the dollar likely would come under downward pressure
under this alternative, raising concern about future inflation trends,
especially if the decline occurred in the context of continued strength in
the economy as envisioned in the staff forecast..
(11) From a November base, M2 growth is expected to average 4 per-
cent at an annual rate through March under alternative B, maintaining its
average pace of October and November. Based on the
greenbook forecast for GNP, M2 velocity is expected to rise at a 4 percent
annual rate in the first quarter, near its estimated pace in each of the
last two quarters of 1988..
(12) M3 growth of 7 percent at an annual rate is anticipated from
November to March under alternative B, somewhat above the average of the
last two months. In the household sector,
mortgage borrowing is likely to continue near the pace of the last few
quarters as home sales are anticipated to hold close to recent levels for
several months, especially to the extent that interest rates stabilize or
ease off under alternative B. Consumer credit growth may pick up tempo-
rarily early next year if, as expected, auto makers step up their sales
promotions to boost demand.",5,"Alternative C incor-
porates an increase in intended discount borrowing to $600 million, with
the federal funds rate likely to move up to around 8-7/8 to 9 percent. Under both
alternatives, M2 growth over coming months would be relatively restrained,
reflecting recent and, under alternative C, prospective increases in mar-
ket interest rates. State and
local government offerings are likely to stay relatively subdued, though any
tendency for rates to drop under this alternative might foster a renewed
interest in refunding outstanding debt..
(14) Although market rates incorporate some near-term firming of
policy, an immediate rise in federal funds to the 8-7/8 to 9 percent area
associated with alternative C likely would elicit some further increase in
short-term market interest rates. Any upward pressure on the dollar would likely be mitigated
by firmer policy abroad, as foreign monetary authorities took advantage of
this opportunity to respond to the potential for inflation pressures in
their own economies..
(15) M2 growth probably would be held down to a 3 percent annual
rate from November to March under alternative C, placing this aggregate just
at the lower end of its tentative 1989 target range.",4,"No Sentences Alternative D",0
1989-02-07,1989-02-08,25,4,"Alternative B, Alternative C","(20), (22), (23), (24)","No Sentences Alternative A",0,"With funds continuing to trade at or a
little above 9 percent, as expected under alternative B, some of the rate
increases registered most recently may unwind, with Treasury bill rates
moving back to around 8-3/8 percent or a little below. As maintaining the reserve
pressures of alternative B causes international investors to begin recon-
sidering the likelihood of an imminent U.S. monetary policy tightening,
the value of the dollar could begin to slip. (23) Increases in short-term market rates over recent months should
restrain M2 growth through this quarter under alternative B. The 2 percent M2
growth of alternative B from December to March implies quarterly average
growth of only 3 percent for this aggregate. Consistent with the GNP outlook in the greenbook, the income
velocity of M2 would increase this quarter at a 5-3/4 percent annual rate,
nearly twice its rate of change over the second half of 1988..
(24) M3 growth under alternative B should strengthen from its
January lull to a 4-1/2 percent annual rate over February and March,
bringing growth from December to March to a 3-1/2 percent annual rate.",5,"(20) The two near-term policy alternatives presented involve
adjustment plus seasonal discount borrowing of $600 million for alterna-
tive B with funds trading at around 9 percent or a bit above, and borrow-
ing of $800 million for alternative C with funds 1/2 percentage point
higher.",1,"No Sentences Alternative D",0
1989-03-28,1989-03-28,16,6,"Alternative A, Alternative B, Alternative C","(8), (10), (11), (12), (14), (15)","Alternative A entails federal funds around 9-1/4 percent and borrowing of
$300 million, and alternative C involves funds around 10-1/4 percent and
borrowing of $700 million. M3
expansion, at 4-1/2 percent over the March-to-June period, while picking
up some from the sluggish rate of recent months, would remain in the lower
portion of its long-run range..
(15) With the lower money market rates of alternative A, M2 growth
would strengthen to a 4 percent pace, lifting it above the lower bound of
its growth cone by June.",2,"Alternative B maintains the current degree of reserve market pres-
sure, with federal funds trading around 9-3/4 percent or slightly higher
in association with adjustment plus seasonal borrowing of $500 million. Even with this approach, funds could temporarily trade
above expected levels in coming days should significant quarter-end
pressures emerge and again in the latter half of April should individual
income tax payments prove to be larger than anticipated, leading to a
sharper advance in required reserves and a larger drain in bank reserves..
(10) The existing structure of interest rates appears to incor-
porate some expectation that monetary policy may be a little firmer in the
near term than is assumed under alternative B. As a consequence, with
federal funds continuing around 9-3/4 percent or even a little above under
alternative B, money market rates might tend to decline a bit. Should the incoming data point more clearly to
continued strength in the economy and prices, consistent with the
greenbook forecast, bond yields would be unlikely to fall with an
unchanged System policy stance and could even move higher..
(11) Growth in M2 under alternative B, at 3 percent from March to
June, would be stronger on average than over the first three months of
this year. M1 would continue about flat over the March-to-June period as outflows of
transactions deposits about match growth in currency; consequently, its
velocity would increase at around the projected 7-3/4 percent increase in
nominal GNP..
(12) M3 is projected to grow at a 5 percent annual rate over the
March-to-June period under alternative B, somewhat faster than from
December to March.",5,"Alternative A entails federal funds around 9-1/4 percent and borrowing of
$300 million, and alternative C involves funds around 10-1/4 percent and
borrowing of $700 million. With
the further rise in market rates, M2 would expand at a 2 percent annual
rate over the March-to-June period under alternative C, only a bit faster
than the December-to-March pace.",2,"No Sentences Alternative D",0
1989-05-16,1989-05-16,14,5,"Alternative A, Alternative B, Alternative C","(7), (9), (11), (12), (13)","Under alternative A, the funds rate would decline to the 9-1/4
to 9-3/8 percent area with borrowing around $400 million, and under alter-
native C federal funds would rise to 10-1/4 to 10-3/8 percent and borrow-
ing to $800 million..
(9) M2 under all the alternatives embodies some impetus from the
decline in market rates over the intermeeting period, as well as a common
catch-up factor. As a consequence, this aggregate
through June should remain below the 3 percent lower bound of its target
cone, even under the reduced interest rates of alternative A. However, if
money market conditions of either alternative A or B were maintained
through the summer, the waning effects of earlier increases in market
interest rates, reinforced by the delayed upward adjustment of liquid
deposit rates, likely would bring M2 within its annual range by the end of
the third quarter, assuming spending and income growth close to the green-
book projections. With U.S. interest rates possibly firming under this
alternative, the exchange value of the dollar in the weeks ahead could be
subject to further upward pressure, unless monetary authorities were to
intervene in a much more aggressive manner..
(12) The easing of the federal funds rate under alternative A
would result in further declines in short-term rates of an additional 1/4
percentage point.",4,"Under alternative B, funds would continue to trade in the
reserve market conditions are likely to involve borrowing of around $600
million. The velocity of M2 would be expected to increase between
a 5 and 6 percent rate in the second quarter under the three alternatives;
this is substantially faster than would be predicted from our models of
money demand, given the interest rates of the three alternatives and
greenbook GNP, reflecting in part the depressing effect of the tax-related
drawdown on quarterly average M2..
(11) Since market yields now appear to have built in some near-
term easing of monetary policy, maintaining current conditions under
alternative B probably would be associated with some back-up in short-term
rates.",2,"In any case, some downward pressure on
the exchange value of the dollar would be likely as interest differentials
favoring dollar assets narrowed further..
(13) The tightening of policy under alternative C would be a
considerable surprise to financial markets, and would likely induce a
substantial-backup in rates.",1,"No Sentences Alternative D",0
1989-07-05,1989-07-06,33,8,"Alternative A, Alternative B, Alternative C","(22), (24), (27), (28), (29), (30), (31), (32)","The
easing of policy under alternative A might be associated with less than
the usual $200 million reduction in borrowing. As a consequence, the staff estimates that a funds
rate in the 9 to 9-1/8 percent area under alternative A would be consis-
tent with borrowing of perhaps around $550 million. Domestic nonfinancial debt
is expected to expand at a 7-1/2 percent rate from June to September,
leaving this aggregate 7-3/4 percent at an annual rate above its fourth-
quarter base..
(29) The extent of the easing of policy embodied in alternative A
would be larger than expected by market participants for the very near
term, although the current structure of market rates appears to reflect
expectations of a drop in rates of this magnitude in the next few months. Long-term rates would
tend to move lower, although with some easing already built into the yield
curve the decline could be minor..
(30) With money market rates and opportunity costs dropping under
alternative A, M2 growth would strengthen to an 8 percent rate over the
June-to-September period, bringing this aggregate into the lower end of
its annual target cone in August.",4,"Under alternative B, federal funds would continue to trade in the 9-1/2 to
tions, adjustment plus seasonal borrowing would be expected to average
$650 million over the coming intermeeting period, up from the present $500
million assumption. In any event, the
rather high degree of uncertainty about the borrowing relationship sug-
gests that the Desk again should pursue the borrowing objective flexibly..
(27) Under alternative B, M2 would grow at a 6-1/2 percent rate
over the June-to-September period, lifting this aggregate to the bottom of
its annual target cone in September. (28) M3 growth would strengthen to a 7 percent clip over the
June-to-September period under alternative B. Bank credit is projected to
be somewhat stronger in coming months, partly reflecting the possibility
of major corporate restructuring activity, which would be funded initially
by banks.",3,"Under alternative C, funds would trade
around 10 percent or a bit higher with borrowings of $850 million. M3 growth
would firm under this alternative to a 7-1/2 percent rate, boosted in part
by larger inflows to institution-only money funds..
(31) The tightening of reserve conditions under alternative C
would come as a surprise to the financial markets. Bond rates would tend to rise under this
alternative, although the extent of any such rise would be limited to the
degree that market participants saw the move as unsustainable or focused
on its impact on inflation pressures over time..
(32) Under alternative C, M2 would expand over the June-to-Sep-
tember period at a 5 percent rate and would remain below the lower bound
of its annual growth cone in September (though on a trajectory to touch
that lower bound in the fourth quarter).",3,"No Sentences Alternative D",0
1989-08-22,1989-08-22,19,7,"Alternative A, Alternative B, Alternative C","(8), (9), (10), (11), (13), (14), (17)","Under alternative
A, a funds rate of 8-1/2 to 8-5/8 percent would be expected to be asso-
ciated with borrowing of $450 million, while under alternative C, a funds
rate of 9-1/2 to 9-5/8 percent would accompany borrowing of $650 million. Under alternative A, seasonal credit would have to drop
significantly from current levels. Supported by slightly higher market rates,
strength in the dollar on foreign exchange markets could persist, at least
for a time..
(10) Alternative A's policy easing likely would engender general
declines in market yields. A rally in bond markets also would seem probable, espe-
cially because inflation concerns do not now seem to be weighing on market
psychology; however, should spending prove reasonably strong, there is
some risk that such concerns would be reignited against the background of
the further easing of policy in alternative A. The
lower interest rates of alternative A could boost M2 growth to a 7-1/2
percent rate in September, and, with comparable growth in the fourth
quarter, to 4-3/4 percent for the year.",5,"Alternative B involves federal funds continuing to trade
mostly in a 9 to 9-1/8 percent range and adjustment plus seasonal borrow-
ing at the discount window remaining at $550 million. The stability of the funds rate around the current
level under alternative B, especially if combined with incoming economic
data in line with the greenbook forecast of sustained economic growth,
would raise further doubts in securities markets about the likelihood of
such an easing. Partly as a consequence, M2 growth
under alternative B is projected to slow from around 8 percent in August
to 6 percent in September, with the resolution impact accounting for per-
haps as much as 1 percentage point of the moderation. On balance,
the thrift situation is projected to damp M3 growth by about 2 percentage
points in September to 5 percent under alternative B..
(17) Alternative C, by widening opportunity costs on liquid
balances, would tend to retard M2 growth to a 4-1/2 percent rate in Sep-
tember.",4,"Under alternative
A, a funds rate of 8-1/2 to 8-5/8 percent would be expected to be asso-
ciated with borrowing of $450 million, while under alternative C, a funds
rate of 9-1/2 to 9-5/8 percent would accompany borrowing of $650 million. Some downward adjustment
to the exchange value of the dollar also could occur since foreign author-
ities would be unlikely to follow up with comparable easing actions in
light of inflationary pressures abroad..
(11) Under alternative C, market interest rates would back up
abruptly, given that the Federal Reserve policy tightening would come as a
surprise. On balance,
the thrift situation is projected to damp M3 growth by about 2 percentage
points in September to 5 percent under alternative B..
(17) Alternative C, by widening opportunity costs on liquid
balances, would tend to retard M2 growth to a 4-1/2 percent rate in Sep-
tember.",3,"No Sentences Alternative D",0
1989-10-03,1989-10-03,15,6,"Alternative A, Alternative B, Alternative C","(8), (10), (11), (12), (13), (14)","This also
implies that, under alternative A, a decline of only $100 million in the
borrowing objective--to $400 million--is likely to be associated with a
decrease in the federal funds rate to around 8-1/2 percent; similarly, a
rise of only $100 million in borrowing--to $600 million--would be asso-
ciated with an increase in the federal funds rate to around 9-1/2 percent
under alternative C. In total,
domestic nonfinancial debt is expected to grow at around an 8 percent
annual rate over the fourth quarter, implying similar growth for the year,
a little below the midpoint of its annual monitoring range..
(13) Under alternative A, short-term interest rates are likely
to fall in tandem with the 50 basis point drop in the funds rate. M3 growth would strengthen to a 5 percent rate over
the September-to-December period under alternative A..
(14) The tightening of policy under alternative C would come as a
surprise to the markets, especially in the present international environ-
ment.",3,"Under alternative B,
a federal funds rate of around 9 percent would be expected to be asso-
ciated, at least initially, with adjustment plus seasonal borrowing of
$500 million. In any event, owing to the continued uncertainty
about the borrowing relationship, some flexibility in pursuit of the bor-
rowing objective would again seem to be warranted..
(10) Interest rates would be expected to remain near current
levels under alternative B. Markets do not now appear to be anticipating
any near-term change in policy, and incoming economic data consistent
with the staff greenbook forecast are not likely to provoke significant
change in market sentiment. Should the dollar rebound strongly, however,
domestic interest rates might edge off if market participants saw this as
implying reduced inflation pressures and greater prospects for policy
easing in the United States..
(11) Under alternative B, M2 is expected to grow at a 6-1/2 per-
cent annual rate over the September-to-December period, a little below the
recent pace. Overall, Ml should grow at around a 4-1/2 percent
rate over this period, near its September pace..
(12) Under alternative B, M3 growth would pick up a bit from its
August and September pace to a 4-1/2 percent rate.",4,"This also
implies that, under alternative A, a decline of only $100 million in the
borrowing objective--to $400 million--is likely to be associated with a
decrease in the federal funds rate to around 8-1/2 percent; similarly, a
rise of only $100 million in borrowing--to $600 million--would be asso-
ciated with an increase in the federal funds rate to around 9-1/2 percent
under alternative C. M3 growth would strengthen to a 5 percent rate over
the September-to-December period under alternative A..
(14) The tightening of policy under alternative C would come as a
surprise to the markets, especially in the present international environ-
ment.",2,"No Sentences Alternative D",0
1989-11-14,1989-11-14,16,7,"Alternative A, Alternative B","(8), (9), (10), (12), (13), (14), (15)","In alternative A, a federal funds
rate around 8 percent would be accompanied by a borrowing assumption of
$100 million. (10) The 1/2 percentage point reduction in the federal funds rate
under alternative A would come sooner and be larger than market partici-
pants are now expecting. Bond yields
probably would decline noticeably under alternative A; market participants
may interpret an immediate further easing as suggesting a more aggressive
policy posture by the Federal Reserve, and perhaps an assessment of sub-
stantial underlying weakening in the economy. However, should incoming
data show the economy continuing to advance at its recent pace over coming
months, in the context of a weaker dollar, the cumulative effect of past
easing measures and alternative A over a short time might be viewed as
setting the stage for a subsequent strengthening of the economy, raising
questions about prospects for prices..
(12) Even under the unchanged interest rates of alternative B, M2
growth would remain close to last month's brisk pace, buoyed by recent
declines in market interest rates and opportunity costs. (14) Under alternative A, growth of M2 and M3 through December
would be boosted slightly by the associated decline in market interest
rates and easing of lending conditions. September-to-December M2 and M3
growth would rise to 8 and 4-3/4 percent rates, respectively..
(15) The recent easing, which would be maintained under alterna-
tive B, and any additional easing under alternative A, would have impor-
tant effects on money growth in the first quarter of next year. Alternative A likely would
yield M2 growth noticeably above the upper end of the tentative growth
cone, though well within the parallel lines.",7,"In alternative B, federal funds would continue to trade around
seasonal borrowing of $200 million. The exchange value of the dollar could exhibit
little net change over the intermeeting period under alternative B, though
any policy tightening abroad may tend to exert downward pressure on the. However, should incoming
data show the economy continuing to advance at its recent pace over coming
months, in the context of a weaker dollar, the cumulative effect of past
easing measures and alternative A over a short time might be viewed as
setting the stage for a subsequent strengthening of the economy, raising
questions about prospects for prices..
(12) Even under the unchanged interest rates of alternative B, M2
growth would remain close to last month's brisk pace, buoyed by recent
declines in market interest rates and opportunity costs. (13) M3 growth under alternative B will continue to be damped by
the ongoing shedding of assets by undercapitalized S&Ls and by funds
supplied through RTC resolutions. Under
alternative B, M2 would expand around the 7 percent upper limit of its
tentative range in the early months of 1990.",5,"No Sentences Alternative C",0,"No Sentences Alternative D",0
1989-12-18,1989-12-19,18,8,"Alternative A, Alternative B, Alternative C","(9), (10), (11), (12), (13), (15), (16), (17)","Under alternative A, the
federal funds rate would decline to the 8 percent area accompanying a
decline in adjustment plus seasonal borrowing to $100 million. Credit growth at banks should
remain close to the pace of recent months; these institutions will con-
tinue to fill some of the void in residential and consumer installment
lending and acquisitions of mortgage securities caused by the withdrawal
of the thrift industry..
(15) The easing of policy under alternative A would be a little
more than now seems to be anticipated by market participants over coming
weeks. The dollar could weaken significantly further..
(16) With the further drop in interest rates, growth in M2 would
strengthen under alternative A to a 9 percent annual rate over the Novem-
ber-to-March period, placing this aggregate noticeably above the upper end
of its tentative growth cone. Under alternative A,
growth in M3 would firm to a 6 percent rate over the November-to-March
period, a bit above the midpoint of its tentative 1990 range.",4,"The specifications of alternative B involve federal funds
continuing to trade in the 8-1/2 percent area in association with adjust-
ment plus seasonal borrowing of $150 million. (11) The markets have built in some additional easing of policy
in the near term, and as federal funds continue to trade around 8-1/2
percent under alternative B, money market rates might firm a little. With policy unchanged, the dollar might show
little further depreciation, unless key foreign central banks tighten
policies further..
(12) Under alternative B, M2 would expand at an 8 percent annual
rate over the November-to-March period, near the pace of recent months. (13) M3 is expected to grow at a 5-1/2 percent annual rate under
alternative B, in line with its faster pace of October and November.",4,"Federal
funds would return to the 9 percent area under alternative C, associated
with adjustment plus seasonal borrowing of $200 million. A decline
in market rates might not boost M3 in line with previous experience, since
higher prices on mortgages and mortgage-backed securities could encourage
the sale of assets by thrifts..
(17) Alternative C would restrain M2 growth to around the upper
bound of its 1990 growth cone by March, putting it on a track toward the
middle of its tentative range; such a move would seem to increase the odds
on more noticeable progress toward price stability, with assistance from a
stronger dollar, albeit with greater risk of an economic downturn.",2,"No Sentences Alternative D",0
1990-02-06,1990-02-07,27,7,"Alternative A, Alternative B, Alternative C","(19), (20), (22), (23), (24), (25), (26)","In the
federal sector, borrowing quickens over the balance of the quarter, while
the average growth of the overall debt of the other sectors should about
maintain the estimated January pace..
(25) The policy easing embodied in alternative A, with the funds
rate moving to 7-3/4 percent, would induce a nearly comparable decline in
other short-term interest rates.",1,"Alternative B involves federal funds continuing to trade
in the 8-1/4 percent vicinity, in association with adjustment plus sea-
sonal borrowing of $150 million. Under alternative B, adjustment credit may
average only $75 million, not far above the frictional amount, as the
reluctance of depositories to tap the window for such credit is rein-
forced by questions about the general health of the banking industry that
are raised by developments in the real estate and LBO lending areas and by
the problems of the Bank of New England. (22) Under alternative B, the continuation of the federal funds
rate around 8-1/4 percent would accord with current market expectations
for the near term. Increases in bond yields since the last FOMC meeting have restored the
more typical upward-sloping term structure, apparently on the basis of
expectations that federal funds trading not far from current levels will
be consistent with continued economic expansion and underlying inflation
persisting at its recent pace..
(23) Growth in M2 under alternative B is expected to strengthen
in February and March from its January pace, owing largely to a rebound in
transaction deposits. M2 would continue to outpace nominal GNP in the first quarter,
implying a contraction of its velocity at a 1-1/2 percent rate..
(24) Under alternative B, M3 would grow at a 3-1/2 percent rate
from December to March.",5,"The 7-3/4 percent funds rate for al-
ternative A appears roughly consistent with $100 million of borrowing,
while the 8-3/4 percent funds rate of alternative C would be accompanied
by about $200 million of borrowing. M3 would rise at a 4 percent rate over the two months,
rapidly enough to engender a December-to-March growth rate of 3-3/4 per-
cent and place this aggregate a little above its 3-1/2 percent tentative
lower bound..
(26) By contrast, the 1/2 percentage point increase in the funds
rate under alternative C would restrain December-to-March growth of M2 and
M3 to 6-1/2 and 3-1/4 percent, respectively, positioning them just below
the upper bound and at the lower bound of their respective tentative
ranges by March.",2,"No Sentences Alternative D",0
