meeting_date,article_date,headline,content,link
2007-12-11 00:00:00,2007-12-12 00:00:00,Magazine preview: The Huckabee factor,"This article will appear in the upcoming issue of The New York Times Magazine.Mike Huckabee walked into the lobby of the Des Moines Marriott at 5:30 a.m. on Dec. 3, deposited an armful of dirty laundry at the desk and checked to make sure he was being credited with Marriott Rewards points toward his next stay. Then, accompanied by his wife, Janet, his daughter, Sarah, and his press secretary, Alice Stewart — who doubles as his Boston Marathon trainer — he walked into the dark, freezing morning, climbed into a waiting S.U.V. and headed for Central College in Pella, Iowa.Huckabee, a former Arkansas governor, was in a buoyant mood on three hours of sleep. The night before, his commercial flight suffered a long Chicago holdover on the way from Boston, but he had reason to hope that his days at the mercy of the airlines might be numbered. A Des Moines Register opinion poll had just shown Huckabee passing Mitt Romney to take the lead in the run-up to the Jan. 3 caucus. His picture, he already knew, was on the front page of that morning's USA Today. Now he was headed to Central College, to appear, surrounded by enthusiastic students, on ""The Early Show"" on CBS . This kind of momentum, he hoped, would finally produce enough cash to allow him to charter his own plane.The governor was especially happy that morning about an impending endorsement he expected (and received the following day) from Tim LaHaye, the author of the apocalyptic ""Left Behind"" series of novels. ""Left Behind"" is wildly popular among evangelicals, who have bought more than 65 million copies, making LaHaye a very rich man and one of the few writers who is also a major philanthropist. Recently he donated a hockey rink to Jerry Falwell's Liberty University, although some members of the faculty there deride ""Left Behind"" as science fiction. Huckabee, an ordained Southern Baptist minister, has no such reservations. He considers the ""Left Behind"" books, in which the world comes to a violent end as Jesus triumphs over Satan, a ""compelling story written for nontheologians.""Huckabee's affability and populist economic and social views have sometimes been misinterpreted as a moderate brand of evangelical Christianity. In fact, as he wrote in his book ""Character Makes a Difference,"" he considers liberalism to be a cancer on Christianity. Huckabee is an admirer of the late Jerry Falwell (whose son, Jerry Jr., recently endorsed his candidacy) and subscribes wholeheartedly to the principles of the Moral Majority. He also affirms the Baptist Faith and Message statement: ""The Holy Bible . . . has truth, without any mixture of error, for its matter. Therefore, all Scripture is totally true and trustworthy.""
Advertisement
Continue reading the main story
On the road to Pella, Huckabee talked about the enthusiasm he now encounters everywhere he goes. For example, he said, his driver in California not only declined payment but also wrote the governor a $50 personal check right on the spot. It was, I thought, a dangerous anecdote to tell within earshot of a professional driver traveling along an icy highway at high speed, but Huckabee was feeling invulnerable, and the driver, I later realized, was already on the governor's team. Huckabee normally starts his mornings by running 6 to 10 miles and reading a chapter from the Book of Proverbs. Today he was too pressed to do either, but he planned to catch up later. Anyway, he knew much of the day's assignment, Chapter 3, by heart. ""Trust in the Lord,"" he quoted, ""and lean not upon thine own understanding."" Not a bad motto for a campaign that is still too broke to do any independent polling. Continue reading the main story",http://www.nytimes.com/2007/12/12/world/americas/12iht-12huckabee-mag.8719545.html?searchResultPosition=4
2005-06-30 00:00:00,2005-07-01 00:00:00,Text of Fed Statement on Rates,"Following is the text of a revised statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to raise its benchmark interest rates a quarter-point:The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 31/4 percent.The committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity.Although energy prices have risen further, the expansion remains firm and labor market conditions continue to improve gradually. Pressures on inflation have stayed elevated, but longer-term inflation expectations remain well contained.The committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Edward M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.In a related action, the board of governors unanimously approved a 25-basis-point increase in the discount rate to 41/4 percent. In taking this action, the board approved the requests submitted by the boards of directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on July 1, 2005, on Page C00003 of the National edition with the headline: Text of Fed Statement on Rates.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2005/07/01/business/text-of-fed-statement-on-rates.html?searchResultPosition=1
2005-06-30 00:00:00,2005-07-01 00:00:00,Fed Stays Its Course a 9th Time,"WASHINGTON, June 30 - The Federal Reserve raised short-term interest rates on Thursday, the ninth consecutive increase and almost certainly not the last.As investors expected, the central bank raised the federal funds rate on overnight loans between banks a quarter-point, to 3.25 percent.In a statement that accompanied the announcement, policy makers gave no hint of when they might slow or stop their march to higher rates.They repeated previous declarations that monetary policy is ""accommodative,"" which means interest rates are still lower than officials want, and they again said rates could still rise at a ""measured"" pace.
Advertisement
Continue reading the main story
The Fed has been using those words as a form of advance guidance that it will continue raising short-term rates a quarter-point at each policy meeting until it says something different. Continue reading the main story",http://www.nytimes.com/2005/07/01/business/fed-stays-its-course-a-9th-time.html?searchResultPosition=2
1988-09-20 00:00:00,1988-09-21 00:00:00,CREDIT MARKETS; Prices of Treasury Issues Up a Bit,"View page in TimesMachine
 September 21, 1988, Page 00014Buy Reprints The New York Times Archives
Prices of Treasury notes and bonds posted modest gains in very quiet, trendless trading yesterday, recapturing most of the losses sustained during Monday's session.Traders sold securities early in the day after the release of a Commerce Department report showing that, while economic growth in the second quarter was somewhat slower than previously thought, the rate of inflation was somewhat faster.However, the losses only amounted to as much as one-quarter of a point on long-term bonds. And they were recouped later on weakness in gold and oil prices. Reserves Added by FedSomewhat surprisingly, the day's major event in the credit markets had little or no impact on prices. For the second consecutive day, the Federal Reserve added reserves to the banking system, a move that surprised traders and led some to wonder if the central bank might be sending signals that it intended to ease monetary policy.
Advertisement
Continue reading the main story
The Fed's move came on a day when members of its Open Market Committee were meeting in Washington to discuss the state of the economy and the appropriate course of monetary policy. Continue reading the main story",http://www.nytimes.com/1988/09/21/business/credit-markets-prices-of-treasury-issues-up-a-bit.html?searchResultPosition=1
1988-09-20 00:00:00,1988-09-21 00:00:00,Inflation Rate Shows Rise to 5% in Quarter,"View page in TimesMachine
 September 21, 1988, Page 00001Buy Reprints The New York Times Archives
Prices climbed at a faster clip than previously thought during the second quarter, pushing the inflation rate further above the expectations of the Federal Reserve and Administration policymakers, Commerce Department figures showed today.None of the new figures, however, made much of an impression on economists or financial markets, and the Reagan Administration insisted there was still no reason to believe inflation was headed for worrisome levels.Marlin Fitzwater, the White House spokesman, said, ''The facts, plus the moderating growth rate, point to inflation remaining under control.''The Commerce Department said that prices rose at a 5 percent rate from April through June, as measured by the fixed-weighted index tied to the gross national product, compared with the 4.7 percent rate estimated for the period in both July and August. This compared with a 3.5 percent inflation rate during the first three months of the year.
Advertisement
Continue reading the main story
A less accurate gauge, the G.N.P.'s implicit price deflator, jumped to a 5.5 percent rate in the spring quarter from 1.7 percent during the winter. This was above earlier estimates of 4.1 percent and 5.1 percent. Continue reading the main story",http://www.nytimes.com/1988/09/21/business/inflation-rate-shows-rise-to-5-in-quarter.html?searchResultPosition=2
1989-08-22 00:00:00,1989-08-23 00:00:00,CREDIT MARKETS; TREASURIES SLUMP AMID BIG SUPPLY,"View page in TimesMachine
 August 23, 1989, Page 00001Buy Reprints The New York Times Archives
Prices of Treasury notes and bonds slumped yesterday, sending the yield on the Treasury's bellwether 30-year bond to a 10-week high of 8.24 percent.Trading was sluggish, as market participants struggled with an offering of $9.5 billion worth of new two-year Treasury notes, the latest in an avalanche of new Treasury issues.Late in the day, the Treasury said the notes were sold at an average yield of 8.37 percent, sharply higher than the average 7.75 percent yield at the last two-year auction on July 26. The price surge came despite early optimism among traders that the auction had gone well. ''We saw pockets of reasonable interest,'' one government securities trader said. ''This is the first Treasury auction in a month that has been fairly priced.''Even so, the slide continued after the auction results were released, and by late in the day the two-year notes were offered on a when-issued basis at a price to yield 8.41 percent. Sale 'Did Not Go Well'
Advertisement
Continue reading the main story
''This auction did not go well,'' said William V. Sullivan Jr., a senior vice president at Dean Witter Reynolds. ''The Street picked up a lot more paper than perhaps had been anticipated. Retail investors were not big buyers, despite the huge backup in short- to intermediate-term rates.'' Continue reading the main story",http://www.nytimes.com/1989/08/23/business/credit-markets-treasuries-slump-amid-big-supply.html?searchResultPosition=1
1989-08-22 00:00:00,1989-08-23 00:00:00,ORDERS FOR DURABLES DOWN 1.9% IN JULY,"View page in TimesMachine
 August 23, 1989, Page 00001Buy Reprints The New York Times Archives
Orders to American factories for durable goods tumbled 1.9 percent in July to the lowest level in nine months, the Government said today. The report provides further evidence that the economy is weakening.The Commerce Department said demand for durable goods, a wide range of consumer and commercial items expected to last three years or more, totaled a seasonally adjusted $122.9 billion last month, the lowest level since October 1988.It was the fourth drop this year in the sector, which is considered a bellwether of the economy's performance.In June, orders rose 1.4 percent, faster than expected, following a 4.5 percent plunge in May, the steepest drop in 10 months. Orders rose in April and March and fell in February and January.
Advertisement
Continue reading the main story
''The numbers are up and down, up and down, but over all the downs outweigh the ups in 1989,'' said Cynthia Latta, an economist with DRI-McGraw Hill Inc., a Lexington, Mass., forecasting firm. Continue reading the main story",http://www.nytimes.com/1989/08/23/business/orders-for-durables-down-1.9-in-july.html?searchResultPosition=2
1992-08-18 00:00:00,1992-08-19 00:00:00,CREDIT MARKETS; Treasuries Regain Some Ground,"View page in TimesMachine
 August 19, 1992, Page 00014Buy Reprints The New York Times Archives
The bond market rose modestly yesterday, wiping out most of Monday's losses on the 30-year bond and moving higher in other maturities. But traders and analysts are still worried about some sudden surprise from the Republican National Convention and expect the market to be volatile for the rest of the week.The day's economic data continued to paint a picture of an economy growing slowly, which is one of the main reasons prices of notes and bonds have advanced recently.The Commerce Department reported that housing starts fell 2.8 percent in July, which surprised many analysts inasmuch as home mortgage rates are close to 20-year lows. The consensus forecast was for an increase of 1.7 percent.The one possibly positive note in the housing report was that permits for new structures were up 3.7 percent last month. But a lot of those new permits were for multifamily housing, not single-family dwellings, which would give a stronger lift to the economy. Permits for single-family homes have remained basically unchanged since April. Slower Sales Seen
Advertisement
Continue reading the main story
The Johnson Redbook report, which covers sales for department and chain stores, predicted that sales this month would decline four-tenths of a percent from July if they continued at the pace of the first two weeks of August. Continue reading the main story",http://www.nytimes.com/1992/08/19/business/credit-markets-treasuries-regain-some-ground.html?searchResultPosition=1
1992-08-18 00:00:00,1992-08-19 00:00:00,Why Haven't More Banks Failed?,"View page in TimesMachine
 August 19, 1992, Page 00001Buy Reprints The New York Times Archives
Earlier this year, the Federal Deposit Insurance Corporation warned that 200 banks with combined assets of more than $80 billion would fail this year. After seven months, however, only 70 banks with $20.9 billion of assets have failed, far below the rate the F.D.I.C. forecast.But even as banking experts debate how much the slowdown stems from election-year politics and how much from the palliative effects of the lower interest rates that make even the weakest banks more profitable, the F.D.I.C. is warning that tougher new regulations that will take effect on Dec. 19 will result in a flurry of bank closings.After Dec. 19, regulators must either start closing banks whose shareholder capital drops below 2 percent of assets, or provide good reasons why they are letting them stay open. A good reason, F.D.I.C. officials say, would be a viable plan for a quick merger or infusion of fresh capital.Under current law, state and Federal regulators do not usually close banks unless they are insolvent, meaning that the value of the bank's assets, like loans and securities, is not equal to the combined total of its capital and what it owes depositors.
Advertisement
Continue reading the main story
""The idea is to close institutions while there is at least some theoretical value left,"" said Robert F. Mialivich, assistant director for bank supervision at the F.D.I.C. ""If you wait until the bank has zero capital, it has long been proved that it has a negative value as soon as it is closed."" Continue reading the main story",http://www.nytimes.com/1992/08/19/business/why-haven-t-more-banks-failed.html?searchResultPosition=2
2002-03-19 00:00:00,2002-03-20 00:00:00,Statement by Fed Panel,"Following is the text of a statement released by the Federal Reserve yesterday after the Federal Open Market Committee, the Fed's monetary policy panel, decided to leave interest rates unchanged:The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent.The information that has become available since the last meeting of the committee indicates that the economy, bolstered by a marked swing in inventory investment, is expanding at a significant pace. Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain.In these circumstances, although the stance of monetary policy is currently accommodative, the committee believes that for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals.The committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target, including the preferred policy choice of any dissenters. This action accelerates the release of this information, currently available in the minutes with a lag.To conform to this new practice, the board of governors also decided to report in the written announcement the roll call of any vote on the discount rate, also including the preferred policy choice of any dissenters.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, chairman; William J. McDonough, vice chairman; Susan S. Bies; Roger W. Ferguson Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer Jr.; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on March 20, 2002, on Page C00007 of the National edition with the headline: Statement by Fed Panel.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2002/03/20/business/statement-by-fed-panel.html?searchResultPosition=1
2002-03-19 00:00:00,2002-03-20 00:00:00,Fed Leaves Rates Steady; Hints Increases May Be Coming,"The Federal Reserve signaled to investors, businesses and consumers today that they should prepare for higher interest rates this year if the economy continues its speedy recovery.At a meeting of the policy-setting Federal Open Market Committee, the central bank voted to hold rates steady, as it did at its meeting in January. But the Fed laid the groundwork to begin reversing some of the 11 rate cuts it carried out last year as the economy sank into recession.The central bank also took a step to respond to criticism that its deliberations remain too shrouded in secrecy. It said that from now on it would immediately disclose how individual members voted on interest rate decisions. The Fed now waits to disclose the votes of individual members until after the subsequent meeting, when it releases minutes of its deliberations.At today's meeting, the Fed said, all 10 members of the open-market committee supported the decision to leave rates unchanged.
Advertisement
Continue reading the main story
In a statement, the committee said it was standing down from what amounted to a heightened state of alert for further economic weakness, reflecting the view of Alan Greenspan, the Fed chairman, that a recovery is well under way and that further rate cuts are unlikely. Continue reading the main story",http://www.nytimes.com/2002/03/20/business/fed-leaves-rates-steady-hints-increases-may-be-coming.html?searchResultPosition=2
2002-03-19 00:00:00,2002-03-20 00:00:00,AROUND THE MARKETS : Divining the effect of rising rates,"Let the guessing games begin. Investment gurus around the world are turning their prodigious energies to fathoming the future direction of the financial markets in a world of rising interest rates.Not a soul expected the Federal Reserve, which met Tuesday, to lift U.S. rates immediately. The American recovery is not yet trundling ahead with enough momentum to warrant the cooling effects of a rate increase. But market players had generally expected that the Fed would shift its bias to neutral from negative, signaling that it will lift rates in coming months.And the Fed is not alone. As Nomura International put it: ""Other central banks are getting twitchy. Increasingly hawkish noises are being heard in different corners of the world: Canada, Sweden and Australasia."" Sweden and New Zealand raised their benchmark rates this week.Reading the mind of the Fed is tricky at best — and especially so at this early stage of the U.S. economy's slow crawl out of recession. Analysts at Societe Generale recently forecast that the improving American economy will put pressure on the Fed to reverse course on interest rates and start raising them sooner rather than later.
Advertisement
Continue reading the main story
""Our official view is a rate hike on June 26, but a string of upward surprises in recent economic reports (employment, industrial output) could push the Federal Open Market Committee to hike as early as May 7,"" Societe Generale said.
Newsletter Sign Up
Continue reading the main story
[{""headline"":""Sign up for the all-new DealBook newsletter"",""summary"":""Our columnist Andrew Ross Sorkin and his Times colleagues help you make sense of major business and policy headlines \u2014 and the power-brokers who shape them."",""product-code"":""DK"",""product-title"":""DealBook"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/dealbook?pgtype=subscriptionspage&version=business&contentId=DK&eventName=sample&module=newsletter-sign-up""},{""headline"":""Interested in All Things Tech?"",""summary"":""The daily Bits newsletter will keep you updated on the latest from Silicon Valley and the technology industry, plus exclusive analysis from our reporters and editors."",""product-code"":""TU"",""product-title"":""Bits"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/bits?pgtype=subscriptionspage&version=business&contentId=TU&eventName=sample&module=newsletter-sign-up""},{""headline"":""Your Money"",""summary"":""Every week, get tips on retirement, paying for college, credit cards and the right way to invest."",""product-code"":""MY"",""product-title"":""Your Money"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/your-money?pgtype=subscriptionspage&version=business&contentId=MY&eventName=sample&module=newsletter-sign-up""}]
Please verify you're not a robot by clicking the box.
Invalid email address. Please re-enter.
You must select a newsletter to subscribe to.
Sign Up
You will receive emails containing news content, updates and promotions from The New York Times. You may opt-out at any time.
You agree to receive occasional updates and special offers for The New York Times's products and services.
Thank you for subscribing.
An error has occurred. Please try again later.
You are already subscribed to this email.
View all New York Times newsletters.
See Sample
Manage Email Preferences
Not you?
Privacy Policy
Opt out or contact us anytime
Opt out or contact us anytime
        var signupBtn = document.getElementById('submit-button');
        function focusSignupBtn() {
            signupBtn.setAttribute('aria-hidden','false');
            setTimeout(function () {
                signupBtn.focus();
            }, 2000);
        }
HSBC Investment Bank begged to differ. The bank expects the U.S. recovery to be subdued, forestalling a rate rise until November. Market participants and prognosticators are expecting a rate increase far sooner than HSBC believes is likely. Continue reading the main story",http://www.nytimes.com/2002/03/20/business/worldbusiness/IHT-around-the-markets-divining-the-effect-of-rising.html?searchResultPosition=3
2006-08-08 00:00:00,2006-08-09 00:00:00,Text of Fed's Statement on Rates,"Following is the text of a statement released by the Federal Reserve yesterday after the Fed's monetary policy panel, the Federal Open Market Committee, decided to leave interest rates unchangedThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 5 1/4 percent.Economic growth has moderated from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices.Readings on core inflation have been elevated in recent months, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand.Nonetheless, the committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.Voting for the F.O.M.C. monetary policy action were: Ben S. Bernanke, chairman; Timothy F. Geithner, vice chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on August 9, 2006, on Page C00006 of the National edition with the headline: Text of Fed's Statement on Rates.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2006/08/09/business/text-of-feds-statement-on-rates.html?searchResultPosition=1
2009-06-24 00:00:00,2009-06-25 00:00:00,Text of Federal Reserve’s Statement on Interest Rates,"Following is the text of the statement by the Federal Reserve on Wednesday announcing it was holding its base federal funds target rate at a record low between zero and 0.25 percent:Information received since the Federal Open Market Committee met in April suggests that the pace of economic contraction is slowing. Conditions in financial markets have generally improved in recent months. Household spending has shown further signs of stabilizing but remains constrained by ongoing job losses, lower housing wealth and tight credit. Businesses are cutting back on fixed investment and staffing but appear to be making progress in bringing inventory stocks into better alignment with sales. Although economic activity is likely to remain weak for a time, the committee continues to anticipate that policy actions to stabilize financial markets and institutions, fiscal and monetary stimulus, and market forces will contribute to a gradual resumption of sustainable economic growth in a context of price stability.The prices of energy and other commodities have risen of late. However, substantial resource slack is likely to dampen cost pressures and the committee expects that inflation will remain subdued for some time.In these circumstances, the Federal Reserve will employ all available tools to promote economic recovery and to preserve price stability. The committee will maintain the target range for the federal funds rate at 0 to  1/4 percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period. As previously announced, to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets, the Federal Reserve will purchase a total of up to $1.25 trillion of agency mortgage-backed securities and up to $200 billion of agency debt by the end of the year. In addition, the Federal Reserve will buy up to $300 billion of Treasury securities by autumn. The committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets. The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted.Voting for the F.O.M.C. monetary policy action were: Ben S. Bernanke, chairman; William C. Dudley, vice chairman; Elizabeth A. Duke; Charles L. Evans; Donald L. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M. Warsh; and Janet L. Yellen.
A version of this article appears in print on , on Page B3 of the New York edition with the headline: Text of Federal Reserve’s Statement on Interest Rates.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2009/06/25/business/economy/25text.html?searchResultPosition=1
2009-06-24 00:00:00,2009-06-25 00:00:00,The Drug Industry’s Offer,"President Obama hailed a pledge by the pharmaceutical industry to contribute $80 billion in drug discounts and other savings over the next 10 years as “a significant breakthrough on the road to health care reform.” The pledge should help large numbers of older Americans struggling to pay high drug bills. But before anyone gets too ecstatic, we will need a lot more details about what industry is giving up and what it is getting.The deal was negotiated in private among the industry, Senator Max Baucus, chairman of the Finance Committee and a crucial figure in shaping health reform, and the White House. From the broad outlines described by the White House, it looks as if $30 billion would be used to cut in half the price of brand-name drugs sold to Medicare patients who have reached a gap in coverage known as the doughnut hole.That could be a great help for elderly Americans of modest means who, after reaching the gap, stop taking their medicines rather than pay the full cost themselves. And it could reduce the need for the federal government to close the hole entirely on its own. The move has been justifiably praised by  AARP and the Medicare Rights Center, both advocates for beneficiaries.The other $50 billion pledged is meant to save the government money that could be applied to covering the uninsured. There appear to be three main elements: a big increase in the discounts drug companies are required to give to Medicaid programs for the poor; a new fee imposed upon the companies; and a new regulatory pathway to foster the development of generics to compete with brand-name biological drugs.
Advertisement
Continue reading the main story
Eager to have a strong voice in the health care debate — and head off more draconian demands — six major health care industries have promised to help reduce the growth in spending. So far the pharmaceutical industry is the only one to  come up with specific requirements that it is willing to meet.
Newsletter Sign Up
Continue reading the main story
[{""headline"":""Opinion Today"",""summary"":""Every weekday, get thought-provoking commentary from Op-Ed columnists, The Times editorial board and contributing writers from around the world."",""product-code"":""TY"",""product-title"":""Opinion Today"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/opinion-today?pgtype=subscriptionspage&version=new&contentId=TY&eventName=sample&module=newsletter-sign-up""},{""headline"":""The Upshot"",""summary"":""Get the best of The Upshot\u2019s news, analysis and graphics about politics, policy and everyday life."",""product-code"":""UP"",""product-title"":""The Upshot"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/upshot?pgtype=subscriptionspage&version=new&contentId=UP&eventName=sample&module=newsletter-sign-up""},{""headline"":""Morning Briefing"",""summary"":""Get what you need to know to start your day in the United States, Canada and the Americas, delivered to your inbox."",""product-code"":""NN"",""product-title"":""Morning Briefing"",""sample-url"":""http:\/\/www.nytimes.com\/newsletters\/sample\/morning-briefing?pgtype=subscriptionspage&version=new&contentId=NN&eventName=sample&module=newsletter-sign-up""}]
Please verify you're not a robot by clicking the box.
Invalid email address. Please re-enter.
You must select a newsletter to subscribe to.
Sign Up
You will receive emails containing news content, updates and promotions from The New York Times. You may opt-out at any time.
You agree to receive occasional updates and special offers for The New York Times's products and services.
Thank you for subscribing.
An error has occurred. Please try again later.
You are already subscribed to this email.
View all New York Times newsletters.
See Sample
Manage Email Preferences
Not you?
Privacy Policy
Opt out or contact us anytime
Opt out or contact us anytime
        var signupBtn = document.getElementById('submit-button');
        function focusSignupBtn() {
            signupBtn.setAttribute('aria-hidden','false');
            setTimeout(function () {
                signupBtn.focus();
            }, 2000);
        }
The Congress and the public should see these proposals as an opening bid and not the final word.They will still provide less savings to the federal budget than the administration had been seeking. And viewed against the backdrop of the $1 trillion or more needed to finance health care reform over the next decade, these cost reductions seem small. The $80 billion is also a fraction of the nation’s overall drug spending, which federal estimates suggest will total $3.3 trillion over the next decade. Continue reading the main story",http://www.nytimes.com/2009/06/25/opinion/25thu1.html?searchResultPosition=2
2003-10-28 00:00:00,2003-10-29 00:00:00,Fed Statement on Economy,"The statement released by the Federal Reserve yesterday is nearly identical to its statements after monetary policy meetings in September and August. The only difference is its description of the labor market, which was ''weakening'' in September and appeared ''mixed'' in August, but now ''appears to be stabilizing.'' Following is the text of yesterday's statement:The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period confirms that spending is firming, and the labor market appears to be stabilizing. Business pricing power and increases in core consumer prices remain muted.The committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level. The committee judges that on balance, the risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future. In these circumstances, the committee believes that policy accommodation can be maintained for a considerable period.Voting for the F.O.M.C. monetary policy action were: Alan Greenspan, chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus Jr.; Roger W. Ferguson Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart Jr.
We are continually improving the quality of our text archives. Please send feedback, error reports,
        and suggestions to archive_feedback@nytimes.com.
A version of this article appears in print on October 29, 2003, on Page C00009 of the National edition with the headline: Fed Statement on Economy.  Order Reprints| Today's Paper|Subscribe
Continue reading the main story",http://www.nytimes.com/2003/10/29/business/fed-statement-on-economy.html?searchResultPosition=1
2003-10-28 00:00:00,2003-10-29 00:00:00,"Optimistic on Jobs, Fed Keeps Interest Low","The Federal Reserve kept short-term interest rates at 1 percent on Tuesday, the lowest level in 45 years, and suggested that it would continue to do so until at least sometime next year.In a statement accompanying the decision, the Fed was optimistic for the first time this year about job creation and employment, saying, ''The labor market appears to be stabilizing.''But the Fed did not mention that economic growth appears to have accelerated to a blistering annual pace of 6 percent in recent months, or refer to a raft of data showing that business spending and investor confidence has climbed sharply.Instead, it reiterated its view of the last several months that there is more risk that inflation will be too low rather than too high, and it repeated its intention to continue its policy of rock-bottom interest rates for ''a considerable period.''
Advertisement
Continue reading the main story
That was a signal that the Fed is not ready even to warn about rate increases and even less ready to raise rates. Continue reading the main story",http://www.nytimes.com/2003/10/29/business/optimistic-on-jobs-fed-keeps-interest-low.html?searchResultPosition=2
