macro_variable,meeting_date,forecast_date,projection
gPCPI,19841212,1984.4,4.5
gPCPI,19841212,1985.1,4.0
gPCPI,19841212,1985.2,4.1
gPCPI,19841212,1985.3,4.4
gPCPI,19841212,1985.4,4.6
gRGOVSL,19850206,1984.1,3.5
gRGOVSL,19850206,1984.2,3.7
gRGOVSL,19850206,1984.3,4.8
gRGOVSL,19850206,1984.4,1.9
gRGOVSL,19850206,1985.1,2.5
gRGOVSL,19850206,1985.2,2.4
gRGOVSL,19850206,1985.3,2.4
gRGOVSL,19850206,1985.4,2.3
gRGOVSL,19850206,1986.1,1.9
gRGOVSL,19850206,1986.2,1.9
gRGOVSL,19850206,1986.3,1.9
gRGOVSL,19850206,1986.4,1.9
gRGOVSL,19850320,1984.1,3.5
gRGOVSL,19850320,1984.2,3.7
gRGOVSL,19850320,1984.3,4.8
gRGOVSL,19850320,1984.4,0.4
gRGOVSL,19850320,1985.1,1.4
gRGOVSL,19850320,1985.2,2.9
gRGOVSL,19850320,1985.3,2.4
gRGOVSL,19850320,1985.4,2.4
gRGOVSL,19850320,1986.1,2.0
gRGOVSL,19850320,1986.2,1.9
gRGOVSL,19850320,1986.3,1.9
gRGOVSL,19850320,1986.4,1.9
gRGOVSL,19850515,1984.2,3.7
gRGOVSL,19850515,1984.3,4.8
gRGOVSL,19850515,1984.4,-0.2
gRGOVSL,19850515,1985.1,0.9
gRGOVSL,19850515,1985.2,2.8
gRGOVSL,19850515,1985.3,2.4
gRGOVSL,19850515,1985.4,2.4
gRGOVSL,19850515,1986.1,2.0
gRGOVSL,19850515,1986.2,2.0
gRGOVSL,19850515,1986.3,1.9
gRGOVSL,19850515,1986.4,2.0
gRGOVSL,19850703,1984.3,4.8
gRGOVSL,19850703,1984.4,-0.2
gRGOVSL,19850703,1985.1,0.0
gRGOVSL,19850703,1985.2,3.4
gRGOVSL,19850703,1985.3,2.4
gRGOVSL,19850703,1985.4,2.4
gRGOVSL,19850703,1986.1,2.0
gRGOVSL,19850703,1986.2,2.0
gRGOVSL,19850703,1986.3,1.9
gRGOVSL,19850703,1986.4,1.9
gRGOVSL,19850814,1984.3,4.8
gRGOVSL,19850814,1984.4,-0.2
gRGOVSL,19850814,1985.1,0.0
gRGOVSL,19850814,1985.2,4.9
gRGOVSL,19850814,1985.3,2.4
gRGOVSL,19850814,1985.4,2.4
gRGOVSL,19850814,1986.1,2.0
gRGOVSL,19850814,1986.2,1.7
gRGOVSL,19850814,1986.3,1.7
gRGOVSL,19850814,1986.4,1.9
gRGOVSL,19850925,1984.3,4.8
gRGOVSL,19850925,1984.4,-0.2
gRGOVSL,19850925,1985.1,0.0
gRGOVSL,19850925,1985.2,6.7
gRGOVSL,19850925,1985.3,4.4
gRGOVSL,19850925,1985.4,2.2
gRGOVSL,19850925,1986.1,2.2
gRGOVSL,19850925,1986.2,2.1
gRGOVSL,19850925,1986.3,2.3
gRGOVSL,19850925,1986.4,2.3
gRGOVSL,19851030,1984.4,-0.2
gRGOVSL,19851030,1985.1,0.0
gRGOVSL,19851030,1985.2,6.7
gRGOVSL,19851030,1985.3,5.0
gRGOVSL,19851030,1985.4,1.7
gRGOVSL,19851030,1986.1,1.9
gRGOVSL,19851030,1986.2,2.1
gRGOVSL,19851030,1986.3,2.4
gRGOVSL,19851030,1986.4,2.3
gRGOVSL,19851211,1984.4,-0.2
gRGOVSL,19851211,1985.1,0.0
gRGOVSL,19851211,1985.2,6.7
gRGOVSL,19851211,1985.3,5.1
gRGOVSL,19851211,1985.4,2.1
gRGOVSL,19851211,1986.1,1.9
gRGOVSL,19851211,1986.2,1.7
gRGOVSL,19851211,1986.3,1.5
gRGOVSL,19851211,1986.4,1.5
gRGOVSL,19860205,1985.3,4.7
gRGOVSL,19860205,1985.4,-0.1
gRGOVSL,19860205,1986.1,1.2
gRGOVSL,19860205,1986.2,1.2
gRGOVSL,19860205,1986.3,0.9
gRGOVSL,19860205,1986.4,0.8
gRGOVSL,19860205,1987.1,0.9
gRGOVSL,19860205,1987.2,0.9
gRGOVSL,19860205,1987.3,1.1
gRGOVSL,19860205,1987.4,1.3
gRGOVSL,19860326,1985.3,4.7
gRGOVSL,19860326,1985.4,-1.6
gRGOVSL,19860326,1986.1,0.8
gRGOVSL,19860326,1986.2,0.9
gRGOVSL,19860326,1986.3,0.8
gRGOVSL,19860326,1986.4,0.9
gRGOVSL,19860326,1987.1,1.1
gRGOVSL,19860326,1987.2,1.3
gRGOVSL,19860326,1987.3,2.1
gRGOVSL,19860326,1987.4,2.8
gRGOVSL,19860514,1985.3,4.7
gRGOVSL,19860514,1985.4,-1.6
gRGOVSL,19860514,1986.1,2.4
gRGOVSL,19860514,1986.2,0.7
gRGOVSL,19860514,1986.3,0.8
gRGOVSL,19860514,1986.4,0.8
gRGOVSL,19860514,1987.1,1.0
gRGOVSL,19860514,1987.2,1.2
gRGOVSL,19860514,1987.3,2.1
gRGOVSL,19860514,1987.4,2.7
gRGOVSL,19860702,1985.3,4.7
gRGOVSL,19860702,1985.4,-1.6
gRGOVSL,19860702,1986.1,2.8
gRGOVSL,19860702,1986.2,2.3
gRGOVSL,19860702,1986.3,0.7
gRGOVSL,19860702,1986.4,0.7
gRGOVSL,19860702,1987.1,1.3
gRGOVSL,19860702,1987.2,1.4
gRGOVSL,19860702,1987.3,2.5
gRGOVSL,19860702,1987.4,2.8
gRGOVSL,19860813,1985.3,5.1
gRGOVSL,19860813,1985.4,0.3
gRGOVSL,19860813,1986.1,2.6
gRGOVSL,19860813,1986.2,7.7
gRGOVSL,19860813,1986.3,1.0
gRGOVSL,19860813,1986.4,1.1
gRGOVSL,19860813,1987.1,1.6
gRGOVSL,19860813,1987.2,1.6
gRGOVSL,19860813,1987.3,1.9
gRGOVSL,19860813,1987.4,2.0
gRGOVSL,19860917,1985.3,5.1
gRGOVSL,19860917,1985.4,0.3
gRGOVSL,19860917,1986.1,2.6
gRGOVSL,19860917,1986.2,8.4
gRGOVSL,19860917,1986.3,1.5
gRGOVSL,19860917,1986.4,1.2
gRGOVSL,19860917,1987.1,1.5
gRGOVSL,19860917,1987.2,1.5
gRGOVSL,19860917,1987.3,1.8
gRGOVSL,19860917,1987.4,1.9
gRGOVSL,19861029,1985.4,0.3
gRGOVSL,19861029,1986.1,2.6
gRGOVSL,19861029,1986.2,8.7
gRGOVSL,19861029,1986.3,6.1
gRGOVSL,19861029,1986.4,1.5
gRGOVSL,19861029,1987.1,1.8
gRGOVSL,19861029,1987.2,2.0
gRGOVSL,19861029,1987.3,2.1
gRGOVSL,19861029,1987.4,2.2
gRGOVSL,19861210,1985.4,0.3
gRGOVSL,19861210,1986.1,2.6
gRGOVSL,19861210,1986.2,8.7
gRGOVSL,19861210,1986.3,7.3
gRGOVSL,19861210,1986.4,2.0
gRGOVSL,19861210,1987.1,2.1
gRGOVSL,19861210,1987.2,2.3
gRGOVSL,19861210,1987.3,2.4
gRGOVSL,19861210,1987.4,2.6
gRGOVSL,19870204,1986.3,6.1
gRGOVSL,19870204,1986.4,1.1
gRGOVSL,19870204,1987.1,1.8
gRGOVSL,19870204,1987.2,2.2
gRGOVSL,19870204,1987.3,2.3
gRGOVSL,19870204,1987.4,2.6
gRGOVSL,19870204,1988.1,2.4
gRGOVSL,19870204,1988.2,2.8
gRGOVSL,19870204,1988.3,2.8
gRGOVSL,19870204,1988.4,2.8
gRGOVSL,19870325,1986.3,6.1
gRGOVSL,19870325,1986.4,1.1
gRGOVSL,19870325,1987.1,1.7
gRGOVSL,19870325,1987.2,2.1
gRGOVSL,19870325,1987.3,2.6
gRGOVSL,19870325,1987.4,2.7
gRGOVSL,19870325,1988.1,2.4
gRGOVSL,19870325,1988.2,2.8
gRGOVSL,19870325,1988.3,2.8
gRGOVSL,19870325,1988.4,2.8
gRGOVSL,19870513,1986.3,6.1
gRGOVSL,19870513,1986.4,1.1
gRGOVSL,19870513,1987.1,3.8
gRGOVSL,19870513,1987.2,2.0
gRGOVSL,19870513,1987.3,2.3
gRGOVSL,19870513,1987.4,2.3
gRGOVSL,19870513,1988.1,2.2
gRGOVSL,19870513,1988.2,2.4
gRGOVSL,19870513,1988.3,2.5
gRGOVSL,19870513,1988.4,2.6
gRGOVSL,19870701,1986.3,6.1
gRGOVSL,19870701,1986.4,1.1
gRGOVSL,19870701,1987.1,4.0
gRGOVSL,19870701,1987.2,2.0
gRGOVSL,19870701,1987.3,2.3
gRGOVSL,19870701,1987.4,2.3
gRGOVSL,19870701,1988.1,2.6
gRGOVSL,19870701,1988.2,2.3
gRGOVSL,19870701,1988.3,2.3
gRGOVSL,19870701,1988.4,2.4
gRGOVSL,19870812,1986.3,3.5
gRGOVSL,19870812,1986.4,2.4
gRGOVSL,19870812,1987.1,5.0
gRGOVSL,19870812,1987.2,3.4
gRGOVSL,19870812,1987.3,2.2
gRGOVSL,19870812,1987.4,2.2
gRGOVSL,19870812,1988.1,2.4
gRGOVSL,19870812,1988.2,2.3
gRGOVSL,19870812,1988.3,2.1
gRGOVSL,19870812,1988.4,2.0
gRGOVSL,19870916,1986.3,3.5
gRGOVSL,19870916,1986.4,2.4
gRGOVSL,19870916,1987.1,5.0
gRGOVSL,19870916,1987.2,2.0
gRGOVSL,19870916,1987.3,1.9
gRGOVSL,19870916,1987.4,2.4
gRGOVSL,19870916,1988.1,2.4
gRGOVSL,19870916,1988.2,2.5
gRGOVSL,19870916,1988.3,2.4
gRGOVSL,19870916,1988.4,2.3
gRGOVSL,19871028,1986.4,2.4
gRGOVSL,19871028,1987.1,5.0
gRGOVSL,19871028,1987.2,1.7
gRGOVSL,19871028,1987.3,3.0
gRGOVSL,19871028,1987.4,1.7
gRGOVSL,19871028,1988.1,1.3
gRGOVSL,19871028,1988.2,1.6
gRGOVSL,19871028,1988.3,1.7
gRGOVSL,19871028,1988.4,1.8
gRGOVSL,19871209,1986.4,2.4
gRGOVSL,19871209,1987.1,5.0
gRGOVSL,19871209,1987.2,1.7
gRGOVSL,19871209,1987.3,1.6
gRGOVSL,19871209,1987.4,2.2
gRGOVSL,19871209,1988.1,1.3
gRGOVSL,19871209,1988.2,1.6
gRGOVSL,19871209,1988.3,1.7
gRGOVSL,19871209,1988.4,1.8
gRGOVSL,19880203,1987.3,1.2
gRGOVSL,19880203,1987.4,4.8
gRGOVSL,19880203,1988.1,1.6
gRGOVSL,19880203,1988.2,1.6
gRGOVSL,19880203,1988.3,1.7
gRGOVSL,19880203,1988.4,1.8
gRGOVSL,19880203,1989.1,2.3
gRGOVSL,19880203,1989.2,2.4
gRGOVSL,19880203,1989.3,2.4
gRGOVSL,19880203,1989.4,2.5
gRGOVSL,19880323,1987.3,1.2
gRGOVSL,19880323,1987.4,5.3
gRGOVSL,19880323,1988.1,1.4
gRGOVSL,19880323,1988.2,2.0
gRGOVSL,19880323,1988.3,2.0
gRGOVSL,19880323,1988.4,2.1
gRGOVSL,19880323,1989.1,2.4
gRGOVSL,19880323,1989.2,2.5
gRGOVSL,19880323,1989.3,2.7
gRGOVSL,19880323,1989.4,2.7
gRGOVSL,19880511,1987.3,1.2
gRGOVSL,19880511,1987.4,5.5
gRGOVSL,19880511,1988.1,1.5
gRGOVSL,19880511,1988.2,2.1
gRGOVSL,19880511,1988.3,2.0
gRGOVSL,19880511,1988.4,2.1
gRGOVSL,19880511,1989.1,2.4
gRGOVSL,19880511,1989.2,2.5
gRGOVSL,19880511,1989.3,2.6
gRGOVSL,19880511,1989.4,2.6
gRGOVSL,19880622,1987.3,1.2
gRGOVSL,19880622,1987.4,5.5
gRGOVSL,19880622,1988.1,1.5
gRGOVSL,19880622,1988.2,2.1
gRGOVSL,19880622,1988.3,2.5
gRGOVSL,19880622,1988.4,2.5
gRGOVSL,19880622,1989.1,2.5
gRGOVSL,19880622,1989.2,2.5
gRGOVSL,19880622,1989.3,2.6
gRGOVSL,19880622,1989.4,2.5
gRGOVSL,19880810,1987.3,0.6
gRGOVSL,19880810,1987.4,3.8
gRGOVSL,19880810,1988.1,3.5
gRGOVSL,19880810,1988.2,2.9
gRGOVSL,19880810,1988.3,1.9
gRGOVSL,19880810,1988.4,2.0
gRGOVSL,19880810,1989.1,2.0
gRGOVSL,19880810,1989.2,2.0
gRGOVSL,19880810,1989.3,2.2
gRGOVSL,19880810,1989.4,2.3
gRGOVSL,19880914,1987.3,0.6
gRGOVSL,19880914,1987.4,3.8
gRGOVSL,19880914,1988.1,3.5
gRGOVSL,19880914,1988.2,3.2
gRGOVSL,19880914,1988.3,2.7
gRGOVSL,19880914,1988.4,2.0
gRGOVSL,19880914,1989.1,2.0
gRGOVSL,19880914,1989.2,2.0
gRGOVSL,19880914,1989.3,2.1
gRGOVSL,19880914,1989.4,2.2
gRGOVSL,19881026,1987.4,3.8
gRGOVSL,19881026,1988.1,3.5
gRGOVSL,19881026,1988.2,3.2
gRGOVSL,19881026,1988.3,1.7
gRGOVSL,19881026,1988.4,2.0
gRGOVSL,19881026,1989.1,2.0
gRGOVSL,19881026,1989.2,2.0
gRGOVSL,19881026,1989.3,2.1
gRGOVSL,19881026,1989.4,2.2
gRGOVSL,19881207,1988.3,1.7
gRGOVSL,19881207,1988.4,2.1
gRGOVSL,19881207,1989.1,2.2
gRGOVSL,19881207,1989.2,2.2
gRGOVSL,19881207,1989.3,2.1
gRGOVSL,19881207,1989.4,2.2
gRGOVSL,19881207,1990.1,2.2
gRGOVSL,19881207,1990.2,2.2
gRGOVSL,19881207,1990.3,2.1
gRGOVSL,19881207,1990.4,2.0
gRGOVSL,19890201,1988.3,1.1
gRGOVSL,19890201,1988.4,4.1
gRGOVSL,19890201,1989.1,2.1
gRGOVSL,19890201,1989.2,2.1
gRGOVSL,19890201,1989.3,2.0
gRGOVSL,19890201,1989.4,2.1
gRGOVSL,19890201,1990.1,2.1
gRGOVSL,19890201,1990.2,2.1
gRGOVSL,19890201,1990.3,2.1
gRGOVSL,19890201,1990.4,2.0
gRGOVSL,19890322,1988.3,1.1
gRGOVSL,19890322,1988.4,5.1
gRGOVSL,19890322,1989.1,2.4
gRGOVSL,19890322,1989.2,2.2
gRGOVSL,19890322,1989.3,2.1
gRGOVSL,19890322,1989.4,2.1
gRGOVSL,19890322,1990.1,2.0
gRGOVSL,19890322,1990.2,2.1
gRGOVSL,19890322,1990.3,2.1
gRGOVSL,19890322,1990.4,2.1
gRGOVSL,19890510,1988.3,1.1
gRGOVSL,19890510,1988.4,6.0
gRGOVSL,19890510,1989.1,4.0
gRGOVSL,19890510,1989.2,2.3
gRGOVSL,19890510,1989.3,2.2
gRGOVSL,19890510,1989.4,2.0
gRGOVSL,19890510,1990.1,2.0
gRGOVSL,19890510,1990.2,2.0
gRGOVSL,19890510,1990.3,1.9
gRGOVSL,19890510,1990.4,1.9
gRGOVSL,19890628,1988.3,1.1
gRGOVSL,19890628,1988.4,6.0
gRGOVSL,19890628,1989.1,2.1
gRGOVSL,19890628,1989.2,2.3
gRGOVSL,19890628,1989.3,2.2
gRGOVSL,19890628,1989.4,2.0
gRGOVSL,19890628,1990.1,2.0
gRGOVSL,19890628,1990.2,2.0
gRGOVSL,19890628,1990.3,2.0
gRGOVSL,19890628,1990.4,2.0
gRGOVSL,19890816,1988.3,0.9
gRGOVSL,19890816,1988.4,5.7
gRGOVSL,19890816,1989.1,1.5
gRGOVSL,19890816,1989.2,1.8
gRGOVSL,19890816,1989.3,2.0
gRGOVSL,19890816,1989.4,2.0
gRGOVSL,19890816,1990.1,1.9
gRGOVSL,19890816,1990.2,2.0
gRGOVSL,19890816,1990.3,2.0
gRGOVSL,19890816,1990.4,2.0
gRGOVSL,19890927,1988.3,0.9
gRGOVSL,19890927,1988.4,5.7
gRGOVSL,19890927,1989.1,1.5
gRGOVSL,19890927,1989.2,2.2
gRGOVSL,19890927,1989.3,2.0
gRGOVSL,19890927,1989.4,2.0
gRGOVSL,19890927,1990.1,1.9
gRGOVSL,19890927,1990.2,2.0
gRGOVSL,19890927,1990.3,1.9
gRGOVSL,19890927,1990.4,1.9
gRGOVSL,19890927,1991.1,1.9
gRGOVSL,19890927,1991.2,1.8
gRGOVSL,19890927,1991.3,1.8
gRGOVSL,19890927,1991.4,1.7
gRGOVSL,19891108,1988.4,5.7
gRGOVSL,19891108,1989.1,1.5
gRGOVSL,19891108,1989.2,2.2
gRGOVSL,19891108,1989.3,2.8
gRGOVSL,19891108,1989.4,3.2
gRGOVSL,19891108,1990.1,1.9
gRGOVSL,19891108,1990.2,1.9
gRGOVSL,19891108,1990.3,1.7
gRGOVSL,19891108,1990.4,1.8
gRGOVSL,19891108,1991.1,1.8
gRGOVSL,19891108,1991.2,1.8
gRGOVSL,19891108,1991.3,1.7
gRGOVSL,19891108,1991.4,1.6
gRGOVSL,19891213,1988.4,5.7
gRGOVSL,19891213,1989.1,1.5
gRGOVSL,19891213,1989.2,2.2
gRGOVSL,19891213,1989.3,2.3
gRGOVSL,19891213,1989.4,2.8
gRGOVSL,19891213,1990.1,1.9
gRGOVSL,19891213,1990.2,2.0
gRGOVSL,19891213,1990.3,1.7
gRGOVSL,19891213,1990.4,1.8
gRGOVSL,19891213,1991.1,1.8
gRGOVSL,19891213,1991.2,1.8
gRGOVSL,19891213,1991.3,1.8
gRGOVSL,19891213,1991.4,1.6
gRGOVSL,19900131,1989.3,2.2
gRGOVSL,19900131,1989.4,4.3
gRGOVSL,19900131,1990.1,1.9
gRGOVSL,19900131,1990.2,1.9
gRGOVSL,19900131,1990.3,1.7
gRGOVSL,19900131,1990.4,1.8
gRGOVSL,19900131,1991.1,1.8
gRGOVSL,19900131,1991.2,1.8
gRGOVSL,19900131,1991.3,1.8
gRGOVSL,19900131,1991.4,1.6
gRGOVSL,19900321,1989.3,2.2
gRGOVSL,19900321,1989.4,5.9
gRGOVSL,19900321,1990.1,2.0
gRGOVSL,19900321,1990.2,1.9
gRGOVSL,19900321,1990.3,1.7
gRGOVSL,19900321,1990.4,1.8
gRGOVSL,19900321,1991.1,1.8
gRGOVSL,19900321,1991.2,1.8
gRGOVSL,19900321,1991.3,1.8
gRGOVSL,19900321,1991.4,1.6
gRGOVSL,19900509,1989.3,2.2
gRGOVSL,19900509,1989.4,6.8
gRGOVSL,19900509,1990.1,3.3
gRGOVSL,19900509,1990.2,1.7
gRGOVSL,19900509,1990.3,1.7
gRGOVSL,19900509,1990.4,1.8
gRGOVSL,19900509,1991.1,1.8
gRGOVSL,19900509,1991.2,1.8
gRGOVSL,19900509,1991.3,1.8
gRGOVSL,19900509,1991.4,1.6
gRGOVSL,19900627,1989.3,2.2
gRGOVSL,19900627,1989.4,6.8
gRGOVSL,19900627,1990.1,4.3
gRGOVSL,19900627,1990.2,0.5
gRGOVSL,19900627,1990.3,1.7
gRGOVSL,19900627,1990.4,1.8
gRGOVSL,19900627,1991.1,1.8
gRGOVSL,19900627,1991.2,1.8
gRGOVSL,19900627,1991.3,1.8
gRGOVSL,19900627,1991.4,1.8
gRGOVSL,19900815,1989.3,1.8
gRGOVSL,19900815,1989.4,5.6
gRGOVSL,19900815,1990.1,4.8
gRGOVSL,19900815,1990.2,0.2
gRGOVSL,19900815,1990.3,1.7
gRGOVSL,19900815,1990.4,1.9
gRGOVSL,19900815,1991.1,1.8
gRGOVSL,19900815,1991.2,1.8
gRGOVSL,19900815,1991.3,1.8
gRGOVSL,19900815,1991.4,1.8
gRGOVSL,19900815,1992.1,1.6
gRGOVSL,19900815,1992.2,1.6
gRGOVSL,19900815,1992.3,1.6
gRGOVSL,19900815,1992.4,1.6
gRGOVSL,19900926,1989.3,1.8
gRGOVSL,19900926,1989.4,5.6
gRGOVSL,19900926,1990.1,4.8
gRGOVSL,19900926,1990.2,-0.6
gRGOVSL,19900926,1990.3,1.6
gRGOVSL,19900926,1990.4,1.4
gRGOVSL,19900926,1991.1,1.5
gRGOVSL,19900926,1991.2,1.6
gRGOVSL,19900926,1991.3,1.7
gRGOVSL,19900926,1991.4,1.7
gRGOVSL,19900926,1992.1,1.7
gRGOVSL,19900926,1992.2,1.7
gRGOVSL,19900926,1992.3,1.7
gRGOVSL,19900926,1992.4,1.7
gRGOVSL,19901107,1989.4,5.6
gRGOVSL,19901107,1990.1,4.8
gRGOVSL,19901107,1990.2,-0.6
gRGOVSL,19901107,1990.3,2.5
gRGOVSL,19901107,1990.4,1.4
gRGOVSL,19901107,1991.1,1.3
gRGOVSL,19901107,1991.2,0.9
gRGOVSL,19901107,1991.3,1.0
gRGOVSL,19901107,1991.4,1.4
gRGOVSL,19901107,1992.1,1.9
gRGOVSL,19901107,1992.2,2.0
gRGOVSL,19901107,1992.3,2.1
gRGOVSL,19901107,1992.4,2.1
gRGOVSL,19901212,1989.4,5.6
gRGOVSL,19901212,1990.1,4.8
gRGOVSL,19901212,1990.2,-0.6
gRGOVSL,19901212,1990.3,2.2
gRGOVSL,19901212,1990.4,2.3
gRGOVSL,19901212,1991.1,0.9
gRGOVSL,19901212,1991.2,0.8
gRGOVSL,19901212,1991.3,0.9
gRGOVSL,19901212,1991.4,1.4
gRGOVSL,19901212,1992.1,2.0
gRGOVSL,19901212,1992.2,2.0
gRGOVSL,19901212,1992.3,2.1
gRGOVSL,19901212,1992.4,2.1
gRGOVSL,19910130,1990.1,4.8
gRGOVSL,19910130,1990.2,-0.6
gRGOVSL,19910130,1990.3,2.0
gRGOVSL,19910130,1990.4,4.0
gRGOVSL,19910130,1991.1,0.7
gRGOVSL,19910130,1991.2,0.7
gRGOVSL,19910130,1991.3,0.3
gRGOVSL,19910130,1991.4,0.3
gRGOVSL,19910130,1992.1,1.2
gRGOVSL,19910130,1992.2,1.7
gRGOVSL,19910130,1992.3,1.9
gRGOVSL,19910130,1992.4,2.2
gRGOVSL,19910320,1990.1,4.8
gRGOVSL,19910320,1990.2,-0.6
gRGOVSL,19910320,1990.3,2.0
gRGOVSL,19910320,1990.4,5.3
gRGOVSL,19910320,1991.1,-1.8
gRGOVSL,19910320,1991.2,-0.6
gRGOVSL,19910320,1991.3,-0.1
gRGOVSL,19910320,1991.4,0.9
gRGOVSL,19910320,1992.1,1.1
gRGOVSL,19910320,1992.2,1.5
gRGOVSL,19910320,1992.3,1.7
gRGOVSL,19910320,1992.4,1.8
gRGOVSL,19910508,1990.2,-0.6
gRGOVSL,19910508,1990.3,2.0
gRGOVSL,19910508,1990.4,4.9
gRGOVSL,19910508,1991.1,-1.4
gRGOVSL,19910508,1991.2,-0.6
gRGOVSL,19910508,1991.3,-0.1
gRGOVSL,19910508,1991.4,0.9
gRGOVSL,19910508,1992.1,1.1
gRGOVSL,19910508,1992.2,1.5
gRGOVSL,19910508,1992.3,1.7
gRGOVSL,19910508,1992.4,1.8
gRGOVSL,19910628,1990.2,-0.6
gRGOVSL,19910628,1990.3,2.0
gRGOVSL,19910628,1990.4,4.9
gRGOVSL,19910628,1991.1,-1.9
gRGOVSL,19910628,1991.2,-0.4
gRGOVSL,19910628,1991.3,-0.1
gRGOVSL,19910628,1991.4,0.9
gRGOVSL,19910628,1992.1,1.1
gRGOVSL,19910628,1992.2,1.5
gRGOVSL,19910628,1992.3,1.7
gRGOVSL,19910628,1992.4,2.0
gRGOVSL,19910814,1990.3,2.0
gRGOVSL,19910814,1990.4,4.9
gRGOVSL,19910814,1991.1,-1.9
gRGOVSL,19910814,1991.2,0.0
gRGOVSL,19910814,1991.3,-0.1
gRGOVSL,19910814,1991.4,0.9
gRGOVSL,19910814,1992.1,1.1
gRGOVSL,19910814,1992.2,1.5
gRGOVSL,19910814,1992.3,1.7
gRGOVSL,19910814,1992.4,2.0
gRGOVSL,19910814,1993.1,2.3
gRGOVSL,19910814,1993.2,2.8
gRGOVSL,19910814,1993.3,3.4
gRGOVSL,19910814,1993.4,3.6
gRGOVSL,19910925,1990.3,2.0
gRGOVSL,19910925,1990.4,4.9
gRGOVSL,19910925,1991.1,-1.9
gRGOVSL,19910925,1991.2,-0.6
gRGOVSL,19910925,1991.3,-0.7
gRGOVSL,19910925,1991.4,0.6
gRGOVSL,19910925,1992.1,1.0
gRGOVSL,19910925,1992.2,1.3
gRGOVSL,19910925,1992.3,1.5
gRGOVSL,19910925,1992.4,1.8
gRGOVSL,19910925,1993.1,2.2
gRGOVSL,19910925,1993.2,2.6
gRGOVSL,19910925,1993.3,3.4
gRGOVSL,19910925,1993.4,3.6
gRGOVSL,19911030,1990.4,4.9
gRGOVSL,19911030,1991.1,-1.9
gRGOVSL,19911030,1991.2,-0.8
gRGOVSL,19911030,1991.3,-0.3
gRGOVSL,19911030,1991.4,0.2
gRGOVSL,19911030,1992.1,0.7
gRGOVSL,19911030,1992.2,1.2
gRGOVSL,19911030,1992.3,1.5
gRGOVSL,19911030,1992.4,1.9
gRGOVSL,19911030,1993.1,2.3
gRGOVSL,19911030,1993.2,2.6
gRGOVSL,19911030,1993.3,3.2
gRGOVSL,19911030,1993.4,3.5
gRGOVSL,19911211,1990.4,4.6
gRGOVSL,19911211,1991.1,-1.9
gRGOVSL,19911211,1991.2,-0.7
gRGOVSL,19911211,1991.3,-0.5
gRGOVSL,19911211,1991.4,1.8
gRGOVSL,19911211,1992.1,-0.9
gRGOVSL,19911211,1992.2,-0.8
gRGOVSL,19911211,1992.3,-0.5
gRGOVSL,19911211,1992.4,0.3
gRGOVSL,19911211,1993.1,0.8
gRGOVSL,19911211,1993.2,1.3
gRGOVSL,19911211,1993.3,1.8
gRGOVSL,19911211,1993.4,2.0
gRGOVSL,19920130,1991.1,-1.9
gRGOVSL,19920130,1991.2,-0.7
gRGOVSL,19920130,1991.3,-0.1
gRGOVSL,19920130,1991.4,0.1
gRGOVSL,19920130,1992.1,-0.9
gRGOVSL,19920130,1992.2,-0.8
gRGOVSL,19920130,1992.3,-0.5
gRGOVSL,19920130,1992.4,0.3
gRGOVSL,19920130,1993.1,0.8
gRGOVSL,19920130,1993.2,1.3
gRGOVSL,19920130,1993.3,1.8
gRGOVSL,19920130,1993.4,2.0
gRGOVSL,19920325,1991.1,-1.9
gRGOVSL,19920325,1991.2,-0.7
gRGOVSL,19920325,1991.3,-0.1
gRGOVSL,19920325,1991.4,1.4
gRGOVSL,19920325,1992.1,-1.9
gRGOVSL,19920325,1992.2,-0.8
gRGOVSL,19920325,1992.3,-0.6
gRGOVSL,19920325,1992.4,0.2
gRGOVSL,19920325,1993.1,0.8
gRGOVSL,19920325,1993.2,1.3
gRGOVSL,19920325,1993.3,1.8
gRGOVSL,19920325,1993.4,2.0
gRGOVSL,19920514,1991.2,-0.7
gRGOVSL,19920514,1991.3,-0.1
gRGOVSL,19920514,1991.4,0.8
gRGOVSL,19920514,1992.1,3.2
gRGOVSL,19920514,1992.2,-1.9
gRGOVSL,19920514,1992.3,-1.0
gRGOVSL,19920514,1992.4,-0.1
gRGOVSL,19920514,1993.1,0.4
gRGOVSL,19920514,1993.2,1.3
gRGOVSL,19920514,1993.3,1.9
gRGOVSL,19920514,1993.4,2.1
gRGOVSL,19920626,1991.2,-0.7
gRGOVSL,19920626,1991.3,-0.1
gRGOVSL,19920626,1991.4,0.8
gRGOVSL,19920626,1992.1,4.1
gRGOVSL,19920626,1992.2,-1.8
gRGOVSL,19920626,1992.3,-1.0
gRGOVSL,19920626,1992.4,-0.1
gRGOVSL,19920626,1993.1,0.4
gRGOVSL,19920626,1993.2,1.3
gRGOVSL,19920626,1993.3,1.9
gRGOVSL,19920626,1993.4,2.1
gRGOVSL,19920813,1991.3,0.9
gRGOVSL,19920813,1991.4,1.4
gRGOVSL,19920813,1992.1,5.1
gRGOVSL,19920813,1992.2,0.1
gRGOVSL,19920813,1992.3,0.0
gRGOVSL,19920813,1992.4,-1.4
gRGOVSL,19920813,1993.1,0.0
gRGOVSL,19920813,1993.2,0.6
gRGOVSL,19920813,1993.3,0.6
gRGOVSL,19920813,1993.4,1.2
