meeting_date,article_date,source,headline,content
2006-12-12 00:00:00,2006-12-13 00:00:00,The Wall Street Journal,"Fed Stands Pat but Keeps Wary Eye on Inflation --- View Suggests Rate Raises, Though Markets Bet on Cuts As Growth Concern Is Cited",
2006-12-12 00:00:00,2006-12-13 00:00:00,The Wall Street Journal,Dollar Falls as Fed Stands Pat,
2006-12-12 00:00:00,2006-12-13 00:00:00,The New York Times,Text of the Fed's Statement on Interest Rates,
1999-05-18 00:00:00,1999-05-19 00:00:00,The Wall Street Journal,"Fed Leaves Interest Rates Unchanged --- Directive Says Policy Makers Lean Toward Increase, Citing Inflation Concern",
1999-05-18 00:00:00,1999-05-19 00:00:00,The New York Times,Federal Reserve Leaning to Rise In Interest Rates,
1999-05-18 00:00:00,1999-05-19 00:00:00,The New York Times,Prices End Day Down a Bit But Well Above Their Lows,
1999-05-18 00:00:00,1999-05-19 00:00:00,The New York Times,Text of Statement by Fed,
1989-08-22 00:00:00,1989-08-23 00:00:00,The Wall Street Journal,Dollar Fall Tied to Weak Fundamentals And Decline in Durable-Goods Orders,
2004-06-30 00:00:00,2004-07-01 00:00:00,The New York Times,Fed's Statement Regarding Rates,
2004-06-30 00:00:00,2004-07-01 00:00:00,The Wall Street Journal,"Fed Boosts Rates, Says It Can Move At Measured Pace --- Quarter-Point Rise Comes With an Inflation Warning; Stocks, Bonds Are Muted",
2004-06-30 00:00:00,2004-07-01 00:00:00,The Wall Street Journal,Life in the `Zone of Price Stability',
1994-09-27 00:00:00,1994-09-28 00:00:00,The New York Times,CREDIT MARKETS; Treasury Issues Retreat As Rates Don't Change,
1994-09-27 00:00:00,1994-09-28 00:00:00,The New York Times,"No Fed Rate Rise, and No Big Market Moves",
2000-06-28 00:00:00,2000-06-29 00:00:00,The Wall Street Journal,"Volatility Falls Sharply on Fed's Rate Plan, But Traders Hang Back Ahead of Short Week",
2005-11-01 00:00:00,2005-11-02 00:00:00,The New York Times,Text of Fed Statement on Interest Rates,
2005-11-01 00:00:00,2005-11-02 00:00:00,The Wall Street Journal,Treasury Prices Edge Lower Amid Little Surprise From Fed,
2005-11-01 00:00:00,2005-11-02 00:00:00,The Wall Street Journal,"Fed Raises Rates, Signals Additional Increases to Come",
2007-05-09 00:00:00,2007-05-10 00:00:00,The New York Times,Text of the Fed's Statement on Interest Rates,
2007-05-09 00:00:00,2007-05-10 00:00:00,The Wall Street Journal,Dollar Gains on Fed Optimism,
2007-05-09 00:00:00,2007-05-10 00:00:00,The Wall Street Journal,Fed's Inflation Concerns Leave Treasurys Stranded --- Two-Year Note's Price Falls as Chance Passes To Break Out of Range,
1989-12-19 00:00:00,1989-12-20 00:00:00,The Wall Street Journal,"Stock Prices Stabilize, Bonds Ease --- Dollar Posts Gains; Equity Issues Slide Before Recovering",
1989-12-19 00:00:00,1989-12-20 00:00:00,The Wall Street Journal,Yields Soar on Debt of Some Northeastern Banks As Worry Spreads Over Bad Real-Estate Loans,
1989-12-19 00:00:00,1989-12-20 00:00:00,The New York Times,Consumer Prices Up By 0.4%,
2003-09-16 00:00:00,2003-09-17 00:00:00,The Wall Street Journal,"Fed Keeps Rates Steady, Cites Risks Of Low Inflation",
2003-09-16 00:00:00,2003-09-17 00:00:00,The Wall Street Journal,"Despite Rising Yen, Investors Bet That Japan Wouldn't Step In",
2003-09-16 00:00:00,2003-09-17 00:00:00,The New York Times,Fed Leaves Short-Term Rates Unchanged,
2003-09-16 00:00:00,2003-09-17 00:00:00,The New York Times,Federal Reserve Statement on Rates,
2009-01-28 00:00:00,2009-01-29 00:00:00,The Wall Street Journal,U.S. News: Fed Weighs Idea of Buying Treasurys as Focus Shifts,
2009-01-28 00:00:00,2009-01-29 00:00:00,The New York Times,Financials Rally on Hopes for 'Bad Bank',
2009-01-28 00:00:00,2009-01-29 00:00:00,The New York Times,Geithner Says Financial Plan Is in the Works,
2009-01-28 00:00:00,2009-01-29 00:00:00,The New York Times,Text of the Federal Reserve's Statement on Rates,
2009-01-28 00:00:00,2009-01-29 00:00:00,The New York Times,Geithner Says Financial Plan Is in the Works,
2004-03-16 00:00:00,2004-03-17 00:00:00,The New York Times,"Citing Low Hiring, Fed Leaves Rates Alone",
2004-03-16 00:00:00,2004-03-17 00:00:00,The New York Times,Fed Statement About Rates,
2004-03-16 00:00:00,2004-03-17 00:00:00,The Wall Street Journal,Dollar Drops Sharply on Yen After Fed Leaves Rates Steady,
2004-03-16 00:00:00,2004-03-17 00:00:00,The Wall Street Journal,Treasurys Rally on Fed Rate Decision,
2001-11-06 00:00:00,2001-11-07 00:00:00,The Wall Street Journal,Money Rates,
2001-11-06 00:00:00,2001-11-07 00:00:00,The New York Times,10th Fed Rate Cut This Year Raises Hopes for a Recovery,
2000-11-15 00:00:00,2000-11-16 00:00:00,The Wall Street Journal,"Bond Prices Rally as Investors, Who See Chance Of Future Cut, React to Fed's Decision on Rates",
2000-11-15 00:00:00,2000-11-16 00:00:00,The New York Times,"Still Vigilant, Fed Maintains Steady Rates",
2000-11-15 00:00:00,2000-11-16 00:00:00,The New York Times,Text of the Fed Decision,
2008-01-30 00:00:00,2008-01-31 00:00:00,The Wall Street Journal,Euro Closes High Against Dollar,
2008-01-30 00:00:00,2008-01-31 00:00:00,The Wall Street Journal,"Fed Moves to Curb Risk of Recession --- Central Bank Lowers Target Rate by Half Point, Open to Further Cuts",
2008-01-30 00:00:00,2008-01-31 00:00:00,The Wall Street Journal,Nascar Bernanke,
2008-01-30 00:00:00,2008-01-31 00:00:00,The Wall Street Journal,Crude Oil's Rally Continues,
2008-01-30 00:00:00,2008-01-31 00:00:00,The New York Times,Text of Federal Reserve Statement,
2008-08-05 00:00:00,2008-08-06 00:00:00,The Wall Street Journal,The Morning Brief: The Fed Is Straddling The Economic Fence,
2008-08-05 00:00:00,2008-08-06 00:00:00,The New York Times,Text of Federal Reserve's Statement,
2004-09-21 00:00:00,2004-09-22 00:00:00,The New York Times,Fed Raises Short-Term Rates for 3rd Time in 3 Months,
2004-09-21 00:00:00,2004-09-22 00:00:00,The New York Times,Text of the Fed Statement on Interest Rates,
1998-12-22 00:00:00,1998-12-23 00:00:00,The New York Times,"Leaving Rates Alone, Fed Shifts to Neutral as Sense of Crises Eases",
1995-09-26 00:00:00,1995-09-27 00:00:00,The New York Times,BUSINESS DIGEST,
2001-03-20 00:00:00,2001-03-21 00:00:00,The New York Times,Text of Statement by the Federal Reserve,
1988-11-01 00:00:00,1988-11-02 00:00:00,The Wall Street Journal,"Stock Prices Languish; Bonds Ease --- Investors Await News Of Jobless, Election; Dollar's Slide Slows",
1996-12-17 00:00:00,1996-12-18 00:00:00,The New York Times,The Fed Holds Rates Steady; Housing Gains,
1999-02-03 00:00:00,1999-02-04 00:00:00,The New York Times,Fed Decides To Maintain Interest Rates,
2003-05-06 00:00:00,2003-05-07 00:00:00,The Wall Street Journal,"Currency Trading: Dollar Falls Hard Against Rivals In Wake of Fed, Snow's Comments",
2003-05-06 00:00:00,2003-05-07 00:00:00,The New York Times,Fed Statement On Decision About Rates,
2003-05-06 00:00:00,2003-05-07 00:00:00,The New York Times,"Fed Worries About Prices, But Holds Rate",
2003-10-28 00:00:00,2003-10-29 00:00:00,The Wall Street Journal,Fed to Keep Interest Rates Low --- Target to Remain at 1% Even as Data Indicate Economy Gets Stronger,
2003-10-28 00:00:00,2003-10-29 00:00:00,The Wall Street Journal,Treasurys Feed on Fed --- Government Issues Rally As Central Bank Keeps Focus on Deflation Threat,
2003-10-28 00:00:00,2003-10-29 00:00:00,The New York Times,Fed Statement on Economy,
2003-10-28 00:00:00,2003-10-29 00:00:00,The New York Times,"Optimistic on Jobs, Fed Keeps Interest Low",
1997-05-20 00:00:00,1997-05-21 00:00:00,The New York Times,Federal Reserve Allowing Rates To Hold Steady,
1995-12-19 00:00:00,1995-12-20 00:00:00,The New York Times,CREDIT MARKETS;Fed Rate Cut Spurs Prices Of Treasuries,
1995-12-19 00:00:00,1995-12-20 00:00:00,The New York Times,Reserve Board Cuts Key Rate; Markets Climb,
2004-11-10 00:00:00,2004-11-11 00:00:00,The New York Times,"Fed Raises Interest Rate A 4th Time, To 2 Percent",
2004-11-10 00:00:00,2004-11-11 00:00:00,The New York Times,Text of Fed's Statement on Rates,
2004-11-10 00:00:00,2004-11-11 00:00:00,The Wall Street Journal,Fed Increases Short-Term Rate to 2%,
2005-08-09 00:00:00,2005-08-10 00:00:00,The New York Times,Text of the Fed Statement on Interest Rates,
2005-08-09 00:00:00,2005-08-10 00:00:00,The Wall Street Journal,Fed Raises Rates for 10th Time As `Measured' Pace Continues --- Analysts Boost Estimates Of How High Fed Will Go; Productivity Climbs 2.2%,
2005-12-13 00:00:00,2005-12-14 00:00:00,The Wall Street Journal,"Treasurys Prices Rise Modestly After Fed Rate, Policy Decision",
2005-12-13 00:00:00,2005-12-14 00:00:00,The New York Times,Fed Gives Mixed Sign On Rates,
2005-12-13 00:00:00,2005-12-14 00:00:00,The New York Times,Text of Fed Statement on Rates,
2008-04-30 00:00:00,2008-05-01 00:00:00,The Wall Street Journal,Dollar Falls After Fed's Move,
2008-04-30 00:00:00,2008-05-01 00:00:00,The Wall Street Journal,"Home Depot Drops, While GM Rises 9.4% --- Commodity Stocks Regain Momentum; Citigroup Declines",
2008-04-30 00:00:00,2008-05-01 00:00:00,The New York Times,Fed Cuts Rate but Hints About a Pause,
2008-04-30 00:00:00,2008-05-01 00:00:00,The New York Times,Statement on Rate Cut By the Federal Reserve,
2007-08-07 00:00:00,2007-08-08 00:00:00,The Wall Street Journal,"Dollar Gains on the Euro, Declines Against the Yen",
2007-08-07 00:00:00,2007-08-08 00:00:00,The New York Times,Text of Statement By Fed Committee,
2007-08-07 00:00:00,2007-08-08 00:00:00,The New York Times,Fed's Focus And Rate Unchanged,
2009-09-23 00:00:00,2009-09-24 00:00:00,The Wall Street Journal,Investors Seek Inflation Haven In TIPS Funds --- But Treasury Securities Tied to Consumer Prices Carry Their Own Risks,
2009-09-23 00:00:00,2009-09-24 00:00:00,The New York Times,The Fed's Statement On Interest Rates,
2009-09-23 00:00:00,2009-09-24 00:00:00,The Wall Street Journal,Home Buyers Get a Reprieve --- Fed Extends Mortgage-Purchase Program as Consumer Spending Stays 'Constrained',
2009-09-23 00:00:00,2009-09-24 00:00:00,The Wall Street Journal,"Dollar Ekes Out Gain on Euro --- Fed's Dual View -- Low Rates, Better Economy -- Muddles Trade",
2004-01-28 00:00:00,2004-01-29 00:00:00,The Wall Street Journal,Fed's Rewrite Flusters Bond Market --- Deletion of Crucial Phrase From a Policy Statement Sends Prices Down Sharply,
2004-01-28 00:00:00,2004-01-29 00:00:00,The Wall Street Journal,Dollar Climbs Against Rivals Amid Hawkish View of the Fed,
2004-01-28 00:00:00,2004-01-29 00:00:00,The Wall Street Journal,"Fed Clears Way For Future Rise In Interest Rates --- Federal Funds Target Left At 1%, but Central Bank Changes Phrase on Timing",
2004-01-28 00:00:00,2004-01-29 00:00:00,The New York Times,The Fed Statement on Rates,
2004-01-28 00:00:00,2004-01-29 00:00:00,The New York Times,Fed Statement Gives Investors A Rude Shock,
2004-01-28 00:00:00,2004-01-29 00:00:00,The New York Times,"Fed Keeps 1% Rate, But Hints at a Rise Sometime This Year",
2002-05-07 00:00:00,2002-05-08 00:00:00,The Wall Street Journal,"Cisco, Honeywell, United Technologies Notch Gains",
2002-05-07 00:00:00,2002-05-08 00:00:00,The Wall Street Journal,Treasurys Edge Up on Jolt-Free Data,
2002-05-07 00:00:00,2002-05-08 00:00:00,The New York Times,Fed Is Content Not to Raise Interest Rates,
2002-05-07 00:00:00,2002-05-08 00:00:00,The New York Times,Text of Fed Panel's Statement,
2007-12-11 00:00:00,2007-12-12 00:00:00,The Wall Street Journal,Rate Cut Fails To Cheer Market; Fed Sifts Options,
2007-12-11 00:00:00,2007-12-12 00:00:00,The Wall Street Journal,Yen Is Boosted by Risk Aversion After Fed's Latest Rate Cut,
2007-12-11 00:00:00,2007-12-12 00:00:00,The New York Times,Text of the Fed Statement,
1999-08-24 00:00:00,1999-08-25 00:00:00,The New York Times,"FED, AS EXPECTED, RAISES KEY RATES BY QUARTER-POINT",
1999-08-24 00:00:00,1999-08-25 00:00:00,The New York Times,Statement by Fed Panel on Rate Increase,
1999-08-24 00:00:00,1999-08-25 00:00:00,The New York Times,"With No Surprises, the Markets Show Restraint",
2003-12-09 00:00:00,2003-12-10 00:00:00,The New York Times,Fed Keeps Rates Steady But Paves Way for Rise,
2003-12-09 00:00:00,2003-12-10 00:00:00,The New York Times,Fed Statement on Interest Rates,
2003-12-09 00:00:00,2003-12-10 00:00:00,The New York Times,"The Dow Breaks Through 10,000 Before Falling Back",
2003-12-09 00:00:00,2003-12-10 00:00:00,The Wall Street Journal,Dollar Continues Drop Against Rivals --- Fed Action in Keeping Rate Steady Depresses Currency; Japan Intervenes Again,
2009-03-18 00:00:00,2009-03-19 00:00:00,The Wall Street Journal,"Pre-Fed, Gold Falls to $888.70. Post-Fed, a Jump to $940.10 --- Investors Buy Metal as Inflation Hedge in After-Hours Electronic Trade...",
2009-03-18 00:00:00,2009-03-19 00:00:00,The New York Times,FED WILL INJECT $1 TRILLION MORE TO AID ECONOMY,
2009-06-24 00:00:00,2009-06-25 00:00:00,The Wall Street Journal,Treasurys Fall Back as Fed Holds Steady,
2009-06-24 00:00:00,2009-06-25 00:00:00,The New York Times,Text of Federal Reserve's Statement on Interest Rates,
2008-03-18 00:00:00,2008-03-19 00:00:00,The New York Times,Text of the Federal Reserve's Statement,
2008-03-18 00:00:00,2008-03-19 00:00:00,The Wall Street Journal,"After Hemming and Hawing a Bit, Traders Choose to Bid Up Dollar --- Fed's Rate Cut Is Ultimately Parsed As a Good Sign",
2008-03-18 00:00:00,2008-03-19 00:00:00,The Wall Street Journal,Crude Oil Jumps 3.5% As Hedge Players Return,
2008-03-18 00:00:00,2008-03-19 00:00:00,The Wall Street Journal,"Credit Worries Ease as Fed Cuts, Hints at More Relief --- Stocks Jump 3.5% In Rally Reflecting Cautious Optimism",
2008-03-18 00:00:00,2008-03-19 00:00:00,The Wall Street Journal,Inflation Dissent,
2007-01-31 00:00:00,2007-02-01 00:00:00,The Wall Street Journal,Oil Hits 4-Week High --- Extended Cold Snap And High Demand Send Price Soaring,
2007-01-31 00:00:00,2007-02-01 00:00:00,The New York Times,Text of Fed Statement on Interest Rates,
2007-01-31 00:00:00,2007-02-01 00:00:00,The New York Times,"Fed, Leaving Rate at 5.25%, Is Optimistic on Inflation",
2005-02-02 00:00:00,2005-02-03 00:00:00,The New York Times,Fed Steps Up Interest Rates A Sixth Time,
2005-02-02 00:00:00,2005-02-03 00:00:00,The New York Times,Text of the Fed's Statement on Interest Rates,
2005-02-02 00:00:00,2005-02-03 00:00:00,The Wall Street Journal,"Fed, Staying on Course, Lifts Rates --- Central Bank Can Continue `Measured' Pace as Growth, Inflation Meet Expectations",
2005-02-02 00:00:00,2005-02-03 00:00:00,The Wall Street Journal,Yield Curve Flattens After Interest-Rate Move --- Fed Statement Convinces Traders That Long End Of Market Is Safest Place,
2005-02-02 00:00:00,2005-02-03 00:00:00,The Wall Street Journal,"Fed, Staying on Course, Lifts Rates --- Central Bank Can Continue `Measured' Pace as Growth, Inflation Meet Expectations",
2005-02-02 00:00:00,2005-02-03 00:00:00,The Wall Street Journal,Dollar Ends Even After Fed Raises Short-Term Rates,
1995-11-15 00:00:00,1995-11-16 00:00:00,The New York Times,CREDIT MARKETS;Treasuries Little Changed As the Fed Lets Rates Stand,
1995-11-15 00:00:00,1995-11-16 00:00:00,The New York Times,"Fed Maintains Rates, Though More Signs of Sluggishness Emerge",
1995-11-15 00:00:00,1995-11-16 00:00:00,The New York Times,"Dow Climbs Past 4,900 for First Time With a 50.94 Surge",
1996-08-20 00:00:00,1996-08-21 00:00:00,The Wall Street Journal,No Need to Fear Lower Unemployment,
1998-02-04 00:00:00,1998-02-05 00:00:00,The New York Times,Fed Decision to Stand Pat Sends Treasury Prices Up,"Bond prices ended higher yesterday after the Federal Reserve's policy-making committee voted to leave interest rates unchanged, although the gains were slight because most market participants had anticipated such a decision. The price of the 30-year Treasury bond rose 3/32, to 103 25/32. The yield, which moves in the opposite direction, dropped to 5.85 percent, from 5.86 percent on Tuesday. The Federal Open Market Committee, at its first meeting of the year, kept the Federal funds rate at 5.50 percent, where the short-term benchmark rate has remained for almost a year. What was not disclosed at the end of the two-day meeting is whether committee members have shifted to a neutral stance from their previous position of maintaining a bias toward raising rates. But given the prevailing evidence of benign inflation and the expected economic slowdown due to Asia's financial crisis, bond market analysts said such a change would not surprise them. ''In any event, monetary policy is likely to remain on hold for quite some time before economic conditions change sufficiently to dictate otherwise,'' said Donald Fine, chief market analyst at Chase Asset Management. The bond market's attention has now shifted to tomorrow's labor statistics for January, the freshest reading from the Government on the economy's stamina. Mr. Fine said payroll growth was expected to remain strong but might have slowed from its strong pace in the last months of 1997. The average hourly earnings data, which will be released tomorrow, may also receive more attention than usual given the recent spurt in the Employment Cost Index, a measure of inflation closely followed by the Fed. The bond market showed little reaction yesterday to the Treasury's announcement of the size of its quarterly refunding auction next week, $35 billion, which had been expected. In when-issued trading ahead of the auction, the three-year note was offered at a price to yield 5.31 percent, the 10-year note at a price to yield 5.52 percent and the 30-year bond at 5.87 percent. In municipal bond dealings, the City of New York sold $1.05 billion in debt, the bulk in tax-exempt general obligation bonds, some taxable bonds not offered to the public and some zero-coupon bonds, through underwriters led by Salomon Smith Barney. Yields ranged from 3.90 percent for an issue due in 1999 to 5.04 percent in 2011. The zero-coupon bond due in 2008 does not make interest rate payments, but held to maturity yields 4.75 percent. The underlying rating for the bond issue is Baa-1 by Moody's Investors Service Inc. and BBB-plus by the Standard & Poor's Corporation, with some bonds rated triple-A because they are insured."
1998-05-19 00:00:00,1998-05-20 00:00:00,The Wall Street Journal,Fed Again Decides to Hold Rates Steady,
1998-05-19 00:00:00,1998-05-20 00:00:00,The New York Times,Treasuries Dip on Fed Inaction,
2009-08-12 00:00:00,2009-08-13 00:00:00,The Wall Street Journal,No Exit,
2009-08-12 00:00:00,2009-08-13 00:00:00,The New York Times,Text of Fed Statement On Funds Target Rate,
2009-08-12 00:00:00,2009-08-13 00:00:00,The New York Times,Fed's Optimism Lifts Financial Shares,
2006-09-20 00:00:00,2006-09-21 00:00:00,The New York Times,Text of the Fed's Statement on Interest Rates,
2006-09-20 00:00:00,2006-09-21 00:00:00,The Wall Street Journal,"Fed Cites Energy, Housing Declines In Holding Rates --- Despite Inflation Warning, Investors Gain Confidence More Increases Are Unlikely",
2006-09-20 00:00:00,2006-09-21 00:00:00,The Wall Street Journal,Dollar Falls in a Muted Response To the Fed's No-Action on Rates,
2008-10-29 00:00:00,2008-10-30 00:00:00,The Wall Street Journal,Money Funds Added $4.41 Billion in Week,
2008-10-29 00:00:00,2008-10-30 00:00:00,The Wall Street Journal,Dollar Takes a Fall Against Major Rivals,
2008-10-29 00:00:00,2008-10-30 00:00:00,The New York Times,ON NYTIMES.COM,
2008-10-29 00:00:00,2008-10-30 00:00:00,The New York Times,Text of the Fed's Statement on Rates,
2000-10-03 00:00:00,2000-10-04 00:00:00,The Wall Street Journal,Options Traders Appear Unfazed in the Face Of Specter of Slowdown in Corporate Earnings,
2000-10-03 00:00:00,2000-10-04 00:00:00,The Wall Street Journal,Leading Indicators Fell 0.1% in August As Slowing Is Likely to Last Into 2001,
2000-10-03 00:00:00,2000-10-04 00:00:00,The New York Times,Fed Keeps Rates Steady but Remains Concerned Over Inflation,
2000-10-03 00:00:00,2000-10-04 00:00:00,The Wall Street Journal,Tech Giants Fall on Profit Fears; Oracle and IBM Post Declines,
2002-12-10 00:00:00,2002-12-11 00:00:00,The New York Times,Fed Decides Not to Change Interest Rates,
2002-12-10 00:00:00,2002-12-11 00:00:00,The New York Times,Text of Statement on Interest Rate Policy,
2002-12-10 00:00:00,2002-12-11 00:00:00,The Wall Street Journal,Treasurys End Mixed on Fed News --- Buyers Shift to 30-Year Issue As Panel's Statement Is Seen Suggesting No Cuts to Come,
2000-03-21 00:00:00,2000-03-22 00:00:00,The New York Times,MORE INOCULATION AGAINST INFLATION,
2006-03-28 00:00:00,2006-03-29 00:00:00,The New York Times,Fed Panel Raises Rate To 4.75%,
2006-03-28 00:00:00,2006-03-29 00:00:00,The New York Times,Text of Fed Statement on Rates,
2006-03-28 00:00:00,2006-03-29 00:00:00,The Wall Street Journal,"Fed Raises Rates By 1/4 Point, Hints More May Come --- Bernanke's Debut Statement Shows New Transparency; Stocks Fall, Bond Yields Rise",
2006-03-28 00:00:00,2006-03-29 00:00:00,The Wall Street Journal,Treasury Prices Drop As the Fed Lifts Rates --- Bond Market Takes a Hit As Policy Makers Indicate More Increases Are Likely,
2006-03-28 00:00:00,2006-03-29 00:00:00,The Wall Street Journal,Fed Move Boosts Volatility Index,
2006-03-28 00:00:00,2006-03-29 00:00:00,The Wall Street Journal,Dollar Posts Late-Session Gains In Wake of Fed's Increase in Rates,
2009-12-16 00:00:00,2009-12-17 00:00:00,The New York Times,Cautiously Optimistic Fed Pledges to Leave Rates Low,
2009-12-16 00:00:00,2009-12-17 00:00:00,The Wall Street Journal,Upbeat Fed Boosts Dollar,
1994-05-17 00:00:00,1994-05-18 00:00:00,The New York Times,CREDIT MARKETS; FEDERAL RESERVE RAISES KEY RATES TO CURB GROWTH,
2004-08-10 00:00:00,2004-08-11 00:00:00,The Wall Street Journal,Long &Short: Greenspan Underestimated Bubble And Now Overestimates Expansion,
2004-08-10 00:00:00,2004-08-11 00:00:00,The Wall Street Journal,"Fed Raises Rates, Seeing Slowdown As Temporary --- Upbeat Take on Economy Gives Stocks a Lift, Signals More Increases Lie Ahead",
2004-08-10 00:00:00,2004-08-11 00:00:00,The New York Times,Fed Increases Interest Rates Quarter-Point,
2004-08-10 00:00:00,2004-08-11 00:00:00,The New York Times,Text of Fed Statement on Rate Decision,
2002-11-06 00:00:00,2002-11-07 00:00:00,The New York Times,FED CUTS KEY RATE BY ONE-HALF POINT IN AGGRESSIVE MOVE,
2002-11-06 00:00:00,2002-11-07 00:00:00,The New York Times,Fed's Statement on Cutting Interest Rates,
2002-11-06 00:00:00,2002-11-07 00:00:00,The New York Times,Shares Rise Broadly Despite Worries About the Economy,
1990-08-21 00:00:00,1990-08-22 00:00:00,The Wall Street Journal,"Bond Prices Rebound From Early Drop to Finish Slightly Lower; Rate Moves, Mideast Stir Market",
1990-08-21 00:00:00,1990-08-22 00:00:00,The Wall Street Journal,Speaking of Business: It May Be Too Late for the Fed to Ease,
2005-05-03 00:00:00,2005-05-04 00:00:00,The New York Times,The Statement From the Fed,
2005-05-03 00:00:00,2005-05-04 00:00:00,The Wall Street Journal,"Fed Keeps Focus on Inflation, Raising Rates Again --- Expected Rise to 3% Comes As Bond Market Appears Concerned About Recession",
2005-05-03 00:00:00,2005-05-04 00:00:00,The Wall Street Journal,Bonds Take Comfort From Fed's Mea Culpa --- Treasurys Rise After Bank Corrects Statement to Show Inflation-Fight Confidence,
2002-08-13 00:00:00,2002-08-14 00:00:00,The Wall Street Journal,Currency Trading: Dollar Drops Against Key Rivals After Fed Keeps Rates Steady,
2002-08-13 00:00:00,2002-08-14 00:00:00,The Wall Street Journal,After Waco,
2002-08-13 00:00:00,2002-08-14 00:00:00,The Wall Street Journal,U.S. Treasury Prices Finish Higher --- Rates Remain Unchanged; Yield on 10-Year Note Falls To Lowest Level in 39 Years,
2002-08-13 00:00:00,2002-08-14 00:00:00,The New York Times,Text of Fed Panel's Statement,
1997-11-12 00:00:00,1997-11-13 00:00:00,The New York Times,The Fed Holds Rates Steady As It Weighs Global Risks,
